https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCH,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1701561600000,2023-12-03 00:00:00,BCH/USDT,224.39,227.99,223.61,227.49,13494149.19,59835.723851,6967484.92,30894.811636,92720,225.52
1701475200000,2023-12-02 00:00:00,BCH/USDT,223.25,226.14,222.2,224.37,12215034.18,54559.288305,6290939.81,28099.162875,84321,223.88
1701388800000,2023-12-01 00:00:00,BCH/USDT,221.44,225.35,220.66,222.94,10715174.58,48116.991108,5600347.91,25148.555704,73754,222.69
1701302400000,2023-11-30 00:00:00,BCH/USDT,222.28,222.56,219.92,221.47,13877927.46,62798.361707,7258861.69,32846.511056,95970,220.99
1701216000000,2023-11-29 00:00:00,BCH/USDT,222.46,225.37,221,222.3,15280504.53,68635.48213,8364942.04,37572.337615,105839,222.63
1701129600000,2023-11-28 00:00:00,BCH/USDT,223.26,223.87,219.86,222.47,15193764.66,68381.203477,8073879.26,36337.935909,105048,222.19
1701043200000,2023-11-27 00:00:00,BCH/USDT,225.14,226.85,219.86,223.25,15537959.97,69403.786896,8192544.72,36594.384075,107213,223.88
1700956800000,2023-11-26 00:00:00,BCH/USDT,225.4,227.42,222.03,225.13,10819452,47936.168231,5711358.1,25305.600282,74347,225.7
1700870400000,2023-11-25 00:00:00,BCH/USDT,224.81,226.21,222.88,225.41,14547347.23,64725.754535,7700749.73,34262.570801,100533,224.75
1700784000000,2023-11-24 00:00:00,BCH/USDT,225.08,226.32,222.2,224.69,13708896.24,61011.022536,7331293.34,32628.688363,94276,224.69
1700697600000,2023-11-23 00:00:00,BCH/USDT,223.11,226.4,221.48,225.12,14708134.53,65540.350424,7758697.68,34573.709603,101430,224.41
1700611200000,2023-11-22 00:00:00,BCH/USDT,216.57,223.86,216.18,223.07,15841832.08,71894.987109,8844828.77,40150.542368,109033,220.35
1700524800000,2023-11-21 00:00:00,BCH/USDT,226.18,235.91,216.19,216.58,16148223.88,70875.318202,8549102,37536.496573,111243,227.9
1700438400000,2023-11-20 00:00:00,BCH/USDT,229.79,230.37,224.44,226.2,13649175.65,59782.26429,7180138.09,31448.579964,94227,228.32
1700352000000,2023-11-19 00:00:00,BCH/USDT,227.36,230.25,224,229.56,10822992.06,47549.105338,5900096.37,25923.276954,74575,227.62
1700265600000,2023-11-18 00:00:00,BCH/USDT,229.66,229.7,221.28,227.25,16475592.83,72711.929419,9235312.21,40761.156659,112966,226.59
1700179200000,2023-11-17 00:00:00,BCH/USDT,233.87,234.84,223.61,229.71,17137698.24,74458.073112,8966512.59,38962.43326,117741,230.19
1700092800000,2023-11-16 00:00:00,BCH/USDT,237.61,242.23,231.3,233.85,16585096.46,70191.863006,8621170.65,36487.41636,120108,236.3
1700006400000,2023-11-15 00:00:00,BCH/USDT,232.13,237.99,229.99,237.5,8083100.04,34685.186748,4208799.05,18060.073394,113697,233.05
1699920000000,2023-11-14 00:00:00,BCH/USDT,236.33,238.91,227.42,232.1,7819917.93,33300.706906,4092284.21,17423.463217,111477,234.86
1699833600000,2023-11-13 00:00:00,BCH/USDT,236.58,240.19,232.81,236.33,2825998.88,11952.943105,1394200.12,5895.7507,40035,236.44
1699747200000,2023-11-12 00:00:00,BCH/USDT,237.75,239.96,233.36,236.67,7611538.8,32163.879736,3794095.5,16032.154029,109233,236.65
1699660800000,2023-11-11 00:00:00,BCH/USDT,239.79,241.79,235.24,237.73,7799573.7,32755.535837,3821285.25,16048.076139,111703,238.12
1699574400000,2023-11-10 00:00:00,BCH/USDT,240.05,242.8,235.24,239.82,7709893.85,32160.11885,3938284.11,16428.286397,108900,239.73
1699488000000,2023-11-09 00:00:00,BCH/USDT,245.34,257.81,229.36,240.05,6518651.54,26613.695673,3337305.03,13629.632715,90660,245.16
1699401600000,2023-11-08 00:00:00,BCH/USDT,243.85,247.25,241.54,245.41,5052533.11,20723.161392,2538857.16,10412.563558,71815,243.81
1699315200000,2023-11-07 00:00:00,BCH/USDT,242.85,251.91,237.45,243.84,5230086.47,21517.370038,2683434.25,11040.221482,74079,243.09
1699228800000,2023-11-06 00:00:00,BCH/USDT,237.7,244.78,235.47,242.86,4895056.17,20461.256012,2543425.22,10632.275652,68787,239.24
1699142400000,2023-11-05 00:00:00,BCH/USDT,240.31,243.15,234.15,237.5,4131411.05,17297.776146,2165353.86,9066.678279,58378,238.85
1699056000000,2023-11-04 00:00:00,BCH/USDT,237.45,240.38,235.68,240.34,4261311.83,17945.081284,2255999.65,9500.259423,59860,237.46
1698969600000,2023-11-03 00:00:00,BCH/USDT,235.46,240.96,231.09,237.43,6188238.09,26136.87919,3449753.76,14571.583486,87278,236.77
1698883200000,2023-11-02 00:00:00,BCH/USDT,245.14,249.11,230.85,235.45,5853406.47,24490.457446,3256381.88,13628.956301,83846,239.07
1698796800000,2023-11-01 00:00:00,BCH/USDT,244.66,246.78,237.04,244.94,1516010.92,6303.340112,812232.63,3376.158123,20358,240.51
1698710400000,2023-10-31 00:00:00,BCH/USDT,245.96,248.95,236.61,244.92,7553101.17,30996.192795,4108654.34,16861.228269,105628,243.69
1698624000000,2023-10-30 00:00:00,BCH/USDT,246.13,247.36,241.5,245.87,1092579.48,4457.820337,557805.28,2275.714865,14479,245.09
1698537600000,2023-10-29 00:00:00,BCH/USDT,244.79,249.56,242.57,246.02,928668.66,3775.012043,488311.97,1984.767066,12177,246.01
1698451200000,2023-10-28 00:00:00,BCH/USDT,239.55,247.77,239.55,244.82,1234577.73,5052.575513,665577.52,2724.128665,16374,244.35
1698364800000,2023-10-27 00:00:00,BCH/USDT,247.33,247.33,233.27,239.47,1698961.99,7016.780494,921641.53,3806.721453,22109,242.16
1698278400000,2023-10-26 00:00:00,BCH/USDT,254.16,256.79,241.28,247.4,1995494.9,7982.905188,1054297.34,4216.996127,26873,250.03
1698192000000,2023-10-25 00:00:00,BCH/USDT,251.85,259.55,248.53,254.18,1995902.36,7859.06634,1051251.06,4138.338822,27246,253.97
1698105600000,2023-10-24 00:00:00,BCH/USDT,261.97,269.65,245.39,251.81,2047438.84,7976.097643,1025439,3993.909697,27626,256.79
1698019200000,2023-10-23 00:00:00,BCH/USDT,243.32,264.87,240.31,261.91,1727165.35,6977.514047,907503.41,3664.599925,22841,247.61
1697932800000,2023-10-22 00:00:00,BCH/USDT,244.05,254.5,237.33,243.35,1192834.09,4903.773709,604638.49,2484.966126,15491,243.29
1697846400000,2023-10-21 00:00:00,BCH/USDT,240.52,246.23,237.64,244.03,1198170.09,4956.968558,621764.28,2571.994931,16235,241.72
1697760000000,2023-10-20 00:00:00,BCH/USDT,227.3,249.63,226.08,240.34,1618494.92,6751.415231,843727.52,3519.016166,21115,239.81
1697673600000,2023-10-19 00:00:00,BCH/USDT,226.8,234.7,225.06,227.33,1092362.03,4786.583521,544611.03,2385.906116,14538,228.22
1697587200000,2023-10-18 00:00:00,BCH/USDT,226.24,232.77,224.64,226.75,1119077.72,4892.509176,563016.83,2461.264117,15327,228.74
1697500800000,2023-10-17 00:00:00,BCH/USDT,230.76,232.45,224.02,226.37,1625090.78,7127.396376,821207.18,3601.025927,22221,228.01
1697414400000,2023-10-16 00:00:00,BCH/USDT,215.01,247.48,214.77,230.8,1576392.8,6887.665762,803231.87,3511.546851,19310,229
1697328000000,2023-10-15 00:00:00,BCH/USDT,214.55,216.6,212.7,215.07,538792.26,2512.937018,263603.16,1229.40499,7745,214.41
1697241600000,2023-10-14 00:00:00,BCH/USDT,217.3,218.31,214.36,214.56,658382.07,3041.914295,331242.57,1530.521231,9454,216.43
1697155200000,2023-10-13 00:00:00,BCH/USDT,213.84,218.86,211.84,217.29,841912.76,3933.440105,428926.99,2004.081146,11413,214.05
1697068800000,2023-10-12 00:00:00,BCH/USDT,214.01,217.19,208.11,214.14,948342.92,4452.250586,480128.43,2253.791364,12852,213.01
1696982400000,2023-10-11 00:00:00,BCH/USDT,212.06,216.02,206.95,214.11,1156476.66,5431.011852,618548.45,2904.977651,14749,212.94
1696896000000,2023-10-10 00:00:00,BCH/USDT,218.57,220.44,210.23,212.25,1354358.72,6270.521849,682401.55,3160.274724,18587,216.02
1696809600000,2023-10-09 00:00:00,BCH/USDT,227.83,229.13,211.01,218.58,1756727.61,7930.433312,871376.07,3932.950998,24061,221.63
1696723200000,2023-10-08 00:00:00,BCH/USDT,230.3,233.06,226.79,227.91,1769075.59,7713.581372,877887.12,3827.064196,24463,229.35
1696636800000,2023-10-07 00:00:00,BCH/USDT,230.85,236.13,228.47,230.36,2641061.45,11417.50897,1360353.79,5881.13693,35916,231.32
1696550400000,2023-10-06 00:00:00,BCH/USDT,230.93,233.96,226.09,230.81,3186181.24,13813.506401,1615312.84,7002.446984,41631,230.66
1696464000000,2023-10-05 00:00:00,BCH/USDT,232.98,234.85,225.57,230.92,2783552.91,12076.694483,1370203.96,5943.386775,36386,230.5
1696377600000,2023-10-04 00:00:00,BCH/USDT,230.38,234.13,224.04,232.98,3244370.91,14126.361275,1693491.77,7373.651806,42649,229.67
1696291200000,2023-10-03 00:00:00,BCH/USDT,246.4,251.46,228.12,230.22,4200914.65,17520.170905,2111944.52,8810.040175,55012,239.92
1696204800000,2023-10-02 00:00:00,BCH/USDT,242.25,255.69,240.55,246.45,1787383.74,7253.589864,924815.28,3752.385814,22941,246.46
1696118400000,2023-10-01 00:00:00,BCH/USDT,233.88,244.88,233.26,242.06,821424.9,3460.554361,426650.33,1796.880568,11009,237.39
1696032000000,2023-09-30 00:00:00,BCH/USDT,235.17,238.74,232.17,234,940214.21,3997.608926,478367.12,2033.709507,12682,235.2
1695945600000,2023-09-29 00:00:00,BCH/USDT,238.75,241.27,229.72,235.06,1506386.07,6417.276532,754919.82,3216.124894,20392,234.75
1695859200000,2023-09-28 00:00:00,BCH/USDT,228.99,245.17,228,238.74,1574764.21,6670.741331,813563.78,3445.540258,20309,236.11
1695772800000,2023-09-27 00:00:00,BCH/USDT,214.67,235.78,213.4,229.31,1175019.27,5237.638042,619864.44,2763.584262,14867,224.53
1695686400000,2023-09-26 00:00:00,BCH/USDT,210.41,215.73,209.54,214.6,866785.93,4071.652173,454436.77,2134.135875,11701,212.88
1695600000000,2023-09-25 00:00:00,BCH/USDT,204.58,213.4,202.18,210.42,968488.29,4649.928582,509311.16,2444.529327,12992,208.3
1695513600000,2023-09-24 00:00:00,BCH/USDT,208.24,209.98,203.39,204.74,384167.25,1846.820393,203420.01,977.755789,4999,208.02
1695427200000,2023-09-23 00:00:00,BCH/USDT,207.85,209.51,206.55,208.1,485312.74,2331.849412,257283.4,1236.158415,6731,208.12
1695340800000,2023-09-22 00:00:00,BCH/USDT,208.53,210.12,204.58,207.79,768428.43,3692.736828,378298.46,1817.76924,10305,208.09
1695254400000,2023-09-21 00:00:00,BCH/USDT,215.3,215.74,205.87,208.57,925297.21,4405.118365,454676.19,2164.97757,12382,210.08
1695168000000,2023-09-20 00:00:00,BCH/USDT,218.7,220.96,211.43,215.42,919000.14,4257.513025,465864.31,2157.75015,11922,215.87
1695081600000,2023-09-19 00:00:00,BCH/USDT,217.14,222.33,214.85,218.73,981362.08,4493.069437,488170.31,2234.54723,13039,218.42
1694995200000,2023-09-18 00:00:00,BCH/USDT,209.9,225.18,208.03,217.34,902482.35,4151.53028,469775.3,2160.779743,11245,217.44
1694908800000,2023-09-17 00:00:00,BCH/USDT,214.54,214.54,205.33,210.09,601971.74,2852.775574,292154.93,1384.910744,7088,211.02
1694822400000,2023-09-16 00:00:00,BCH/USDT,217.23,223.65,212.89,214.65,815248.66,3766.76496,410721.41,1897.194933,10251,216.44
1694736000000,2023-09-15 00:00:00,BCH/USDT,207.82,222.6,206.28,217.01,877960.71,4087.423842,461044.58,2145.346043,10651,214.84
1694649600000,2023-09-14 00:00:00,BCH/USDT,199.76,210.4,198.69,207.82,946757.2,4640.611789,485525.77,2380.213752,12949,204.07
1694563200000,2023-09-13 00:00:00,BCH/USDT,198.35,204.14,196,199.56,1309368.06,6544.878512,661442.37,3306.411426,17726,200.07
1694476800000,2023-09-12 00:00:00,BCH/USDT,184.19,210.28,184.09,198.32,1680845.74,8598.643226,875628.24,4480.721362,23117,195.67
1694390400000,2023-09-11 00:00:00,BCH/USDT,190.28,191.76,180.64,184.12,1365499.04,7326.414116,698361.84,3746.706287,18900,186.42
1694304000000,2023-09-10 00:00:00,BCH/USDT,193.02,193.14,184.68,190.35,1009166.03,5320.504089,462871.95,2437.991145,12583,189.68
1694217600000,2023-09-09 00:00:00,BCH/USDT,192.95,196.28,190.97,193.04,1242346.22,6464.066311,675624.07,3514.679858,16325,192.19
1694131200000,2023-09-08 00:00:00,BCH/USDT,193.62,197.11,190.64,192.97,2208880.61,11433.38632,1132446.84,5862.599183,30345,193.2
1694044800000,2023-09-07 00:00:00,BCH/USDT,193.07,194.4,190.04,193.62,2444286.07,12746.530162,1360676.16,7093.651502,30082,191.76
1693958400000,2023-09-06 00:00:00,BCH/USDT,192.01,195.65,189.92,193.06,2097502.68,10888.011371,1067656.16,5542.025056,27525,192.64
1693872000000,2023-09-05 00:00:00,BCH/USDT,193.72,195.12,189.41,192.03,2328648.95,12110.59435,1195940.56,6219.710096,30360,192.28
1693785600000,2023-09-04 00:00:00,BCH/USDT,196.18,199.11,189.91,193.77,5100922.74,26280.005458,2593480.75,13358.471002,67478,194.11
1693699200000,2023-09-03 00:00:00,BCH/USDT,195.05,198.2,191.37,196.07,7325402.26,37586.252242,3751463.06,19247.832948,97491,194.9
1693612800000,2023-09-02 00:00:00,BCH/USDT,199.66,201.81,190.83,195.12,6598786.98,33321.362501,3387683.18,17105.030712,87785,198.06
1693526400000,2023-09-01 00:00:00,BCH/USDT,207.44,211.11,197.67,199.72,6858971,33416.983727,3569998.25,17388.763899,91297,205.31
1693440000000,2023-08-31 00:00:00,BCH/USDT,215.92,222.6,203.04,207.46,10994610.5,51555.335963,5736704.9,26897.872076,145151,213.37
1693353600000,2023-08-30 00:00:00,BCH/USDT,225.17,225.87,211.74,215.97,12791055.32,59201.694389,6709139.23,31057.073386,169841,216.09
1693267200000,2023-08-29 00:00:00,BCH/USDT,190.57,228.11,188.92,225.16,6080167.03,30296.30967,3137982.75,15628.435332,81633,201.66
1693180800000,2023-08-28 00:00:00,BCH/USDT,197.79,198.01,187.65,190.6,6871065.06,35775.04375,3549658.05,18480.042213,98293,192.08
1693094400000,2023-08-27 00:00:00,BCH/USDT,190.05,201.56,189.97,197.85,10229424.3,52940.081657,5369919.22,27792.51479,144338,193.26
1693008000000,2023-08-26 00:00:00,BCH/USDT,192.13,192.32,188.8,190.12,9976245.51,52463.290939,5275898.95,27745.528616,138945,190.15
1692921600000,2023-08-25 00:00:00,BCH/USDT,194.04,194.67,188.37,192.02,10205385.43,53344.66522,5370142.47,28069.748885,143040,191.31
1692835200000,2023-08-24 00:00:00,BCH/USDT,193.74,194.98,188.88,194.13,10347120.22,53896.055139,5381604.72,28032.162122,144210,191.98
1692748800000,2023-08-23 00:00:00,BCH/USDT,184.92,196.8,184.6,193.83,10338376.99,54470.288755,5402951.63,28468.828855,144777,189.85
1692662400000,2023-08-22 00:00:00,BCH/USDT,185.75,188.1,177.65,184.89,10437865.7,56467.985826,5523156.68,29879.551433,146885,184.85
1692576000000,2023-08-21 00:00:00,BCH/USDT,188.9,198.18,181.3,185.69,11461228.41,61139.847065,6073740.68,32400.622098,161449,187.47
1692489600000,2023-08-20 00:00:00,BCH/USDT,187.1,190.78,186.61,188.96,20503461.94,108862.653218,10973565.02,58261.75136,285257,188.34
1692403200000,2023-08-19 00:00:00,BCH/USDT,187.42,195.44,184.86,187.13,10844491.98,57865.216756,5854247.24,31238.409331,177151,187.41
1692316800000,2023-08-18 00:00:00,BCH/USDT,184.42,192.29,179.49,187.55,3592472.39,19379.901823,1903397.16,10265.848156,94295,185.39
1692230400000,2023-08-17 00:00:00,BCH/USDT,208.19,211.23,166.38,184.38,3353809.86,16445.856354,1769532.21,8673.041288,90415,204.33
1692144000000,2023-08-16 00:00:00,BCH/USDT,228.69,231.29,202.33,208.1,2772292.66,12594.459523,1398468.97,6351.02278,74270,220.37
1692057600000,2023-08-15 00:00:00,BCH/USDT,230.09,237.26,226.89,228.94,5504187.47,23834.153336,2829189.21,12249.117826,78943,230.95
1691971200000,2023-08-14 00:00:00,BCH/USDT,228.28,231.23,225.62,230.1,10554581.18,46043.17847,5511690.47,24044.04834,86413,229.23
1691884800000,2023-08-13 00:00:00,BCH/USDT,228.59,231.06,225.51,228.45,12274084.13,53706.956036,6588203.34,28828.586688,99659,228.54
1691798400000,2023-08-12 00:00:00,BCH/USDT,229,230.96,227.45,228.62,12284327.16,53677.117683,6631312.67,28976.395894,99621,228.85
1691712000000,2023-08-11 00:00:00,BCH/USDT,231.97,233.07,227.43,229.04,12113915.85,52853.495443,6325134.96,27596.96918,97509,229.2
1691625600000,2023-08-10 00:00:00,BCH/USDT,238.67,240.3,230.4,231.96,11910445.2,50793.525793,6284477.73,26804.146711,97044,234.51
1691539200000,2023-08-09 00:00:00,BCH/USDT,238.39,239.76,233.53,238.62,12068109.06,50962.726246,6293856.03,26576.969826,97805,236.8
1691452800000,2023-08-08 00:00:00,BCH/USDT,237.69,249.38,235.24,238.31,12208165.5,51111.804481,6529541.16,27334.84762,98718,238.87
1691366400000,2023-08-07 00:00:00,BCH/USDT,222.98,244.29,218.52,237.69,12047714.05,51489.310666,6403087.3,27360.225532,99509,234.11
1691280000000,2023-08-06 00:00:00,BCH/USDT,226.63,228.32,221.82,223,11615440.96,51548.597226,6022874.79,26728.744102,99365,225.34
1691193600000,2023-08-05 00:00:00,BCH/USDT,227.62,228.94,223.61,226.66,10240630.52,45361.264039,5270022.42,23343.373482,99106,225.76
1691107200000,2023-08-04 00:00:00,BCH/USDT,225.18,229.99,221.17,227.67,7842451.31,34599.898312,4001598.87,17654.250881,99336,226.67
1691020800000,2023-08-03 00:00:00,BCH/USDT,229.2,231.67,223.61,225.18,14441463.84,63154.134202,7350760.85,32145.536435,99598,228.67
1690934400000,2023-08-02 00:00:00,BCH/USDT,244.88,246.79,225.51,229.16,7064848.17,29985.108555,3558983.69,15105.296693,95527,235.76
1690848000000,2023-08-01 00:00:00,BCH/USDT,247.82,248.8,239.25,244.88,3167584.68,13072.144062,1597413.85,6592.577619,42745,242.32
1690761600000,2023-07-31 00:00:00,BCH/USDT,252.93,259.09,247.51,247.82,933588.77,3730.337076,485049.88,1936.069143,18102,250.28
1690675200000,2023-07-30 00:00:00,BCH/USDT,241.76,255.15,241.08,252.98,274531.89,1109.905272,151759.58,613.173918,28787,247.42
1690588800000,2023-07-29 00:00:00,BCH/USDT,241.4,242.23,238.41,241.87,186691.37,776.236051,89387.61,371.634117,24903,240.51
1690502400000,2023-07-28 00:00:00,BCH/USDT,245.32,245.49,241.4,241.4,198474.85,816.328238,109638.81,450.968549,25197,243.13
1690416000000,2023-07-27 00:00:00,BCH/USDT,242.09,249.65,240.81,245.32,232239.21,947.255862,119010.43,485.283287,27645,245.18
1690329600000,2023-07-26 00:00:00,BCH/USDT,237.23,244.29,233.78,242.07,261333.91,1095.268057,141084.31,590.767971,29031,238.63
1690243200000,2023-07-25 00:00:00,BCH/USDT,238.36,239.21,232.18,236.91,224220.55,949.951735,109639.46,464.10833,25721,236.04
1690156800000,2023-07-24 00:00:00,BCH/USDT,249.56,253.84,235.87,238.44,259452.07,1065.892724,111215.27,456.343452,27798,243.48
1690070400000,2023-07-23 00:00:00,BCH/USDT,239.28,254.98,238.22,249.56,277024.32,1121.151014,157580.92,637.289351,28031,247.14
1689984000000,2023-07-22 00:00:00,BCH/USDT,246.07,247.72,237.51,239.43,202828.28,830.564037,93344.17,381.845131,26558,244.22
1689897600000,2023-07-21 00:00:00,BCH/USDT,244.02,248.2,241.5,246.06,226271.75,924.312305,115023.53,469.762978,28462,244.8
1689811200000,2023-07-20 00:00:00,BCH/USDT,243.9,255,240.33,244.04,292991.06,1190.8799,143235.04,581.160617,27522,246.07
1689724800000,2023-07-19 00:00:00,BCH/USDT,243.52,251.78,241.42,244,316966.97,1288.888047,156697.4,636.270091,28672,245.94
1689638400000,2023-07-18 00:00:00,BCH/USDT,241.88,247.93,231.86,243.61,363375.53,1515.362765,172829.95,718.8034,27384,239.84
1689552000000,2023-07-17 00:00:00,BCH/USDT,249.88,254.58,236.02,241.91,309046.97,1260.143593,137486.33,560.083709,27514,245.35
1689465600000,2023-07-16 00:00:00,BCH/USDT,253.2,261.09,249.57,250.05,291773.67,1143.216595,156288.45,611.637282,27049,255.24
1689379200000,2023-07-15 00:00:00,BCH/USDT,263.7,263.91,246.04,253.31,295218.6,1165.960269,124037.44,489.840576,27854,253.23
1689292800000,2023-07-14 00:00:00,BCH/USDT,273.94,278.04,254.26,264.07,285941.79,1063.346922,132080.83,491.380225,28940,269.06
1689206400000,2023-07-13 00:00:00,BCH/USDT,282.13,290,269.5,274.05,430267.4,1534.982698,196720.41,700.022628,28965,280.38
1689120000000,2023-07-12 00:00:00,BCH/USDT,274.08,294.71,272.71,282.25,360179.7,1278.614958,166172.09,589.22233,29981,281.76
1689033600000,2023-07-11 00:00:00,BCH/USDT,274.52,277.38,270.43,273.95,221698.94,809.518713,113523.33,414.430216,29392,273.86
1688947200000,2023-07-10 00:00:00,BCH/USDT,266.07,287.91,258.75,274.63,261377.87,958.211523,121016.29,444.171591,23867,272.89
1688860800000,2023-07-09 00:00:00,BCH/USDT,272.23,279.15,262.78,265.88,231364.32,858.889023,111184.71,412.546951,28868,269.4
1688774400000,2023-07-08 00:00:00,BCH/USDT,278.34,283.64,262.16,272.39,234975.41,862.645684,117948.21,433.24993,29250,272.52
1688688000000,2023-07-07 00:00:00,BCH/USDT,274.74,289.17,270.64,278.57,270493.55,963.05443,124440.56,442.733909,27275,280.89
1688601600000,2023-07-06 00:00:00,BCH/USDT,270.55,302,268.35,276.1,417578.93,1457.311681,247650.03,861.931454,29968,286.74
1688515200000,2023-07-05 00:00:00,BCH/USDT,271.91,278.49,249.79,271.66,349941.29,1326.933503,168992.49,639.531846,29639,263.99
1688428800000,2023-07-04 00:00:00,BCH/USDT,292.27,293.13,271.24,272.18,281061.77,999.596069,122763.94,436.688584,29859,281.23
1688342400000,2023-07-03 00:00:00,BCH/USDT,298.63,302,280.16,292.26,352155.63,1208.771429,176708.77,605.689113,29129,291.42
1688256000000,2023-07-02 00:00:00,BCH/USDT,291.99,308.49,268.28,299.3,381458.27,1314.060871,201633.96,693.767251,29997,290.54
1688169600000,2023-07-01 00:00:00,BCH/USDT,305.11,310.2,280.84,291.21,388843.88,1329.022542,174611.74,597.854828,29759,292.68
1688083200000,2023-06-30 00:00:00,BCH/USDT,253.19,328.45,252.2,304.17,905442.28,3042.478677,478279.18,1603.69756,30933,298.57
1687996800000,2023-06-29 00:00:00,BCH/USDT,225.09,254.83,224.06,253.15,554510.94,2316.44307,332988.07,1390.563753,29252,239.64
1687910400000,2023-06-28 00:00:00,BCH/USDT,229.46,242.66,221.27,225.19,525565.02,2280.466829,269083.76,1163.131462,29395,230.52
1687824000000,2023-06-27 00:00:00,BCH/USDT,223.82,238.3,216.45,229.72,671529.54,2959.8382,321991.31,1416.993203,29425,227.01
1687737600000,2023-06-26 00:00:00,BCH/USDT,194.83,233.58,187.91,223.98,765803.41,3625.367009,403205.38,1909.566279,25258,211.96
1687651200000,2023-06-25 00:00:00,BCH/USDT,212.73,218.91,187.34,194.28,457635.9,2291.404677,218757.93,1091.682301,16572,200
1687564800000,2023-06-24 00:00:00,BCH/USDT,181.84,220.23,179.49,212.54,705261.58,3657.024474,398885.61,2066.837051,17073,193.12
1687478400000,2023-06-23 00:00:00,BCH/USDT,133.51,192.82,133.48,181.63,535170.97,3315.734896,323157.64,2009.693009,14259,163.22
1687392000000,2023-06-22 00:00:00,BCH/USDT,135.72,148,129.43,133.54,202548.86,1471.890204,97941.55,709.926286,14366,137.74
1687305600000,2023-06-21 00:00:00,BCH/USDT,109.84,139.9,109.65,135.83,380101,2944.64256,221330.24,1717.869929,14630,129.52
1687219200000,2023-06-20 00:00:00,BCH/USDT,106.84,110.53,105.07,109.96,53598.47,499.977818,24950.75,232.906727,9860,107.21
1687132800000,2023-06-19 00:00:00,BCH/USDT,106.94,107.33,104.81,106.84,34322.59,322.843468,16085.53,151.230101,7541,106.31
1687046400000,2023-06-18 00:00:00,BCH/USDT,106.65,108.83,105.59,107.03,54114.33,502.899819,27776.38,258.017228,11339,107.6
1686960000000,2023-06-17 00:00:00,BCH/USDT,108.12,108.56,106.13,106.7,59920.13,559.987702,29427.24,275.000078,7521,107
1686873600000,2023-06-16 00:00:00,BCH/USDT,104.75,109.27,102.9,108.12,65026.91,617.880969,32376.01,307.677196,10425,105.26
1686787200000,2023-06-15 00:00:00,BCH/USDT,101.78,105.08,101.76,104.8,76661.79,740.288205,40847.08,394.507526,10829,103.56
1686700800000,2023-06-14 00:00:00,BCH/USDT,105.33,106.34,100.8,101.86,78397.66,749.587385,42232.5,402.94016,11009,104.61
1686614400000,2023-06-13 00:00:00,BCH/USDT,102.73,106.59,102.19,105.35,65093.19,619.562723,33559.33,319.422301,10586,105.06
1686528000000,2023-06-12 00:00:00,BCH/USDT,102.8,104.24,100.52,102.75,62107.92,606.578416,33745.26,329.556708,9463,102.39
1686441600000,2023-06-11 00:00:00,BCH/USDT,103.54,103.54,101.64,102.83,70165.47,684.199832,35928.28,350.497474,9789,102.55
1686355200000,2023-06-10 00:00:00,BCH/USDT,110.78,110.98,91.01,103.46,110273.2,1088.062408,54881.15,541.757802,12647,101.5
1686268800000,2023-06-09 00:00:00,BCH/USDT,111.73,111.93,109.63,110.79,85402.29,769.857529,44150.9,398.069716,13100,110.93
1686182400000,2023-06-08 00:00:00,BCH/USDT,111.11,112.44,110.33,111.72,54441.07,487.760053,29345.19,262.888585,11534,111.61
1686096000000,2023-06-07 00:00:00,BCH/USDT,114.68,116.8,110.19,111.15,52726.88,465.774435,22968.63,202.713212,5174,113.23
1686009600000,2023-06-06 00:00:00,BCH/USDT,108.75,114.89,107.58,114.81,58691.3,530.319655,33200.79,299.503384,4871,110.7
1685923200000,2023-06-05 00:00:00,BCH/USDT,115.71,115.71,106.9,108.75,74874.22,671.538044,30800.75,277.754044,6133,111.56
1685836800000,2023-06-04 00:00:00,BCH/USDT,114.9,117,114.11,115.72,62784.51,541.196906,36435.53,314.041027,3624,116.01
1685750400000,2023-06-03 00:00:00,BCH/USDT,114.84,115.17,114.19,114.88,165329.39,1439.871866,96123.35,837.408251,4966,114.82
1685664000000,2023-06-02 00:00:00,BCH/USDT,113.42,115.33,112.89,114.83,53369.8,466.522225,29674.93,259.391841,4570,114.4
1685577600000,2023-06-01 00:00:00,BCH/USDT,113.23,113.58,111.65,113.35,63227.76,559.974241,32115.96,284.298529,2749,112.91
1685491200000,2023-05-31 00:00:00,BCH/USDT,113.94,114.19,112.25,113.23,41731.16,369.781391,19509.01,172.885461,521,112.85
1685404800000,2023-05-30 00:00:00,BCH/USDT,114.92,115.73,113.84,113.85,38860.6,338.85641,21228.25,185.098836,549,114.68
1685318400000,2023-05-29 00:00:00,BCH/USDT,116.47,117.16,114.7,114.85,68729.46,592.339173,34843.54,300.279778,1012,116.03
1685232000000,2023-05-28 00:00:00,BCH/USDT,113.9,116.75,113.72,116.53,89848.53,783.980554,53618.15,467.634697,1257,114.61
1685145600000,2023-05-27 00:00:00,BCH/USDT,113.01,114.04,112.34,113.78,71234.3,629.561311,36922.44,326.256302,1191,113.15
1685059200000,2023-05-26 00:00:00,BCH/USDT,111.82,113.68,111.57,113,53769.18,478.243526,24356.54,216.589649,1085,112.43
