https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DASH,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1651449600000,2022-05-02 00:00:00,DASH/USDT,90,90.78831747,86.62508661,89.20174942,9119.33269631,102.24393907,0,0,0,89.19191474
1651363200000,2022-05-01 00:00:00,DASH/USDT,85.24521343,90.64628,84.0580337,90.078525,18233.78559,210.05246114,0,0,0,86.80586502
1651276800000,2022-04-30 00:00:00,DASH/USDT,92.53642544,94.39089196,81.48183924,84.5221379,23675.16380571,264.48940059,0,0,0,89.51271299
1651190400000,2022-04-29 00:00:00,DASH/USDT,96.77818494,99.183654,90.67621199,92.27951746,10756.23873864,114.20581783,0,0,0,94.18293168
1651104000000,2022-04-28 00:00:00,DASH/USDT,95.45896069,99.6638751,94.94305854,96.32249122,30049.35952994,310.68154905,0,0,0,96.72077283
1651017600000,2022-04-27 00:00:00,DASH/USDT,93.28625391,96.32352495,92.39623289,95.64743855,41744.40420613,439.81155153,0,0,0,94.91429695
1650931200000,2022-04-26 00:00:00,DASH/USDT,99.6024,101.1364211,91.55,92.74620863,26259.39856244,270.55284805,0,0,0,97.05829656
1650844800000,2022-04-25 00:00:00,DASH/USDT,99.6474,99.90112395,93.45254881,99.53147039,56035.69724182,581.49894734,0,0,0,96.36422816
1650758400000,2022-04-24 00:00:00,DASH/USDT,101.93204307,102.458,99.05793328,100.06137488,31915.93280405,316.09771314,0,0,0,100.96856597
1650672000000,2022-04-23 00:00:00,DASH/USDT,102.88464108,103.94535573,101.4266711,102.04915045,16976.94751441,165.11807707,0,0,0,102.81701322
1650585600000,2022-04-22 00:00:00,DASH/USDT,102.50522621,105.59837116,101.55,103.80128784,26010.49095893,250.71903163,0,0,0,103.74358416
1650499200000,2022-04-21 00:00:00,DASH/USDT,107.73475256,109.7,100.31534338,101.4266711,35256.2207396,336.79912795,0,0,0,104.68026135
1650412800000,2022-04-20 00:00:00,DASH/USDT,108.93565481,109.47594171,105.47250278,107.42716792,21368.74726442,198.67234516,0,0,0,107.55773405
1650326400000,2022-04-19 00:00:00,DASH/USDT,108.53813399,110.09006446,105.80358735,108.731,8127.93281447,75.31005374,0,0,0,107.92626496
1650240000000,2022-04-18 00:00:00,DASH/USDT,104.41292845,108.60529135,100.485,108.60529135,33103.15154672,321.45361031,0,0,0,102.97956061
1650153600000,2022-04-17 00:00:00,DASH/USDT,108.21990789,109.67582211,104.37091375,104.37091375,10034.22043222,93.83223509,0,0,0,106.93788144
1650067200000,2022-04-16 00:00:00,DASH/USDT,109.28884886,110.20577116,106.73840915,108.538,10898.08180063,100.53897935,0,0,0,108.3965828
1649980800000,2022-04-15 00:00:00,DASH/USDT,106.07954436,110.49133325,106.07954436,109.02894937,20485.87246231,188.48554011,0,0,0,108.68670588
1649894400000,2022-04-14 00:00:00,DASH/USDT,105.38336665,107.9,101.53659076,106.46,27450.29867201,259.75966927,0,0,0,105.67575308
1649808000000,2022-04-13 00:00:00,DASH/USDT,101.6802329,106.78631255,101.403,105.82500001,15960.22780036,152.37221352,0,0,0,104.74500193
1649721600000,2022-04-12 00:00:00,DASH/USDT,100.8304772,105.03498499,99.91491856,102.27076059,19582.20633661,191.48027955,0,0,0,102.26748353
1649635200000,2022-04-11 00:00:00,DASH/USDT,110.75499181,111.74968425,98.8284,100.31301957,57470.24694905,552.53593277,0,0,0,104.01178193
1649548800000,2022-04-10 00:00:00,DASH/USDT,114.446,115.58213594,110.57667393,110.965668,18883.14188911,167.7983484,0,0,0,112.53473034
1649462400000,2022-04-09 00:00:00,DASH/USDT,110.98829534,117.72,110.91193735,114.446,26830.29763628,237.11439631,0,0,0,113.15338947
1649376000000,2022-04-08 00:00:00,DASH/USDT,117.2593444,117.78924628,109,110.66993304,39083.37512705,342.90196013,0,0,0,113.97827855
1649289600000,2022-04-07 00:00:00,DASH/USDT,113.76705631,117.51889094,111.30243991,117.49436264,34480.46430482,300.95223434,0,0,0,114.57121885
1649203200000,2022-04-06 00:00:00,DASH/USDT,125.40000001,126.33659377,113.15829933,113.15829933,80800.84278925,682.74221208,0,0,0,118.34751295
1649116800000,2022-04-05 00:00:00,DASH/USDT,133.5580097,136.11199999,126.22530441,126.89076646,93231.59244448,716.00926064,0,0,0,130.21003717
1649030400000,2022-04-04 00:00:00,DASH/USDT,131.36455489,134.40935821,126,132.895,56029.80648249,428.15447564,0,0,0,130.86353096
1648944000000,2022-04-03 00:00:00,DASH/USDT,127.84417425,134.60091856,125.3714899,132.43238342,37729.00138414,290.29987424,0,0,0,129.96561394
1648857600000,2022-04-02 00:00:00,DASH/USDT,127.70768062,131.232,126.8,127,34742.92166957,268.47533749,0,0,0,129.40824283
1648771200000,2022-04-01 00:00:00,DASH/USDT,127.06158147,130.55278889,120.8720936,128.102,35999.27912548,282.72803953,0,0,0,127.32829465
1648684800000,2022-03-31 00:00:00,DASH/USDT,132.781,137,120,127.08890767,96184.43575171,743.36769441,0,0,0,129.39012076
1648598400000,2022-03-30 00:00:00,DASH/USDT,129.0908201,136.91299999,126.85979492,132.49430555,113179.15540322,842.33907657,0,0,0,134.36294071
1648512000000,2022-03-29 00:00:00,DASH/USDT,127.42394807,139.3,127.42394807,129.55153385,66330.6683575,505.09220557,0,0,0,131.32388032
1648425600000,2022-03-28 00:00:00,DASH/USDT,132.73374521,137.38778893,126.40839864,127.42394807,63885.29597106,480.41938384,0,0,0,132.97818139
1648339200000,2022-03-27 00:00:00,DASH/USDT,127.60810749,133.087,125.16161428,133.087,48103.76594718,370.89008939,0,0,0,129.69817022
1648252800000,2022-03-26 00:00:00,DASH/USDT,125.85610334,131.53871512,125.85610334,127.40301548,54579.08685771,425.2551753,0,0,0,128.34432131
1648166400000,2022-03-25 00:00:00,DASH/USDT,129.8382083,132.18225188,122.161,125.84730854,39523.41733878,309.03187926,0,0,0,127.89430473
1648080000000,2022-03-24 00:00:00,DASH/USDT,129.89878085,134.19706525,123.58773321,129.8382083,114026.42211395,878.55850196,0,0,0,129.78808111
1647993600000,2022-03-23 00:00:00,DASH/USDT,131.039,138.42108552,127.095,129.59369401,109182.85190721,826.30615146,0,0,0,132.13365495
1647907200000,2022-03-22 00:00:00,DASH/USDT,124.25726655,132.36566386,122.07505916,130.46199194,76070.08312633,593.47114614,0,0,0,128.17823346
1647820800000,2022-03-21 00:00:00,DASH/USDT,114.51544022,134.98936608,112.72032482,123.52100943,124104.57476716,992.10693734,0,0,0,125.09193323
1647734400000,2022-03-20 00:00:00,DASH/USDT,102.95143449,118.49385054,101.68212718,115.31781957,146160.89685359,1303.7865097,0,0,0,112.10493111
1647648000000,2022-03-19 00:00:00,DASH/USDT,99.13794166,112.62130002,99.1039,103.01897759,73599.43165327,699.40254402,0,0,0,105.23186151
1647561600000,2022-03-18 00:00:00,DASH/USDT,96.50161692,99.36949462,93.44181931,98.84171807,60393.23428842,625.28439286,0,0,0,96.58522582
1647475200000,2022-03-17 00:00:00,DASH/USDT,98.32207935,100,96.41663492,96.57,11707.60137534,120.30463309,0,0,0,97.31629675
1647388800000,2022-03-16 00:00:00,DASH/USDT,95.67489096,99.15556808,95.12411308,97.63129865,18371.95770556,189.9466006,0,0,0,96.72169782
1647302400000,2022-03-15 00:00:00,DASH/USDT,98.34111548,98.34111548,92.95750021,94.81088492,26156.91331773,276.55352394,0,0,0,94.58173935
1647216000000,2022-03-14 00:00:00,DASH/USDT,92.84568245,98.34176376,92.40448591,98.29526015,33327.99886109,353.33538142,0,0,0,94.32397833
1647129600000,2022-03-13 00:00:00,DASH/USDT,99.0202,102.6,92.40448591,93.69083944,32284.58525896,329.57157819,0,0,0,97.95925193
1647043200000,2022-03-12 00:00:00,DASH/USDT,96.5004,101.005,95.001,99.0202,40108.65594276,409.69913909,0,0,0,97.89782822
1646956800000,2022-03-11 00:00:00,DASH/USDT,104.27953391,104.27953391,94.26274975,95.26631959,68476.21852876,685.93703422,0,0,0,99.8287235
1646870400000,2022-03-10 00:00:00,DASH/USDT,99.99999999,105.5,93.18721501,104.59600722,97323.09854144,973.60448389,0,0,0,99.96163755
1646784000000,2022-03-09 00:00:00,DASH/USDT,95.9708224,101.60093702,95.52767412,99.93875526,89594.60468804,901.31982052,0,0,0,99.40378836
1646697600000,2022-03-08 00:00:00,DASH/USDT,85.67144256,97.20838069,85.67144256,96.28983372,24865.21213217,276.72271752,0,0,0,89.85605647
1646611200000,2022-03-07 00:00:00,DASH/USDT,85.30171482,90.27127027,83.71020482,85.83679553,19948.06912079,228.89052805,0,0,0,87.15113417
1646524800000,2022-03-06 00:00:00,DASH/USDT,90.00158207,90.00158207,85.19159024,85.88,7777.35002864,89.16325215,0,0,0,87.22595734
1646438400000,2022-03-05 00:00:00,DASH/USDT,89.06866042,90.46748999,87,89.45729005,16418.66595597,184.22952671,0,0,0,89.12070854
1646352000000,2022-03-04 00:00:00,DASH/USDT,96.47573672,96.47573672,88,89.64738957,14049.40119516,151.48762853,0,0,0,92.74289479
1646265600000,2022-03-03 00:00:00,DASH/USDT,100.66407142,102.71033077,95.00707336,97.01186576,29774.02782666,298.95340627,0,0,0,99.59420833
1646179200000,2022-03-02 00:00:00,DASH/USDT,99.7453599,103.339,97.22554419,100.66407142,29341.83178389,294.72831032,0,0,0,99.55552539
1646092800000,2022-03-01 00:00:00,DASH/USDT,101.05703071,102.6,96.77531813,99.42267568,85772.34374139,867.40865097,0,0,0,98.88343129
1646006400000,2022-02-28 00:00:00,DASH/USDT,87.80291579,100.4,86.82785506,100.09138149,38599.13503827,428.32857541,0,0,0,90.11571315
1645920000000,2022-02-27 00:00:00,DASH/USDT,93.20210309,95.32079745,86.97321103,87.67371253,24466.62137188,267.26602115,0,0,0,91.54407756
1645833600000,2022-02-26 00:00:00,DASH/USDT,94.97309999,95.3947,91.81,92.96749588,10738.15467406,114.81891264,0,0,0,93.5225254
1645747200000,2022-02-25 00:00:00,DASH/USDT,88.18316864,93.93,86.12073507,92.73942341,43972.07199055,484.81996623,0,0,0,90.69773328
1645660800000,2022-02-24 00:00:00,DASH/USDT,88.32740422,91,77.31830002,87.65508975,107290.63219506,1299.60655934,0,0,0,82.5562409
1645574400000,2022-02-23 00:00:00,DASH/USDT,93.41845259,96.19152702,88.788,89.02280113,34717.40050646,374.90572752,0,0,0,92.60301445
1645488000000,2022-02-22 00:00:00,DASH/USDT,86.75550608,93.86750776,84.55334692,93.41872171,48533.56832063,551.72653134,0,0,0,87.96671097
1645401600000,2022-02-21 00:00:00,DASH/USDT,98.2180592,101.39,86.72214577,86.75550608,62588.51368444,672.01740903,0,0,0,93.13525638
1645315200000,2022-02-20 00:00:00,DASH/USDT,102.33222655,102.33222655,95.46351338,98.09220052,15770.74959227,160.85850811,0,0,0,98.04112805
1645228800000,2022-02-19 00:00:00,DASH/USDT,104.98227203,106.41961532,100,102.33798984,15237.93349426,148.75367927,0,0,0,102.43735529
1645142400000,2022-02-18 00:00:00,DASH/USDT,104.686,110.30986674,103.56813643,105.296,70625.17984268,658.12044762,0,0,0,107.31345621
1645056000000,2022-02-17 00:00:00,DASH/USDT,116.11941171,118.23945735,96.54299999,104.94709294,97570.33923571,927.51897958,0,0,0,105.19497862
1644969600000,2022-02-16 00:00:00,DASH/USDT,109.435,115.80866484,105.89301,115.3202882,35355.91963643,321.52376629,0,0,0,109.96362739
1644883200000,2022-02-15 00:00:00,DASH/USDT,103.87012482,116.76803457,103.55399054,109.55897642,43640.31992117,402.83023307,0,0,0,108.3342717
1644796800000,2022-02-14 00:00:00,DASH/USDT,101.87353558,104.58426099,98,103.71701962,46556.81489295,458.1821663,0,0,0,101.61201879
1644710400000,2022-02-13 00:00:00,DASH/USDT,104.244,105.85250238,100.70316556,102.22100198,31216.095581,301.33895366,0,0,0,103.59130541
1644624000000,2022-02-12 00:00:00,DASH/USDT,103.522,114.3714,101.101,104.239,55470.15292825,532.55414578,0,0,0,104.15871018
1644537600000,2022-02-11 00:00:00,DASH/USDT,111.89694479,114.56725821,100,103.97,40810.96866377,377.38838366,0,0,0,108.14050042
1644451200000,2022-02-10 00:00:00,DASH/USDT,114.87370915,127.709,110.02057959,111.954,108502.1445129,908.64105777,0,0,0,119.4114481
1644364800000,2022-02-09 00:00:00,DASH/USDT,112.76982312,118.33802286,110.39,115.01180967,13381.37286155,116.88039192,0,0,0,114.48774804
1644278400000,2022-02-08 00:00:00,DASH/USDT,114.66083122,119.64154236,109.048,112.88727949,53847.84652909,480.05098085,0,0,0,112.17109989
1644192000000,2022-02-07 00:00:00,DASH/USDT,108.84439715,117.13018124,106.41348499,115.95111362,61993.64306058,544.45493739,0,0,0,113.86368054
1644105600000,2022-02-06 00:00:00,DASH/USDT,104.193,108.84444008,102.98330624,108.45786691,17051.84216115,160.98606568,0,0,0,105.92123044
1644019200000,2022-02-05 00:00:00,DASH/USDT,102.51126916,106.68328505,100.79035522,103.96677647,38688.08200587,372.634352,0,0,0,103.82317625
1643932800000,2022-02-04 00:00:00,DASH/USDT,94.73032479,104,94.51132689,102.79190168,35214.8958402,352.97529262,0,0,0,99.7658946
1643846400000,2022-02-03 00:00:00,DASH/USDT,93.19645526,94.3374,90.4815,93.87317038,14946.90023525,160.9729474,0,0,0,92.85349169
1643760000000,2022-02-02 00:00:00,DASH/USDT,97.7620103,99.4457,92.6,92.66567378,19583.77382731,201.62361262,0,0,0,97.13035875
1643673600000,2022-02-01 00:00:00,DASH/USDT,93.90962363,97.45670215,93.90962363,97.45670215,11047.82080299,115.09623826,0,0,0,95.98767926
1643587200000,2022-01-31 00:00:00,DASH/USDT,92.84223519,94.6452,88.53708805,94.14907863,27213.15486675,301.13783012,0,0,0,90.36777231
1643500800000,2022-01-30 00:00:00,DASH/USDT,96.4809,98.07219431,92.4561642,92.77683697,14906.02301373,157.16466967,0,0,0,94.84334516
1643414400000,2022-01-29 00:00:00,DASH/USDT,95.28532576,97.94626433,93.67535871,96.32343878,28021.33558159,292.98607535,0,0,0,95.64050287
1643328000000,2022-01-28 00:00:00,DASH/USDT,91.67096215,95.326534,89.8377,94.99915268,17750.7794953,191.62773687,0,0,0,92.63157716
1643241600000,2022-01-27 00:00:00,DASH/USDT,93.30799894,93.87,87.12437483,90.44295217,37599.97448531,411.46452828,0,0,0,91.38084063
1643155200000,2022-01-26 00:00:00,DASH/USDT,89.12091562,99.05360378,88.67627444,92.83525843,86048.47731386,908.68892672,0,0,0,94.69519742
1643068800000,2022-01-25 00:00:00,DASH/USDT,89.9973,92.28574521,88.02171355,89.30827152,51714.28365203,573.00600661,0,0,0,90.25085785
1642982400000,2022-01-24 00:00:00,DASH/USDT,99.1917727,100.07057947,82,90.5692,162891.79926155,1862.49422226,0,0,0,87.45895547
1642896000000,2022-01-23 00:00:00,DASH/USDT,97.42875117,100.49758887,93.4572,99.05775733,43145.90375207,441.74746716,0,0,0,97.67097031
1642809600000,2022-01-22 00:00:00,DASH/USDT,105.20348335,106.537,85.72783081,97.12408366,125802.33962292,1297.2821963,0,0,0,96.9737656
1642723200000,2022-01-21 00:00:00,DASH/USDT,120.97517947,122.06926624,103,105.19795591,50342.24134609,449.38120539,0,0,0,112.02569387
1642636800000,2022-01-20 00:00:00,DASH/USDT,126.58001,133.81931352,120.61507631,120.97517947,62198.03398923,479.49795655,0,0,0,129.71490939
1642550400000,2022-01-19 00:00:00,DASH/USDT,130.1021915,131.69024903,126.50908522,127.061,101646.49828834,791.21300026,0,0,0,128.46919635
1642464000000,2022-01-18 00:00:00,DASH/USDT,135.71975228,136.76062658,127.38535597,130.99859175,51289.41840043,389.13250719,0,0,0,131.80450734
1642377600000,2022-01-17 00:00:00,DASH/USDT,137.38370882,138,132.86039186,136.06098933,37949.373,279.86751875,0,0,0,135.59763265
1642291200000,2022-01-16 00:00:00,DASH/USDT,140.93520857,142.66461301,136.76329963,137.27971797,41054.86597323,296.40610492,0,0,0,138.50884071
1642204800000,2022-01-15 00:00:00,DASH/USDT,140.805,142.29942446,139.301,141.628,59098.76792095,418.78751215,0,0,0,141.11874448
1642118400000,2022-01-14 00:00:00,DASH/USDT,142.454,146.88250431,140,141.1871145,86217.75945466,600.28645274,0,0,0,143.62769484
1642032000000,2022-01-13 00:00:00,DASH/USDT,143.3743199,144.90373586,137.86170586,140.47216829,54192.08011515,382.02270654,0,0,0,141.855652
1641945600000,2022-01-12 00:00:00,DASH/USDT,142.35725144,144.6,138.66522714,143.74692959,76417.31956696,537.01501002,0,0,0,142.30015575
1641859200000,2022-01-11 00:00:00,DASH/USDT,148.58479434,156.416,141.37561909,141.461,111187.4509876,755.04279176,0,0,0,147.25980063
1641772800000,2022-01-10 00:00:00,DASH/USDT,153.22806388,155.05613755,134.67485193,148.48040031,143177.79848877,978.23951418,0,0,0,146.36272243
1641686400000,2022-01-09 00:00:00,DASH/USDT,141.66219237,157.53532164,140.5004557,153.16925631,93442.16689407,640.70708793,0,0,0,145.84225561
1641600000000,2022-01-08 00:00:00,DASH/USDT,132.77777777,147.18155553,131.72586122,142.014,134457.27008227,973.09900758,0,0,0,138.17429576
1641513600000,2022-01-07 00:00:00,DASH/USDT,124.76058477,134.61152433,116,134.61152433,78981.70122547,619.99709648,0,0,0,127.39043726
1641427200000,2022-01-06 00:00:00,DASH/USDT,122.38923085,125.36739489,118.25,124.19804265,79267.70367217,652.29811148,0,0,0,121.52067019
1641340800000,2022-01-05 00:00:00,DASH/USDT,133.91780985,136.70547114,116.76730577,123.27476609,42975.8411589,343.39870729,0,0,0,125.14852341
1641254400000,2022-01-04 00:00:00,DASH/USDT,138.644,138.92678933,133.71952615,134.926,93108.00589418,683.22513821,0,0,0,136.27719573
1641168000000,2022-01-03 00:00:00,DASH/USDT,141.89291568,142.67270764,136.52935573,139.60077487,70671.40510115,511.41299822,0,0,0,138.18851954
1641081600000,2022-01-02 00:00:00,DASH/USDT,137.688252,142.95163442,136.407,142,15462.10362843,110.26571475,0,0,0,140.22585046
1640995200000,2022-01-01 00:00:00,DASH/USDT,134.512,139.137,134.0470575,137.14894459,30203.96323744,221.02990271,0,0,0,136.65102715
1640908800000,2021-12-31 00:00:00,DASH/USDT,133.891668,141.91431,131.05998743,133.67323286,71574.02778157,525.33001698,0,0,0,136.24583684
1640822400000,2021-12-30 00:00:00,DASH/USDT,132.68091203,135.56950876,129.75800001,133.46590246,77999.8790499,584.21789303,0,0,0,133.51162294
1640736000000,2021-12-29 00:00:00,DASH/USDT,134.72597721,136.58277953,131.729,133.28085935,60349.91091647,448.15294397,0,0,0,134.66364938
1640649600000,2021-12-28 00:00:00,DASH/USDT,150.50401,150.50401,135.02982131,136.38091107,65447.07321334,464.9219922,0,0,0,140.7700094
1640563200000,2021-12-27 00:00:00,DASH/USDT,149.2946316,155.76037092,149.2946316,150.552,49192.44236504,324.11186822,0,0,0,151.77612172
1640476800000,2021-12-26 00:00:00,DASH/USDT,149.52922027,150.75989437,145.14647001,148.95775604,25605.1906475,172.34553998,0,0,0,148.56891945
1640390400000,2021-12-25 00:00:00,DASH/USDT,149.759368,153.7629999,148.776075,150.427,35124.7689401,231.40738963,0,0,0,151.7875855
1640304000000,2021-12-24 00:00:00,DASH/USDT,146.73634354,156.59999999,145.3275617,149.59,130521.59239692,864.8637686,0,0,0,150.9157825
1640217600000,2021-12-23 00:00:00,DASH/USDT,135.111,147.245,132,146.25512784,56789.90298808,403.77046836,0,0,0,140.64897618
1640131200000,2021-12-22 00:00:00,DASH/USDT,134.28929792,142.17963559,131.33941976,135.03332313,46948.30562251,346.73470672,0,0,0,135.40122956
1640044800000,2021-12-21 00:00:00,DASH/USDT,127.26129254,134.67806699,125.57682945,133.90053932,35371.47751506,269.6254149,0,0,0,131.18747551
1639958400000,2021-12-20 00:00:00,DASH/USDT,128.34804372,130.06643907,123,127.26129254,41189.53800412,329.04390506,0,0,0,125.17945894
1639872000000,2021-12-19 00:00:00,DASH/USDT,129.25300864,132.86941072,129.05011799,130.50879374,23742.86995117,181.00031389,0,0,0,131.17584959
1639785600000,2021-12-18 00:00:00,DASH/USDT,129.207,131.9950193,127.36709488,129.84420815,45714.4733631,348.25407326,0,0,0,131.26759131
1639699200000,2021-12-17 00:00:00,DASH/USDT,130.26357419,131.63007919,124.57005872,128.72745498,17801.20732946,138.07402725,0,0,0,128.9250968
1639612800000,2021-12-16 00:00:00,DASH/USDT,134.57295494,135.68467487,130.06160819,130.06160819,53287.94363214,400.02655268,0,0,0,133.2110163
1639526400000,2021-12-15 00:00:00,DASH/USDT,131.67453575,136.36006958,124.57005872,133.84672799,51780.06887372,392.6953684,0,0,0,131.85810946
1639440000000,2021-12-14 00:00:00,DASH/USDT,125.4,134,124.883,131.04284867,34606.80363,266.75917374,0,0,0,129.7305099
1639353600000,2021-12-13 00:00:00,DASH/USDT,139.29271071,139.61808924,124.20695557,126.38800001,46387.53058518,355.58277794,0,0,0,130.45494175
1639267200000,2021-12-12 00:00:00,DASH/USDT,140.507,140.708,134,138.37,39106.3553484,282.1733203,0,0,0,138.58984012
1639180800000,2021-12-11 00:00:00,DASH/USDT,132.82062497,141.31977969,131.1,140.40493225,297133.35348766,2149.90665133,0,0,0,138.20756045
1639094400000,2021-12-10 00:00:00,DASH/USDT,136.3694816,141.21914414,131.44558469,132.37965823,70796.28152135,524.00509858,0,0,0,135.10609288
1639008000000,2021-12-09 00:00:00,DASH/USDT,147.70890138,151.63380735,135.73576449,136.35213774,126182.48440686,877.62225968,0,0,0,143.77767087
1638921600000,2021-12-08 00:00:00,DASH/USDT,139,148.64795475,135.72700002,147.07392005,78237.20919021,546.45998873,0,0,0,143.17097464
1638835200000,2021-12-07 00:00:00,DASH/USDT,137.77075916,144.63389313,135.70587698,138.07691044,98142.0492929,704.3027195,0,0,0,139.34640116
1638748800000,2021-12-06 00:00:00,DASH/USDT,133.91707647,139.98134774,122.6,137.86970493,129409.00421332,997.21547297,0,0,0,129.77035326
1638662400000,2021-12-05 00:00:00,DASH/USDT,142.67099085,144.46675729,126.00001001,133.89670289,109845.88078195,816.54342539,0,0,0,134.52546106
1638576000000,2021-12-04 00:00:00,DASH/USDT,167.26831398,167.31812979,128.99156337,142.58486515,326694.20673259,2281.29288357,0,0,0,143.20572736
1638489600000,2021-12-03 00:00:00,DASH/USDT,176.97198388,180,160.00000001,167.32656199,92735.27273714,543.29754558,0,0,0,170.6896589
1638403200000,2021-12-02 00:00:00,DASH/USDT,176.88206466,178,172.08400001,176.35015969,62666.09272173,356.13091987,0,0,0,175.96363928
1638316800000,2021-12-01 00:00:00,DASH/USDT,179.30606037,185.32122089,176.57400001,178.74802416,71820.02555757,398.05222666,0,0,0,180.42864917
1638230400000,2021-11-30 00:00:00,DASH/USDT,182.12692856,186.1781006,174.94608585,179.62558039,64881.89720739,357.4269525,0,0,0,181.5249151
1638144000000,2021-11-29 00:00:00,DASH/USDT,178.64926615,184.67699,176.448639,181.42482079,64460.67579395,357.98349751,0,0,0,180.066054
1638057600000,2021-11-28 00:00:00,DASH/USDT,180.75207699,183.11108676,165.46711319,178.57426882,139891.00355915,799.75420173,0,0,0,174.91749747
1637971200000,2021-11-27 00:00:00,DASH/USDT,183.65567835,190.00048477,180.97050985,181.69353097,59848.01351352,323.26444432,0,0,0,185.13639394
1637884800000,2021-11-26 00:00:00,DASH/USDT,214.43025622,215.05041881,180.26875327,183.12822606,162466.66432978,848.08242809,0,0,0,191.56942644
1637798400000,2021-11-25 00:00:00,DASH/USDT,203.157,215.20642648,202.13326553,214.20832501,165293.13504254,787.69303242,0,0,0,209.84460727
1637712000000,2021-11-24 00:00:00,DASH/USDT,187.56412633,204.74407152,187.5125817,204.74407152,174298.83602172,877.4125695,0,0,0,198.65094492
1637625600000,2021-11-23 00:00:00,DASH/USDT,198.24399999,200.47961232,184.20346057,187.64177235,88780.12261993,467.99357373,0,0,0,189.70372159
1637539200000,2021-11-22 00:00:00,DASH/USDT,207.92945709,209,188.95047856,197.76421519,113286.37066614,581.27551679,0,0,0,194.8927271
1637452800000,2021-11-21 00:00:00,DASH/USDT,192,208.39205023,187.68045075,208.36432597,138518.16643378,697.9694954,0,0,0,198.45876839
1637366400000,2021-11-20 00:00:00,DASH/USDT,189.40721454,197.82812392,186.531,192.8683515,115880.23843872,599.38245317,0,0,0,193.3327174
1637280000000,2021-11-19 00:00:00,DASH/USDT,176.32412482,189.49691542,175.03704988,188.92549665,112146.30586583,605.18423394,0,0,0,185.30936461
1637193600000,2021-11-18 00:00:00,DASH/USDT,189.301,190.83726664,170.12038921,175.19568543,242483.0139849,1338.50510517,0,0,0,181.1595735
1637107200000,2021-11-17 00:00:00,DASH/USDT,198.88850428,200.47961232,184.63700001,189.60356072,255684.50632776,1347.24947563,0,0,0,189.78259851
1637020800000,2021-11-16 00:00:00,DASH/USDT,224,224,190,199.25645312,209789.0006758,1026.75159283,0,0,0,204.32303406
1636934400000,2021-11-15 00:00:00,DASH/USDT,229.064,240.62065821,224.13912044,224.13912044,78360.1994641,336.75173709,0,0,0,232.69426949
1636848000000,2021-11-14 00:00:00,DASH/USDT,230.15915985,231.512,219.086065,228.933,101231.18229686,449.51653098,0,0,0,225.2001324
1636761600000,2021-11-13 00:00:00,DASH/USDT,222.17841912,231.39810167,217.91075574,227.93744876,111631.5148766,495.60006139,0,0,0,225.2451595
1636675200000,2021-11-12 00:00:00,DASH/USDT,232.251,235.86467686,212.08418592,221.66123532,121154.12422702,542.14096891,0,0,0,223.47347124
1636588800000,2021-11-11 00:00:00,DASH/USDT,216.87,235.86467686,213.41043334,233.46202049,206051.57313715,909.43697151,0,0,0,226.57048216
1636502400000,2021-11-10 00:00:00,DASH/USDT,235.66071624,250,210,217.81623815,537707.3103444,2296.49000545,0,0,0,234.14310929
1636416000000,2021-11-09 00:00:00,DASH/USDT,212.20546392,238.65924275,211.672,233.92831366,427097.28175311,1857.80576096,0,0,0,229.89339936
1636329600000,2021-11-08 00:00:00,DASH/USDT,193.9114825,213.14011653,193.73049951,211.74587559,138844.74190058,676.82570551,0,0,0,205.14105887
1636243200000,2021-11-07 00:00:00,DASH/USDT,190.199,193.54732111,189.65,193.54732111,48390.46233139,252.12598077,0,0,0,191.92969397
1636156800000,2021-11-06 00:00:00,DASH/USDT,193.321,197.31002409,186.16602564,190.86933932,120673.57653327,630.57455724,0,0,0,191.37083021
1636070400000,2021-11-05 00:00:00,DASH/USDT,199.51309891,200.334,191.61967868,194.8161906,59456.02050964,304.22121326,0,0,0,195.43680032
1635984000000,2021-11-04 00:00:00,DASH/USDT,202.08344921,205.00000001,194.409,200,380664.64604658,1888.46578439,0,0,0,201.57349378
1635897600000,2021-11-03 00:00:00,DASH/USDT,200.8160908,205,192.64935233,200.93796716,168919.61729679,842.49897753,0,0,0,200.4983054
1635811200000,2021-11-02 00:00:00,DASH/USDT,190.0835218,202.558,187.85303823,200.05908571,86990.81237938,441.45855109,0,0,0,197.05318237
1635724800000,2021-11-01 00:00:00,DASH/USDT,192.64935232,194.66170142,184.50683,189.32774468,116487.52727314,616.24062866,0,0,0,189.029288
1635638400000,2021-10-31 00:00:00,DASH/USDT,183.59193977,199.50045177,183.59193977,192.595,138066.48804739,723.68187067,0,0,0,190.78340033
1635552000000,2021-10-30 00:00:00,DASH/USDT,187.78864339,189.02099999,179.677,183.96823425,140350.67792038,760.51185028,0,0,0,184.54765414
1635465600000,2021-10-29 00:00:00,DASH/USDT,183.2121743,188.85003483,181.824,187.40611508,132926.56885727,712.42934508,0,0,0,186.58210779
1635379200000,2021-10-28 00:00:00,DASH/USDT,175.77048426,186.23521922,173.32569903,183.65567835,78261.05376011,430.76021479,0,0,0,181.6812488
1635292800000,2021-10-27 00:00:00,DASH/USDT,199,202.28018321,173,174.915,193536.28096634,1038.4130297,0,0,0,186.37697662
