https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZRX,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1685923200000,2023-06-05 00:00:00,ZRX/USDT,0.218,0.218,0.1992,0.2038,937.4052,4497.701,142.7445,708.6297,44,0.2084
1685836800000,2023-06-04 00:00:00,ZRX/USDT,0.2186,0.2186,0.2186,0.2186,1.1999,5.4894,0,0,1,0.2186
1685750400000,2023-06-03 00:00:00,ZRX/USDT,0.2245,0.2246,0.2245,0.2246,98.9399,440.5286,98.9399,440.5286,2,0.2245
1685664000000,2023-06-02 00:00:00,ZRX/USDT,0.22,0.22,0.2192,0.2192,5.1589,23.5177,5.1589,23.5177,3,0.2193
1685577600000,2023-06-01 00:00:00,ZRX/USDT,0.2168,0.2254,0.2168,0.2178,1.3946,6.4263,0.039,0.1744,18,0.217
1685491200000,2023-05-31 00:00:00,ZRX/USDT,0.2339,0.2339,0.2207,0.2238,19.1619,85.7108,18.152,81.3928,5,0.2235
1685404800000,2023-05-30 00:00:00,ZRX/USDT,0.2231,0.2339,0.2231,0.2339,15.7594,68.4115,15.7594,68.4115,2,0.2304
1685318400000,2023-05-29 00:00:00,ZRX/USDT,0.2314,0.2314,0.2123,0.2123,8.5289,38.4429,4.0766,19.2022,4,0.2222
1685232000000,2023-05-28 00:00:00,ZRX/USDT,0.2186,0.2186,0.2168,0.2168,103.2825,472.8299,93.8756,429.4403,2,0.2184
1685145600000,2023-05-27 00:00:00,ZRX/USDT,0.2101,0.2101,0.2101,0.2101,0,0,0,0,0,0.2101
1685059200000,2023-05-26 00:00:00,ZRX/USDT,0.2101,0.2101,0.2101,0.2101,0.1991,0.948,0,0,1,0.2101
1684972800000,2023-05-25 00:00:00,ZRX/USDT,0.2169,0.2169,0.2144,0.2157,100.2204,462.7667,10.4891,48.7826,5,0.2165
1684886400000,2023-05-24 00:00:00,ZRX/USDT,0.2224,0.2224,0.2148,0.2169,94.2079,438.1577,0,0,3,0.215
1684800000000,2023-05-23 00:00:00,ZRX/USDT,0.2213,0.2213,0.2213,0.2213,8.7121,39.3681,0,0,1,0.2213
1684713600000,2023-05-22 00:00:00,ZRX/USDT,0.2186,0.2186,0.2186,0.2186,12.0472,55.111,12.0472,55.111,1,0.2186
1684627200000,2023-05-21 00:00:00,ZRX/USDT,0.2225,0.2225,0.2208,0.2208,31.3609,141.4825,15.9142,71.5246,2,0.2216
1684540800000,2023-05-20 00:00:00,ZRX/USDT,0.2217,0.2217,0.2217,0.2217,3.0149,13.5992,0,0,1,0.2217
1684454400000,2023-05-19 00:00:00,ZRX/USDT,0.2279,0.2279,0.2279,0.2279,0,0,0,0,0,0.2261
1684368000000,2023-05-18 00:00:00,ZRX/USDT,0.2265,0.2299,0.2238,0.2279,450.8474,1993.586,235.7175,1033.1589,8,0.2261
1684281600000,2023-05-17 00:00:00,ZRX/USDT,0.2299,0.2337,0.2235,0.2266,164.7459,719.1879,125.6106,546.4817,9,0.229
1684195200000,2023-05-16 00:00:00,ZRX/USDT,0.2173,0.2173,0.2173,0.2173,0,0,0,0,0,0.2173
1684108800000,2023-05-15 00:00:00,ZRX/USDT,0.2173,0.2173,0.2173,0.2173,0.2152,0.9907,0,0,1,0.2173
1684022400000,2023-05-14 00:00:00,ZRX/USDT,0.2176,0.2176,0.2176,0.2176,8.6833,39.905,0,0,2,0.2176
1683936000000,2023-05-13 00:00:00,ZRX/USDT,0.2122,0.2122,0.2121,0.2121,66.6293,314.1365,0,0,2,0.2121
1683849600000,2023-05-12 00:00:00,ZRX/USDT,0.211,0.2113,0.2091,0.2113,44.211,210.5904,12.2681,58.0967,9,0.2099
1683763200000,2023-05-11 00:00:00,ZRX/USDT,0.2158,0.2158,0.2112,0.2112,504.8195,2341.2107,2.1526,9.975,10,0.2156
1683676800000,2023-05-10 00:00:00,ZRX/USDT,0.2298,0.2298,0.2145,0.2158,281.3841,1303.9874,5.5515,24.4734,7,0.2158
1683590400000,2023-05-09 00:00:00,ZRX/USDT,0.2199,0.2199,0.2114,0.2114,210.0687,973.0321,16.1989,75.0181,6,0.2158
1683504000000,2023-05-08 00:00:00,ZRX/USDT,0.233,0.233,0.2091,0.2129,645.4884,2924.841,140.7692,647.4175,56,0.2209
1683417600000,2023-05-07 00:00:00,ZRX/USDT,0.232,0.2408,0.229,0.2408,98.1513,419.8136,25.0576,105.0266,16,0.2338
1683331200000,2023-05-06 00:00:00,ZRX/USDT,0.2458,0.2473,0.2379,0.2379,351.7124,1468.6132,178.9237,751.0701,21,0.2395
1683244800000,2023-05-05 00:00:00,ZRX/USDT,0.245,0.2476,0.2427,0.2476,88.6429,359.2586,37.5711,152.8586,8,0.2467
1683158400000,2023-05-04 00:00:00,ZRX/USDT,0.246,0.246,0.246,0.246,1.1599,4.7152,0,0,1,0.246
1683072000000,2023-05-03 00:00:00,ZRX/USDT,0.244,0.2527,0.244,0.2485,79.5601,324.3315,22.051,88.6384,6,0.2453
1682985600000,2023-05-02 00:00:00,ZRX/USDT,0.2449,0.263,0.2415,0.2435,340.0094,1402.4039,160.2892,660.3563,30,0.2424
1682899200000,2023-05-01 00:00:00,ZRX/USDT,0.25,0.2524,0.2452,0.2452,119.0715,476.1721,5,20.3916,9,0.25
1682812800000,2023-04-30 00:00:00,ZRX/USDT,0.2582,0.2602,0.2553,0.2553,64.4411,249.8984,59.4411,230.6527,8,0.2578
1682726400000,2023-04-29 00:00:00,ZRX/USDT,0.2602,0.2602,0.2602,0.2602,2.1945,8.4339,2.1945,8.4339,2,0.2602
1682640000000,2023-04-28 00:00:00,ZRX/USDT,0.2551,0.2602,0.255,0.2602,12.6326,49.1411,5,19.2161,3,0.257
1682553600000,2023-04-27 00:00:00,ZRX/USDT,0.2634,0.2666,0.2588,0.2666,181.2243,698.0976,9.5018,35.6408,4,0.2596
1682467200000,2023-04-26 00:00:00,ZRX/USDT,0.261,0.3097,0.2402,0.2402,1338.4187,5023.6549,150.9443,547.891,33,0.2666
1682380800000,2023-04-25 00:00:00,ZRX/USDT,0.255,0.2706,0.2462,0.261,242.9808,950.2925,36.486,147.1717,14,0.2558
1682294400000,2023-04-24 00:00:00,ZRX/USDT,0.2667,0.2667,0.2667,0.2667,1.0668,4,0,0,1,0.2667
1682208000000,2023-04-23 00:00:00,ZRX/USDT,0.27,0.27,0.2666,0.2667,112.3225,420.025,112.3225,420.025,3,0.2674
1682121600000,2023-04-22 00:00:00,ZRX/USDT,0.2608,0.2608,0.2608,0.2608,4.0763,15.6301,4.0763,15.6301,1,0.2608
1682035200000,2023-04-21 00:00:00,ZRX/USDT,0.2644,0.2652,0.255,0.2565,181.3001,697.6128,47.1776,179.1749,20,0.2599
1681948800000,2023-04-20 00:00:00,ZRX/USDT,0.2772,0.2772,0.2621,0.2647,1873.0871,6771.4443,23.8117,89.7129,28,0.2766
1681862400000,2023-04-19 00:00:00,ZRX/USDT,0.3006,0.3199,0.2748,0.277,23108.5961,81789.8263,117.3704,379.727,92,0.2825
1681776000000,2023-04-18 00:00:00,ZRX/USDT,0.2882,0.3049,0.2881,0.3037,299.7084,1020.5475,172.8596,580.7541,18,0.2937
1681689600000,2023-04-17 00:00:00,ZRX/USDT,0.299,0.2998,0.2921,0.2943,269.1843,914.1036,0,0,21,0.2944
1681603200000,2023-04-16 00:00:00,ZRX/USDT,0.2956,0.3124,0.2954,0.3071,608.2122,1997.4804,277.7234,911.6838,36,0.3045
1681516800000,2023-04-15 00:00:00,ZRX/USDT,0.3025,0.3025,0.2917,0.2921,260.5051,881.015,137.2401,466.7542,25,0.2957
1681430400000,2023-04-14 00:00:00,ZRX/USDT,0.2811,0.3065,0.2811,0.2973,812.4733,2754.1687,415.8312,1414.8861,70,0.2951
1681344000000,2023-04-13 00:00:00,ZRX/USDT,0.2761,0.2801,0.2709,0.2798,587.0254,2135.0087,207.1351,743.047,22,0.2749
1681257600000,2023-04-12 00:00:00,ZRX/USDT,0.2824,0.2824,0.2717,0.2745,292.8465,1060.2239,157.2684,569.4159,40,0.2762
1681171200000,2023-04-11 00:00:00,ZRX/USDT,0.2859,0.3297,0.265,0.2856,878.0525,3011.9791,667.7456,2262.3529,73,0.2926
1681084800000,2023-04-10 00:00:00,ZRX/USDT,0.2785,0.2862,0.274,0.2862,302.6087,1085.3449,148.9437,536.209,28,0.2788
1680998400000,2023-04-09 00:00:00,ZRX/USDT,0.275,0.2889,0.2709,0.2889,429.6007,1516.621,358.0414,1262.0333,30,0.2833
1680912000000,2023-04-08 00:00:00,ZRX/USDT,0.2914,0.2914,0.2755,0.2771,368.5664,1309.9797,260.6628,929.4778,41,0.2813
1680825600000,2023-04-07 00:00:00,ZRX/USDT,0.2962,0.311,0.2879,0.2902,1283.7365,4382.9283,661.5998,2259.646,64,0.2929
1680739200000,2023-04-06 00:00:00,ZRX/USDT,0.3238,0.3238,0.2947,0.302,918.8426,3048.6898,730.9019,2419.7231,82,0.3015
1680652800000,2023-04-05 00:00:00,ZRX/USDT,0.3509,0.3769,0.3216,0.3218,1384.6723,4124.1146,1181.6441,3514.1759,95,0.3362
1680566400000,2023-04-04 00:00:00,ZRX/USDT,0.2908,0.361,0.2785,0.3318,3807.794,11573.2867,1733.4187,5320.6717,259,0.33
1680480000000,2023-04-03 00:00:00,ZRX/USDT,0.2864,0.3917,0.2667,0.29,781.7721,2714.363,365.9402,1193.3166,174,0.291
1680393600000,2023-04-02 00:00:00,ZRX/USDT,0.3087,0.3295,0.2859,0.2859,44754.2819,145554.4682,138.1026,453.0774,116,0.3074
1680307200000,2023-04-01 00:00:00,ZRX/USDT,0.2944,0.3898,0.2932,0.3131,70316.667,202078.5492,67278.4796,192821.8779,605,0.3481
1680220800000,2023-03-31 00:00:00,ZRX/USDT,0.2353,0.3131,0.2353,0.2941,1560.459,5727.3744,562.6147,2057.0936,133,0.2735
1680134400000,2023-03-30 00:00:00,ZRX/USDT,0.2388,0.2388,0.2353,0.2353,66.8651,283.8582,4.9999,20.938,7,0.2355
1680048000000,2023-03-29 00:00:00,ZRX/USDT,0.2197,0.2364,0.2197,0.2364,61.5254,276.8058,57.3636,258.074,11,0.2224
1679961600000,2023-03-28 00:00:00,ZRX/USDT,0.2142,0.2142,0.2142,0.2142,0,0,0,0,0,0.2186
1679875200000,2023-03-27 00:00:00,ZRX/USDT,0.2267,0.2267,0.2142,0.2142,188.685,863.5283,57.5458,255.3944,21,0.2186
1679788800000,2023-03-26 00:00:00,ZRX/USDT,0.2243,0.2295,0.2243,0.2295,218.6602,974.0286,213.6602,952.242,3,0.2244
1679702400000,2023-03-25 00:00:00,ZRX/USDT,0.2264,0.2264,0.2263,0.2263,431.6741,1907.0585,0,0,3,0.2263
1679616000000,2023-03-24 00:00:00,ZRX/USDT,0.235,0.235,0.2267,0.2284,208.6273,914.7537,152.0259,665.7121,7,0.228
1679529600000,2023-03-23 00:00:00,ZRX/USDT,0.225,0.2378,0.225,0.2345,152.7854,658.3498,140.4328,606.1035,8,0.232
1679443200000,2023-03-22 00:00:00,ZRX/USDT,0.2341,0.2341,0.208,0.2255,102.2455,454.2406,25.874,112.1042,18,0.2252
1679356800000,2023-03-21 00:00:00,ZRX/USDT,0.2335,0.2395,0.2234,0.2372,3820.6501,16453.3512,786.1328,3444.7909,37,0.2322
1679270400000,2023-03-20 00:00:00,ZRX/USDT,0.2438,0.2438,0.2412,0.2412,18.9158,78.3223,2.2948,9.413,2,0.2415
1679184000000,2023-03-19 00:00:00,ZRX/USDT,0.2443,0.2508,0.2335,0.2463,781.2428,3272.1025,34.4119,138.7428,20,0.2389
1679097600000,2023-03-18 00:00:00,ZRX/USDT,0.2405,0.2443,0.2334,0.2335,1457.1467,6232.9087,11.2512,46.5357,24,0.2337
1679011200000,2023-03-17 00:00:00,ZRX/USDT,0.2303,0.2349,0.2281,0.2349,695.5063,2997.8921,9.6347,41.2269,14,0.2319
1678924800000,2023-03-16 00:00:00,ZRX/USDT,0.2265,0.2326,0.2119,0.2186,212.9171,962.64,184.167,839.0367,8,0.2213
1678838400000,2023-03-15 00:00:00,ZRX/USDT,0.236,0.2365,0.22,0.22,167.4639,750.478,28.2812,119.6126,11,0.2233
1678752000000,2023-03-14 00:00:00,ZRX/USDT,0.2202,0.2411,0.2202,0.2333,724.7617,3139.6699,166.5045,713.3523,24,0.2309
1678665600000,2023-03-13 00:00:00,ZRX/USDT,0.2128,0.2555,0.1962,0.2252,976.5992,4697.1404,575.4377,2778.8073,32,0.2084
1678579200000,2023-03-12 00:00:00,ZRX/USDT,0.2,0.2081,0.189,0.2081,525.5872,2649.0683,318.1302,1595.672,24,0.1984
1678492800000,2023-03-11 00:00:00,ZRX/USDT,0.2043,0.2337,0.1881,0.1889,7620.4104,37303.7639,7546.9919,36932.6997,63,0.2043
1678406400000,2023-03-10 00:00:00,ZRX/USDT,0.1975,0.2414,0.1973,0.2387,1619.9456,8190.1516,28.4494,128.4126,35,0.1978
1678320000000,2023-03-09 00:00:00,ZRX/USDT,0.2284,0.25,0.1974,0.1974,211.3787,981.9541,16.8709,68.6225,19,0.2156
1678233600000,2023-03-08 00:00:00,ZRX/USDT,0.2284,0.2284,0.2284,0.2284,2.2378,9.7981,0,0,1,0.2284
1678147200000,2023-03-07 00:00:00,ZRX/USDT,0.2416,0.2416,0.2291,0.2291,284.9087,1223.6484,0,0,12,0.2328
1678060800000,2023-03-06 00:00:00,ZRX/USDT,0.2355,0.2595,0.2329,0.2329,49.4752,209.737,27.8757,117.0437,15,0.2361
1677974400000,2023-03-05 00:00:00,ZRX/USDT,0.2387,0.242,0.2387,0.242,259.2977,1074.9198,180.0801,745.4655,55,0.2412
1677888000000,2023-03-04 00:00:00,ZRX/USDT,0.2511,0.2566,0.2355,0.2355,832.1783,3369.3653,343.1384,1385.7368,20,0.247
1677801600000,2023-03-03 00:00:00,ZRX/USDT,0.2671,0.2775,0.23,0.2494,18701.5294,74738.8791,920.7944,3665.2321,150,0.2502
1677715200000,2023-03-02 00:00:00,ZRX/USDT,0.3024,0.3048,0.2671,0.2759,1106.475,3853.8754,322.8744,1118.4574,104,0.2875
1677628800000,2023-03-01 00:00:00,ZRX/USDT,0.2521,0.3177,0.2521,0.3084,22028.1033,73394.5957,21301.3547,70929.1116,111,0.3002
1677542400000,2023-02-28 00:00:00,ZRX/USDT,0.2613,0.2613,0.2613,0.2613,0,0,0,0,0,0.2613
1677456000000,2023-02-27 00:00:00,ZRX/USDT,0.261,0.2637,0.261,0.2613,189.4233,724.6845,6.8285,26.1632,5,0.2613
1677369600000,2023-02-26 00:00:00,ZRX/USDT,0.261,0.261,0.261,0.261,39.1499,149.9999,39.1499,149.9999,4,0.261
1677283200000,2023-02-25 00:00:00,ZRX/USDT,0.2799,0.3,0.2552,0.2552,487.7469,1699.9171,308.7554,1058.0033,27,0.2871
1677196800000,2023-02-24 00:00:00,ZRX/USDT,0.2786,0.2786,0.2676,0.2676,6.2897,22.8735,4.2762,15.349,4,0.275
1677110400000,2023-02-23 00:00:00,ZRX/USDT,0.2652,0.2886,0.2642,0.283,717.0909,2590.5997,538.2023,1951.0486,40,0.2769
1677024000000,2023-02-22 00:00:00,ZRX/USDT,0.2658,0.2658,0.2542,0.2556,24.7264,95.7138,0,0,8,0.2584
1676937600000,2023-02-21 00:00:00,ZRX/USDT,0.2747,0.2747,0.2644,0.2644,159.321,587.7056,0,0,17,0.2711
1676851200000,2023-02-20 00:00:00,ZRX/USDT,0.256,0.2897,0.256,0.2897,416.1956,1507.2337,308.2598,1117.0858,33,0.2762
1676764800000,2023-02-19 00:00:00,ZRX/USDT,0.2589,0.2608,0.2502,0.2516,299.4246,1174.3909,20.9549,80.8932,61,0.255
1676678400000,2023-02-18 00:00:00,ZRX/USDT,0.2615,0.2622,0.2284,0.2566,263.6258,1023.9481,14.9381,57.8108,18,0.2577
1676592000000,2023-02-17 00:00:00,ZRX/USDT,0.2472,0.2632,0.2472,0.2586,294.655,1149.3583,207.6014,805.7748,61,0.2564
1676505600000,2023-02-16 00:00:00,ZRX/USDT,0.2542,0.2571,0.2335,0.2428,614.4096,2402.7458,191.8476,747.8959,39,0.2557
1676419200000,2023-02-15 00:00:00,ZRX/USDT,0.2339,0.2499,0.2339,0.2486,87.1104,360.2274,40.7067,168.4219,17,0.2418
1676332800000,2023-02-14 00:00:00,ZRX/USDT,0.2282,0.232,0.2237,0.232,38.4479,167.9805,28.796,125.3566,10,0.2289
1676246400000,2023-02-13 00:00:00,ZRX/USDT,0.2308,0.2324,0.2196,0.222,74.8118,329.8049,12.3632,54.2479,24,0.2269
1676160000000,2023-02-12 00:00:00,ZRX/USDT,0.238,0.2423,0.2324,0.2335,73.3383,307.5612,54.2234,226.556,14,0.2384
1676073600000,2023-02-11 00:00:00,ZRX/USDT,0.2305,0.238,0.2305,0.238,115.70575365,494.4718,53.5129512,226.8304,10,0.234039381200858715
1675987200000,2023-02-10 00:00:00,ZRX/USDT,0.2292,0.234,0.2234,0.2307,733.27800908,3153.1297,496.59995563,2125.6645,129,0.232569572722187579
1675900800000,2023-02-09 00:00:00,ZRX/USDT,0.2484,0.2499,0.2249,0.2253,781.28793908,3344.6368,47.08356879,205.6404,156,0.233846707582358095
1675814400000,2023-02-08 00:00:00,ZRX/USDT,0.2586,0.2586,0.2536,0.2536,8.9369174,34.859,3.9368864,15.524,3,0.256397402491378066
1675728000000,2023-02-07 00:00:00,ZRX/USDT,0.2547,0.2581,0.2547,0.2581,30.15628485,117.7243,11.0018325,42.9898,5,0.256162350944864482
1675641600000,2023-02-06 00:00:00,ZRX/USDT,0.255,0.2567,0.2469,0.2469,767.00305776,3103.274,9.98527827,39.0281,15,0.247164310418599964
1675555200000,2023-02-05 00:00:00,ZRX/USDT,0.2595,0.2595,0.2468,0.2469,304.75429287,1225.6647,36.10860255,141.2157,16,0.248692909418772574
1675468800000,2023-02-04 00:00:00,ZRX/USDT,0.2537,0.3032,0.2468,0.2468,414.32836082,1551.2389,307.81657592,1145.6393,77,0.267527960855436165
1675382400000,2023-02-03 00:00:00,ZRX/USDT,0.2412,0.2599,0.2412,0.2517,515.31101241,2034.869,192.78093961,769.1432,51,0.253326757155934834
1675296000000,2023-02-02 00:00:00,ZRX/USDT,0.2285,0.2367,0.2133,0.2133,138.15892996,598.9641,23.44975323,101.5245,9,0.230782347057011035
1675209600000,2023-02-01 00:00:00,ZRX/USDT,0.2101,0.2314,0.2091,0.229,55.71279768,263.1532,14.72188131,67.9939,19,0.21181830957884863
1675123200000,2023-01-31 00:00:00,ZRX/USDT,0.2177,0.2177,0.2143,0.2148,9.7040669,45.0963,9.70404542,45.0962,4,0.21519086593292138
1675036800000,2023-01-30 00:00:00,ZRX/USDT,0.2341,0.2341,0.2142,0.2142,227.29249395,1046.9607,18.40667676,82.9252,28,0.217170658723765563
1674950400000,2023-01-29 00:00:00,ZRX/USDT,0.2302,0.2395,0.2302,0.2322,61.00453248,262.5234,9.66837869,41.0798,10,0.232392906931757209
1674864000000,2023-01-28 00:00:00,ZRX/USDT,0.2404,0.242,0.2295,0.2299,198.27587187,830.2585,72.45792039,305.8655,61,0.238854269403591638
1674777600000,2023-01-27 00:00:00,ZRX/USDT,0.2287,0.2405,0.2265,0.2404,179.23377456,768.6621,70.9429134,307.5292,33,0.233254607527136142
1674691200000,2023-01-26 00:00:00,ZRX/USDT,0.2278,0.2318,0.2239,0.2239,360.98207765,1594.7176,41.86218341,182.3652,29,0.226378334886252757
1674604800000,2023-01-25 00:00:00,ZRX/USDT,0.2174,0.2253,0.2133,0.2253,177.55313889,808.1456,152.55318688,694.7425,23,0.219733605300336005
1674518400000,2023-01-24 00:00:00,ZRX/USDT,0.2316,0.2484,0.2198,0.2198,217.17120266,928.5685,65.29453355,276.5238,54,0.23402130306895818
1674432000000,2023-01-23 00:00:00,ZRX/USDT,0.2294,0.2315,0.2294,0.2315,30.14326897,130.8097,22.758325,98.8264,10,0.230438416482172269
1674345600000,2023-01-22 00:00:00,ZRX/USDT,0.2226,0.2383,0.2195,0.2281,177.04484336,766.2009,92.14715331,397.4693,57,0.23113836988719397
1674259200000,2023-01-21 00:00:00,ZRX/USDT,0.2175,0.2294,0.2175,0.2235,378.16278072,1706.8147,17.74411145,79.7545,23,0.221602291668668048
1674172800000,2023-01-20 00:00:00,ZRX/USDT,0.2043,0.2189,0.2043,0.2189,361.70907841,1665.4253,316.34445501,1456.7929,176,0.21722956433773791
1674086400000,2023-01-19 00:00:00,ZRX/USDT,0.1997,0.2076,0.1997,0.2076,19.90889827,97.9352,10.00004551,49.864,6,0.203330477330777981
1674000000000,2023-01-18 00:00:00,ZRX/USDT,0.2103,0.2168,0.1984,0.1984,152.74900844,724.8023,69.27750296,323.8519,24,0.210809677386014453
1673913600000,2023-01-17 00:00:00,ZRX/USDT,0.2077,0.2077,0.2049,0.2049,67.02665052,326.2047,10.00002977,48.2046,5,0.20548000831496719
1673827200000,2023-01-16 00:00:00,ZRX/USDT,0.2025,0.212,0.12,0.2075,500.04978516,2527.2087,141.2199417,689.5382,80,0.199508331396744146
1673740800000,2023-01-15 00:00:00,ZRX/USDT,0.1988,0.2022,0.1967,0.2021,87.2373947,437.626,29.3937867,145.9902,17,0.199359984444308485
1673654400000,2023-01-14 00:00:00,ZRX/USDT,0.1917,0.2197,0.1917,0.2033,779.85526733,3811.3781,287.7361719,1388.1616,118,0.204793997998981211
1673568000000,2023-01-13 00:00:00,ZRX/USDT,0.1828,0.189,0.1201,0.189,234.19746034,1450.6481,76.50149175,536.0056,28,0.164869457406448314
1673481600000,2023-01-12 00:00:00,ZRX/USDT,0.1785,0.1824,0.1751,0.1819,76.70245888,427.1373,48.5471799,269.4441,14,0.179616100529970385
1673395200000,2023-01-11 00:00:00,ZRX/USDT,0.1743,0.1762,0.1648,0.1762,5129.95533855,31089.0039,5056.28966239,30651.9357,39,0.165012325009237378
1673308800000,2023-01-10 00:00:00,ZRX/USDT,0.166,0.1727,0.166,0.1701,13.02045842,76.2372,8.10677586,46.9518,5,0.170831012399792294
1673222400000,2023-01-09 00:00:00,ZRX/USDT,0.1676,0.1727,0.1676,0.1727,34.12514143,200.6237,12.02519904,70.8684,7,0.170111758464205139
1673136000000,2023-01-08 00:00:00,ZRX/USDT,0.1562,0.1912,0.1562,0.1692,33.23646053,185.3211,28.67439045,158.3222,12,0.179808790441531408
1673049600000,2023-01-07 00:00:00,ZRX/USDT,0.1505,0.1505,0.1505,0.1505,0,0,0,0,0,0.152972071656434879
1672963200000,2023-01-06 00:00:00,ZRX/USDT,0.1542,0.1542,0.1505,0.1505,4.1484118,27.1223,0,0,2,0.152972071656434879
1672876800000,2023-01-05 00:00:00,ZRX/USDT,0.1542,0.1542,0.1542,0.1542,0,0,0,0,0,0.1542
1672790400000,2023-01-04 00:00:00,ZRX/USDT,0.1542,0.1542,0.1542,0.1542,0.32878524,2.1322,0,0,1,0.1542
1672704000000,2023-01-03 00:00:00,ZRX/USDT,0.1677,0.1677,0.1486,0.1486,8.56106202,54.113,4.54089675,27.0775,3,0.158777607201121525
1672617600000,2023-01-02 00:00:00,ZRX/USDT,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0.1667
1672531200000,2023-01-01 00:00:00,ZRX/USDT,0.1667,0.1667,0.1667,0.1667,2.80999522,16.8566,2.80999522,16.8566,1,0.1667
1672444800000,2022-12-31 00:00:00,ZRX/USDT,0.1524,0.1524,0.1476,0.1476,16.8614044,111.7767,3.8696428,25.6111,6,0.150881118079108522
1672358400000,2022-12-30 00:00:00,ZRX/USDT,0.1516,0.1644,0.1454,0.147,557.54446809,3792.7667,285.83833577,1955.4049,27,0.147145144482459353
1672272000000,2022-12-29 00:00:00,ZRX/USDT,0.1544,0.1544,0.1529,0.1529,32.06026199,208.157,16.04230523,104.2792,5,0.154021286578669034
1672185600000,2022-12-28 00:00:00,ZRX/USDT,0.1586,0.1586,0.1546,0.1548,31.27123712,200.1046,14.31936785,91.7309,9,0.156288301751715281
1672099200000,2022-12-27 00:00:00,ZRX/USDT,0.1621,0.1621,0.1604,0.1604,16.2058492,100.6732,6.28168104,39.1626,5,0.160978251080603661
1672012800000,2022-12-26 00:00:00,ZRX/USDT,0.1632,0.1632,0.1632,0.1632,0,0,0,0,0,0.163226904416738289
1671926400000,2022-12-25 00:00:00,ZRX/USDT,0.1633,0.1633,0.1632,0.1632,5.73920444,35.1609,0,0,2,0.163226904416738289
1671840000000,2022-12-24 00:00:00,ZRX/USDT,0.1636,0.1668,0.1636,0.1668,8.10655352,49.3398,6.06155352,36.8398,3,0.164311150752015265
1671753600000,2022-12-23 00:00:00,ZRX/USDT,0.1681,0.1681,0.1681,0.1681,8.42216301,50.1021,8.42216301,50.1021,2,0.1681
1671667200000,2022-12-22 00:00:00,ZRX/USDT,0.1653,0.1653,0.1619,0.1653,36.91042873,224.6804,5.1712023,31.291,15,0.164286278089162684
1671580800000,2022-12-21 00:00:00,ZRX/USDT,0.1678,0.1723,0.1662,0.1691,104.09963657,615.0301,22.99498256,135.4584,21,0.169264924985808714
1671494400000,2022-12-20 00:00:00,ZRX/USDT,0.159,0.1682,0.159,0.1682,203.81007991,1247.7037,175.82810788,1077.594,18,0.163362402757074699
1671408000000,2022-12-19 00:00:00,ZRX/USDT,0.1689,0.1698,0.16,0.16,97.73511827,595.0169,52.52131158,318.753,24,0.164318753458433803
1671321600000,2022-12-18 00:00:00,ZRX/USDT,0.167,0.1675,0.1613,0.1675,33.51331381,202.5022,14.78365968,90.2821,11,0.165525816591546424
1671235200000,2022-12-17 00:00:00,ZRX/USDT,0.1688,0.1688,0.1657,0.1676,15.71537247,93.982,9.11536273,54.6717,5,0.167223956358254866
1671148800000,2022-12-16 00:00:00,ZRX/USDT,0.1867,0.1867,0.1706,0.1706,321.13884702,1863.1104,6.73882737,36.5357,23,0.172485555724151579
1671062400000,2022-12-15 00:00:00,ZRX/USDT,0.1893,0.1893,0.1873,0.1873,38.92850155,206.9941,0,0,8,0.188067158750553036
1670976000000,2022-12-14 00:00:00,ZRX/USDT,0.1933,0.1953,0.1895,0.1895,44.26257424,229.6662,20.05777736,103.1512,11,0.192740341141216008
1670889600000,2022-12-13 00:00:00,ZRX/USDT,0.1863,0.1917,0.1813,0.1909,101.79257665,543.9055,56.77764057,301.6994,39,0.187202633318910088
1670803200000,2022-12-12 00:00:00,ZRX/USDT,0.1946,0.1946,0.1854,0.1886,2150.67858391,11418.6526,2099.02008165,11147.2718,77,0.18834956362786306
1670716800000,2022-12-11 00:00:00,ZRX/USDT,0.1933,0.2058,0.1933,0.1951,88.88795833,449.8694,41.09734764,206.7562,33,0.197624194177584947
1670630400000,2022-12-10 00:00:00,ZRX/USDT,0.1881,0.1912,0.1881,0.1912,105.35569324,559.7142,5.35569523,28.0821,5,0.188233069034153316
1670544000000,2022-12-09 00:00:00,ZRX/USDT,0.1893,0.1894,0.1882,0.1882,198.89618721,1050.2205,1.62322857,8.5749,13,0.189385257382264925
1670457600000,2022-12-08 00:00:00,ZRX/USDT,0.1833,0.1874,0.1804,0.1874,336.82722825,1801.487,316.4319417,1688.9876,13,0.186984731375816258
1670371200000,2022-12-07 00:00:00,ZRX/USDT,0.1893,0.1893,0.1833,0.1833,43.0656542,231.5403,0,0,14,0.186004364630179003
1670284800000,2022-12-06 00:00:00,ZRX/USDT,0.1913,0.1913,0.1895,0.1895,1.14504492,5.9928,0,0,2,0.191071993276910044
1670198400000,2022-12-05 00:00:00,ZRX/USDT,0.1953,0.1972,0.1914,0.1914,9.5612061,48.9513,7.11007122,36.393,7,0.195323708230910322
1670112000000,2022-12-04 00:00:00,ZRX/USDT,0.1912,0.1957,0.1871,0.1957,262.31998356,1389.0006,62.24754818,320.0536,24,0.188907642899808054
