https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1748563200000,2025-05-30 00:00:00,XMR/USDT,338.08,340.75,325.76,325.93,2791714.47,8380.29516,1428858.69,4289.016685,76260,333.15
1748476800000,2025-05-29 00:00:00,XMR/USDT,347.97,353.48,316,337.99,3247605.03,9523.622403,1716370.47,5029.145558,75408,341.1
1748390400000,2025-05-28 00:00:00,XMR/USDT,373.33,373.92,321.69,347.93,3430281.78,9924.163824,1704872.88,4929.763849,79978,345.91
1748304000000,2025-05-27 00:00:00,XMR/USDT,399.66,402.4,371.28,373.19,3310097.77,8511.430785,1713762.92,4402.965411,89532,389.04
1748217600000,2025-05-26 00:00:00,XMR/USDT,415.72,419.5,391.25,399.91,6101036.39,14906.519589,3362419.64,8215.899197,182082,409.38
1748131200000,2025-05-25 00:00:00,XMR/USDT,401.68,418.08,395.02,415.64,6231166.76,15290.001426,3519620.82,8634.48686,181384,407.58
1748044800000,2025-05-24 00:00:00,XMR/USDT,393.07,407,385.38,401.65,6649939.19,16754.483354,3753798.74,9459.004633,199361,396.98
1747958400000,2025-05-23 00:00:00,XMR/USDT,387.78,401.5,377.02,393.31,9690994.57,24657.883704,5788319.24,14722.330602,280208,393.1
1747872000000,2025-05-22 00:00:00,XMR/USDT,395.07,412.51,382.9,387.83,11983100.7,30086.071418,7167251.47,17991.259989,347902,398.34
1747785600000,2025-05-21 00:00:00,XMR/USDT,350.35,400,348.97,395.03,9343609.63,25294.170885,5646963.89,15280.892656,269932,369.94
1747699200000,2025-05-20 00:00:00,XMR/USDT,341.86,355.66,340.72,350.35,7701350.45,22221.02165,4502475.37,12989.704778,223060,346.59
1747612800000,2025-05-19 00:00:00,XMR/USDT,338.44,346,336.69,341.7,9165507.76,26746.869281,5422557.05,15823.80031,273784,342.68
1747526400000,2025-05-18 00:00:00,XMR/USDT,338.46,344.81,335.99,338.41,6093616.75,17879.616794,3501724.88,10273.382676,177186,340.82
1747440000000,2025-05-17 00:00:00,XMR/USDT,334.89,342.49,332.72,338.35,6583768.67,19534.103217,3672444.97,10895.201975,187274,337.05
1747353600000,2025-05-16 00:00:00,XMR/USDT,336,344.48,331.06,334.87,7535939.18,22222.540289,4345931.36,12813.343328,219569,339.13
1747267200000,2025-05-15 00:00:00,XMR/USDT,338.76,348.18,332.5,336.03,8083290.28,23657.538346,4674781.58,13680.61723,237931,341.7
1747180800000,2025-05-14 00:00:00,XMR/USDT,340.32,348.94,335.54,338.72,9525690.73,27866.438868,5582857.63,16330.955909,276823,341.85
1747094400000,2025-05-13 00:00:00,XMR/USDT,336.86,344.82,331.21,340.25,10731823.7,31716.193774,6470235.69,19120.7086,316009,338.39
1747008000000,2025-05-12 00:00:00,XMR/USDT,331.99,349.65,328.16,336.67,9563173.09,28298.372218,5686260.14,16827.154292,285714,337.99
1746921600000,2025-05-11 00:00:00,XMR/USDT,326.19,341.04,316.5,331.71,9970658.4,30295.185006,5919873.67,17990.220853,293570,329.19
1746835200000,2025-05-10 00:00:00,XMR/USDT,316.23,333.06,307.55,326.16,8086783.71,25281.379871,4733456.12,14799.06824,235609,319.94
1746748800000,2025-05-09 00:00:00,XMR/USDT,298.63,317.21,293.94,316.3,11851416.74,39129.007901,7094168.92,23417.767317,344704,302.96
1746662400000,2025-05-08 00:00:00,XMR/USDT,282.57,300,280.16,298.6,9150873.5,31362.155388,5491105.54,18815.073683,260609,291.86
1746576000000,2025-05-07 00:00:00,XMR/USDT,287.89,290.72,276.45,282.68,6573786.7,23084.978429,3704756.1,13006.053186,188692,284.8
1746489600000,2025-05-06 00:00:00,XMR/USDT,280.5,290.42,273.56,287.88,5730885.81,20196.832307,3196695.58,11264.164667,163345,283.79
1746403200000,2025-05-05 00:00:00,XMR/USDT,279.77,282,270.35,280.21,5974259.28,21649.359597,3387747.16,12275.620371,171987,275.96
1746316800000,2025-05-04 00:00:00,XMR/USDT,278.06,279.91,265.13,279.77,4738229.2,17235.436491,2600976.39,9459.763016,134785,274.95
1746230400000,2025-05-03 00:00:00,XMR/USDT,283.36,286.39,272.09,278.04,4553905.38,16374.636946,2503935.76,8998.243097,130216,278.13
1746144000000,2025-05-02 00:00:00,XMR/USDT,272.04,291.58,268.96,283.26,6808455.63,24194.681049,3940645.45,13996.297871,184142,281.47
1746057600000,2025-05-01 00:00:00,XMR/USDT,279.22,288.34,269.8,271.9,7816071.45,28209.078942,4405024.47,15894.621851,217377,277.12
1745971200000,2025-04-30 00:00:00,XMR/USDT,270.85,280,266.26,279.19,7461760.54,27177.859058,4273122.51,15562.168835,210731,274.58
1745884800000,2025-04-29 00:00:00,XMR/USDT,259.11,279.78,258.49,270.96,7223985.2,26657.136567,4167065.58,15371.460592,202357,271.05
1745798400000,2025-04-28 00:00:00,XMR/USDT,234.56,309.53,232.66,259.12,10483877.45,39602.044034,6233145.08,23524.078421,263636,265.43
1745712000000,2025-04-27 00:00:00,XMR/USDT,230.5,234.58,227.29,234.58,5248520.96,22842.628808,2978777.77,12963.002684,152783,229.77
1745625600000,2025-04-26 00:00:00,XMR/USDT,227.64,230.51,227.22,230.4,5545144.23,24241.758895,3084491.75,13485.29209,156704,228.74
1745539200000,2025-04-25 00:00:00,XMR/USDT,226.84,231,226.29,227.68,6993520.14,30605.260535,4024147.77,17610.043827,202068,228.5
1745452800000,2025-04-24 00:00:00,XMR/USDT,229.66,230,222.07,226.79,6851138.6,30324.501073,3962417.08,17536.538405,200433,225.94
1745366400000,2025-04-23 00:00:00,XMR/USDT,226.33,230,223.23,229.71,9346776.86,41106.723664,5482706.32,24114.02736,269915,227.38
1745280000000,2025-04-22 00:00:00,XMR/USDT,215.56,226.68,214.25,226.38,6608540.52,30226.628543,3839991.24,17562.793039,192265,218.67
1745193600000,2025-04-21 00:00:00,XMR/USDT,214.84,217.87,213.1,215.56,6187755.26,28722.325869,3547557.74,16466.642135,175795,215.43
1745107200000,2025-04-20 00:00:00,XMR/USDT,216.8,220,213.64,214.7,3761062.34,17372.740513,2058623.2,9507.599036,109319,216.5
1745020800000,2025-04-19 00:00:00,XMR/USDT,215.79,216.97,210.12,216.8,3790837.98,17699.959263,2016080.98,9411.10372,109838,214.18
1744934400000,2025-04-18 00:00:00,XMR/USDT,216.81,219.24,214.78,215.82,3772290.6,17387.388274,2081920.21,9594.386005,108384,216.96
1744848000000,2025-04-17 00:00:00,XMR/USDT,218.96,220.15,214.58,216.84,5576346.43,25631.969761,3103712.51,14265.441456,163987,217.56
1744761600000,2025-04-16 00:00:00,XMR/USDT,215.81,220.07,215.08,218.99,7520303.32,34534.129612,4296610.54,19729.437158,209521,217.77
1744675200000,2025-04-15 00:00:00,XMR/USDT,214.74,218.39,210.52,215.83,5962371.2,27805.414507,3323979.06,15499.589647,174170,214.44
1744588800000,2025-04-14 00:00:00,XMR/USDT,203.77,217,203.65,214.77,7568722.98,36051.879695,4387827.86,20898.90169,223001,210
1744502400000,2025-04-13 00:00:00,XMR/USDT,208.63,212.54,201.09,203.7,6441605.54,31051.057631,3721667.76,17935.511211,182958,207.48
1744416000000,2025-04-12 00:00:00,XMR/USDT,206.69,211,204.91,208.64,7506435.36,36034.532402,4169191.23,20007.192928,195552,208.31
1744329600000,2025-04-11 00:00:00,XMR/USDT,201.46,207.29,200.22,206.7,8480088.4,41741.930745,5024295.87,24722.229411,231979,203.16
1744243200000,2025-04-10 00:00:00,XMR/USDT,202.83,205.08,197.49,201.46,7873738.26,38912.219175,4482439.83,22148.374357,219078,202.35
1744156800000,2025-04-09 00:00:00,XMR/USDT,195.18,206.14,192.44,202.78,9588409.51,48481.617137,5622572.95,28406.82027,274364,197.85
1744070400000,2025-04-08 00:00:00,XMR/USDT,203.41,207.97,193.48,195.13,7190180.2,35247.568889,4099106.83,20081.743949,209246,204.05
1743984000000,2025-04-07 00:00:00,XMR/USDT,199.59,205,180,203.38,12123626.1,61299.383802,7339062.51,37101.560611,349980,197.86
1743897600000,2025-04-06 00:00:00,XMR/USDT,213.24,216.36,195.82,199.61,5846982.19,28174.075583,3282555.64,15833.246371,165109,207.73
1743811200000,2025-04-05 00:00:00,XMR/USDT,214.93,218.91,210.98,213.21,4587482.19,21187.502976,2514704.53,11612.863632,131763,216.52
1743724800000,2025-04-04 00:00:00,XMR/USDT,214.78,217.68,212.44,214.84,7192854.28,33424.416611,4115584.88,19123.682865,210777,215.2
1743638400000,2025-04-03 00:00:00,XMR/USDT,213.95,217.6,207.06,214.66,10081023.19,47367.133469,6049197.73,28421.531575,289926,212.85
1743552000000,2025-04-02 00:00:00,XMR/USDT,216.76,222.24,212.87,213.88,7583574.95,34886.729166,4335022.87,19939.494617,211612,217.39
1743465600000,2025-04-01 00:00:00,XMR/USDT,215.4,221.34,215.3,216.71,6235559.78,28653.491023,3503813.15,16100.065176,182439,217.62
1743379200000,2025-03-31 00:00:00,XMR/USDT,217.62,218.3,213.94,215.47,7284582.41,33715.982845,4099743.35,18975.213867,214841,216.05
1743292800000,2025-03-30 00:00:00,XMR/USDT,215.29,219.84,212.27,217.62,4518014.82,20849.793596,2563200.94,11827.221202,127316,216.69
1743206400000,2025-03-29 00:00:00,XMR/USDT,217.47,219.8,212.88,215.15,5434989.62,25130.011643,2976752.86,13763.487493,156725,216.28
1743120000000,2025-03-28 00:00:00,XMR/USDT,224.81,226.3,214.93,217.51,7040485.05,32004.290245,4005538.57,18205.803582,203633,220.02
1743033600000,2025-03-27 00:00:00,XMR/USDT,223.1,225.01,220.36,224.87,6977801.43,31218.007565,3924552.33,17557.603642,206503,223.52
1742947200000,2025-03-26 00:00:00,XMR/USDT,220.15,228.4,220.15,222.93,7170830.19,31930.944952,4098735.64,18250.954679,206523,224.58
1742860800000,2025-03-25 00:00:00,XMR/USDT,219.17,224.64,219.12,220.14,6344751.02,28652.034064,3609784.01,16301.315226,188114,221.44
1742774400000,2025-03-24 00:00:00,XMR/USDT,217.38,222.29,216.44,219.17,6177796.97,28194.792107,3473579.94,15853.147339,181714,219.11
1742688000000,2025-03-23 00:00:00,XMR/USDT,215.27,218.4,215.22,217.36,3667552.51,16916.85443,1988965.01,9173.390481,106707,216.8
1742601600000,2025-03-22 00:00:00,XMR/USDT,213.8,218.5,212.35,215.2,3907121.53,18154.85114,2146079.03,9971.20396,114446,215.21
1742515200000,2025-03-21 00:00:00,XMR/USDT,210.68,215.62,206.29,213.85,6066502.7,28796.074575,3346289.93,15887.762884,173622,210.68
1742428800000,2025-03-20 00:00:00,XMR/USDT,208.11,212.29,207.12,210.74,6684463.92,31828.715386,3773297.36,17966.413813,199066,210.01
1742342400000,2025-03-19 00:00:00,XMR/USDT,207.67,211.1,204.86,208.13,6372273.29,30675.768667,3580104.78,17232.568197,190824,207.73
1742256000000,2025-03-18 00:00:00,XMR/USDT,209.75,209.99,203.55,207.68,5587849.4,26906.31713,3117472.56,15011.047934,166698,207.68
1742169600000,2025-03-17 00:00:00,XMR/USDT,207.52,210.72,207.33,209.76,5376976.33,25699.230776,2995560.36,14317.184215,160739,209.22
1742083200000,2025-03-16 00:00:00,XMR/USDT,211,213.17,206.47,207.46,4603417.8,21868.915297,2516133.71,11952.981705,137005,210.5
1741996800000,2025-03-15 00:00:00,XMR/USDT,209.14,211.18,207.3,210.96,4020688.6,19190.799654,2230841.5,10647.689004,118080,209.51
1741910400000,2025-03-14 00:00:00,XMR/USDT,207.36,210.18,205.85,209.19,5381938.9,25856.033222,2995853.88,14391.851735,153240,208.15
1741824000000,2025-03-13 00:00:00,XMR/USDT,209.17,212.57,205.81,207.37,4953037.88,23685.704996,2749302.51,13144.239894,147553,209.12
1741737600000,2025-03-12 00:00:00,XMR/USDT,212.1,214.56,203.65,209.16,6967215.31,33486.242152,3931564.83,18896.127268,204940,208.07
1741651200000,2025-03-11 00:00:00,XMR/USDT,201.41,214.22,196.71,212.09,8497684.7,41471.178816,4916146.91,23998.203715,247546,204.98
1741564800000,2025-03-10 00:00:00,XMR/USDT,212.43,214.45,197.51,201.47,8111280.07,39257.448519,4560527.38,22065.795498,232710,206.68
1741478400000,2025-03-09 00:00:00,XMR/USDT,221.41,222.07,211.91,212.46,5366279.9,24594.467398,2970265.35,13614.480312,156083,218.21
1741392000000,2025-03-08 00:00:00,XMR/USDT,218.01,227.54,216.43,221.42,5274249.12,24026.252897,2939474.45,13395.53388,152213,219.54
1741305600000,2025-03-07 00:00:00,XMR/USDT,228.32,229.87,216.83,217.89,8364083.6,37302.312242,4757734.86,21217.202287,238484,224.25
1741219200000,2025-03-06 00:00:00,XMR/USDT,227.81,234.55,222.87,228.36,7121478.4,31155.779441,4093584.88,17903.701516,196738,228.62
1741132800000,2025-03-05 00:00:00,XMR/USDT,224.65,229.41,222.1,227.81,6810204.35,30102.940903,3741497.75,16540.774053,200424,226.24
1741046400000,2025-03-04 00:00:00,XMR/USDT,219.8,225,212.74,224.69,9909239.66,45580.901776,5155628.22,23714.270222,284057,217.43
1740960000000,2025-03-03 00:00:00,XMR/USDT,230.47,234.37,216.8,219.78,9960703.69,43420.52156,5175347.09,22544.699805,284834,229.46
1740873600000,2025-03-02 00:00:00,XMR/USDT,224.19,230.52,222.89,230.49,8373162.27,36967.316637,4438055.07,19589.723124,239895,226.51
1740787200000,2025-03-01 00:00:00,XMR/USDT,217.75,226.55,216.45,224.21,6024157.12,27245.04799,3108196.39,14055.747409,172546,221.13
1740700800000,2025-02-28 00:00:00,XMR/USDT,209.49,219.16,206.26,217.72,9952966.02,47040.102901,5206279.3,24602.443161,287887,211.6
1740614400000,2025-02-27 00:00:00,XMR/USDT,214.89,217.27,207.17,209.49,8349379.5,39054.586944,4309021.84,20154.645698,240204,213.81
1740528000000,2025-02-26 00:00:00,XMR/USDT,217.24,225.06,211.08,214.89,8229833.88,37769.663369,4222316.94,19370.883833,228458,217.94
1740441600000,2025-02-25 00:00:00,XMR/USDT,227.54,232.01,212.36,217.26,11141061.5,50325.445581,5710606.36,25796.12984,325550,221.49
1740355200000,2025-02-24 00:00:00,XMR/USDT,236.56,238.3,226.98,227.51,7596347.93,32425.964264,3645673.48,15552.230104,194670,234.27
1740268800000,2025-02-23 00:00:00,XMR/USDT,233.79,237.59,232.12,236.57,4871225.29,20761.781713,2572941.04,10962.875835,136452,234.62
1740182400000,2025-02-22 00:00:00,XMR/USDT,232.95,237,230.75,233.78,5903561.61,25337.988326,3275313.11,14058.49082,173736,232.99
1740096000000,2025-02-21 00:00:00,XMR/USDT,230.29,238,227.33,232.93,7150402.43,30646.894756,3857443.29,16521.530637,199299,233.35
1740009600000,2025-02-20 00:00:00,XMR/USDT,240.58,240.6,228.08,230.35,6721692.8,28845.097092,3354506.78,14391.70953,184036,233.05
1739923200000,2025-02-19 00:00:00,XMR/USDT,237.16,244.71,234,240.6,6076423.64,25562.134377,3388437.55,14252.029066,172532,237.72
1739836800000,2025-02-18 00:00:00,XMR/USDT,238.14,238.9,228.7,237.04,6915897.34,29514.053161,3770454.15,16085.381776,191911,234.34
1739750400000,2025-02-17 00:00:00,XMR/USDT,230.54,238.44,230,238.14,6590246.45,28102.654006,3561992.66,15184.058787,183271,234.52
1739664000000,2025-02-16 00:00:00,XMR/USDT,230.95,238,227.83,230.59,5143964.63,22175.270429,2593562.05,11174.878059,145350,231.97
1739577600000,2025-02-15 00:00:00,XMR/USDT,229.67,243.16,229.05,231.02,5935991.94,25379.121028,3263731.83,13950.114793,168968,233.9
1739491200000,2025-02-14 00:00:00,XMR/USDT,225.04,233.04,225.01,229.68,6672108.6,29264.849053,3645846.47,15990.72542,195379,228
1739404800000,2025-02-13 00:00:00,XMR/USDT,227.13,238.9,222.17,225.05,6830950.38,30243.338039,3592430.1,15899.533405,191516,225.88
1739318400000,2025-02-12 00:00:00,XMR/USDT,223.1,247.53,219.66,227.12,6701793.23,29820.12433,3675697.06,16349.939015,190059,224.77
1739232000000,2025-02-11 00:00:00,XMR/USDT,222.19,228.93,219.1,223.1,6218736,27921.405881,3356502.58,15065.105826,181449,222.73
1739145600000,2025-02-10 00:00:00,XMR/USDT,219.92,229,219.12,222.19,6735988.84,30277.645086,3742983.29,16820.757453,195627,222.48
1739059200000,2025-02-09 00:00:00,XMR/USDT,214.61,223.19,213.63,219.93,5124893.67,23480.925211,2791174.45,12785.510117,147896,218.28
1738972800000,2025-02-08 00:00:00,XMR/USDT,205.66,229,205.14,214.65,6086332.55,28770.982752,3368297.49,15908.40841,172128,211.61
1738886400000,2025-02-07 00:00:00,XMR/USDT,222.59,228,195.79,205.66,7579990.72,34791.30301,3988515.91,18276.502292,208780,218.16
1738800000000,2025-02-06 00:00:00,XMR/USDT,227.17,238.93,221.43,222.59,7279676.46,32001.718623,4018853.16,17658.978157,205849,227.52
1738713600000,2025-02-05 00:00:00,XMR/USDT,221.13,249.5,217.48,227.19,7974803.89,35561.13949,4452224.54,19845.200429,218088,224.33
1738627200000,2025-02-04 00:00:00,XMR/USDT,226.19,235,214.82,221.13,8772401.55,38683.85189,4941253.92,21781.726244,257141,226.82
1738540800000,2025-02-03 00:00:00,XMR/USDT,221.91,236,192,226.12,14934739.32,70446.590099,8842103.32,41695.901394,371972,212.27
1738454400000,2025-02-02 00:00:00,XMR/USDT,234.19,239.66,216.83,221.92,13396905.53,58854.460542,7408080.58,32546.722656,189565,227.74
1738368000000,2025-02-01 00:00:00,XMR/USDT,238.15,241.78,233,234.14,8632521.8,36371.779708,4611422.18,19424.541359,119153,237.36
1738281600000,2025-01-31 00:00:00,XMR/USDT,233.45,239.66,230.93,238.18,9220481.21,39168.880241,4943949.48,21000.252536,129979,235.41
1738195200000,2025-01-30 00:00:00,XMR/USDT,221.33,242,220.15,233.42,11330167.81,49336.765174,6167160.73,26850.882488,161653,229.7
1738108800000,2025-01-29 00:00:00,XMR/USDT,218.07,225.74,216.83,221.44,11102907.57,50088.996263,5982768.42,26986.420307,156518,221.67
1738022400000,2025-01-28 00:00:00,XMR/USDT,214.41,231.84,212.28,218.04,10951252.16,50032.229028,5951368.25,27191.616624,152126,218.93
1737936000000,2025-01-27 00:00:00,XMR/USDT,219.01,224.49,209.38,214.53,15757908.45,73225.690505,8794033.61,40870.108299,224183,215.25
1737849600000,2025-01-26 00:00:00,XMR/USDT,221.04,225.99,218.03,219.04,8160738.07,36699.864679,4292014.58,19303.39121,116318,222.37
1737763200000,2025-01-25 00:00:00,XMR/USDT,220.36,222.45,217.34,221.04,8565979.54,38940.151789,4628581.86,21039.861695,121757,219.98
1737676800000,2025-01-24 00:00:00,XMR/USDT,221.61,222,213.33,220.31,12644429.73,58030.057675,6864343.64,31501.40958,180494,217.91
1737590400000,2025-01-23 00:00:00,XMR/USDT,222.84,228.52,213.64,221.56,12572376.73,57166.26768,6806428.82,30947.887074,178569,219.97
1737504000000,2025-01-22 00:00:00,XMR/USDT,216.08,223.5,212.34,222.78,11155306.7,51113.669157,6058628.69,27756.933671,162494,218.28
1737417600000,2025-01-21 00:00:00,XMR/USDT,208.06,219.25,202.22,216.08,15247104.33,72825.279164,8485483.83,40530.409564,216121,209.46
1737331200000,2025-01-20 00:00:00,XMR/USDT,206.58,214.11,200.68,208.06,22138377.53,106166.531047,12724620.21,61022.136699,318396,208.58
1737244800000,2025-01-19 00:00:00,XMR/USDT,217.64,223.28,204.71,206.55,18295670.84,85511.569762,10171380.12,47541.020547,262504,214.01
1737158400000,2025-01-18 00:00:00,XMR/USDT,230.04,232.23,212.49,217.58,13945218.7,63900.101419,7654869.88,35078.598358,198745,218.3
1737072000000,2025-01-17 00:00:00,XMR/USDT,221.03,235,218.09,229.9,11288694.96,50266.919108,6210697.49,27659.588547,160029,224.67
1736985600000,2025-01-16 00:00:00,XMR/USDT,208.39,221.4,206.66,221.08,11777027.55,55252.08971,6430211.79,30164.349858,167271,213.23
1736899200000,2025-01-15 00:00:00,XMR/USDT,205.65,210.45,203.75,208.2,11147960.5,53774.186959,6088398.67,29365.047434,157651,207.31
1736812800000,2025-01-14 00:00:00,XMR/USDT,202.22,209.53,201.91,205.61,9758715.4,47561.369966,5347726.35,26063.329434,139610,205.19
1736726400000,2025-01-13 00:00:00,XMR/USDT,199.86,203.9,191,202.19,12197604.47,61514.127057,6764209.61,34110.292797,172589,198.34
1736640000000,2025-01-12 00:00:00,XMR/USDT,198.3,209.74,195.62,199.98,6408672.92,31966.694424,3427674.64,17095.312228,90053,200.53
1736553600000,2025-01-11 00:00:00,XMR/USDT,199.63,199.72,193.32,198.16,6629003.13,33742.605026,3563895.33,18142.253473,93189,196.46
1736467200000,2025-01-10 00:00:00,XMR/USDT,190.7,200.65,188.3,199.61,10848736.69,55535.224874,5929933.75,30350.979852,152066,195.38
1736380800000,2025-01-09 00:00:00,XMR/USDT,200.8,200.85,190,190.69,10959693.11,56369.810728,5960039.68,30650.885736,155229,194.45
1736294400000,2025-01-08 00:00:00,XMR/USDT,194.02,201.67,183.59,200.8,11882397.76,61343.232083,6521305.46,33653.527741,168502,193.81
1736208000000,2025-01-07 00:00:00,XMR/USDT,203.93,205.3,193.45,194.07,9446604.49,47406.52383,5223861.78,26218.860594,132496,199.34
1736121600000,2025-01-06 00:00:00,XMR/USDT,196.86,205.51,196.67,203.94,9493962.24,46845.217492,5142891.24,25375.985068,134303,202.68
1736035200000,2025-01-05 00:00:00,XMR/USDT,194.28,198.66,188.32,196.84,6879968.94,35284.82403,3647784.38,18706.653748,97414,195.02
1735948800000,2025-01-04 00:00:00,XMR/USDT,201.17,202.31,193.49,194.37,7166668.34,36385.900339,3760573.69,19091.560665,102684,196.98
1735862400000,2025-01-03 00:00:00,XMR/USDT,197.46,206.42,195.88,201.16,8327833.3,41403.471385,4505264.55,22399.730171,117519,201.15
1735776000000,2025-01-02 00:00:00,XMR/USDT,195.75,198.13,192.21,197.42,9450349.77,48448.506048,5110111.26,26197.251072,133623,195.06
1735689600000,2025-01-01 00:00:00,XMR/USDT,193.73,196.77,191.91,195.68,6547126.08,33606.717424,3478197.68,17852.893837,93520,194.82
1735603200000,2024-12-31 00:00:00,XMR/USDT,190.87,196.6,186.24,193.66,8806836.36,45935.18199,4733263.09,24686.842915,126637,191.76
1735516800000,2024-12-30 00:00:00,XMR/USDT,193.34,197.3,183.44,190.88,9132719.85,47525.510911,4930678.74,25659.452753,131155,192.22
1735430400000,2024-12-29 00:00:00,XMR/USDT,197.77,206.79,189.68,193.36,6211757.44,31644.921215,3296535.81,16784.233542,87277,196.33
1735344000000,2024-12-28 00:00:00,XMR/USDT,193.14,207.6,193.03,197.92,6983428.59,35304.122024,3730725.99,18854.946016,98793,197.82
1735257600000,2024-12-27 00:00:00,XMR/USDT,189.28,207.97,187.65,193.17,8613051.15,44746.623237,4544264.11,23598.122464,122874,192.5
1735171200000,2024-12-26 00:00:00,XMR/USDT,191.32,195.12,187.95,189.41,8729743.2,45724.686548,4688072.52,24554.569799,123762,190.93
1735084800000,2024-12-25 00:00:00,XMR/USDT,190.31,199.75,189.4,191.24,8606369.4,44178.641941,4644955.75,23842.404564,123003,194.83
1734998400000,2024-12-24 00:00:00,XMR/USDT,191,193.25,184.91,190.49,10148389.45,53711.959254,5552183.23,29381.446067,144886,188.96
1734912000000,2024-12-23 00:00:00,XMR/USDT,190.25,193.56,184.39,191.08,11418710.76,60018.984747,6270604.62,32956.711401,161951,190.26
