https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1659139200000,2022-07-30 00:00:00,XMR/USDT,161.0450879,163.5458108,154.86275689,155.71383087,20249.20321974,126.84066319,0,0,0,159.64283622
1659052800000,2022-07-29 00:00:00,XMR/USDT,162.13760455,166.32257737,158.92525516,159.7009738,19308.13409981,118.97277687,0,0,0,162.29035421
1658966400000,2022-07-28 00:00:00,XMR/USDT,161.5,166.32257737,156.93373235,162.53081549,33996.74588901,212.54554847,0,0,0,159.95040184
1658880000000,2022-07-27 00:00:00,XMR/USDT,150.3230187,163.14385096,150.13593265,162.32760664,20946.01192273,134.25829466,0,0,0,156.0127959
1658793600000,2022-07-26 00:00:00,XMR/USDT,143.2222336,150.25101841,138,150.2510184,45731.62445274,315.50104999,0,0,0,144.94919891
1658707200000,2022-07-25 00:00:00,XMR/USDT,150.3660606,150.3660606,143.6105273,143.74565288,13770.01315756,93.94708537,0,0,0,146.57201022
1658620800000,2022-07-24 00:00:00,XMR/USDT,147.8,153.3290214,147.36930281,151.3694189,7575.76305412,50.33417864,0,0,0,150.50932107
1658534400000,2022-07-23 00:00:00,XMR/USDT,148.5978873,150.94783091,142.888712,146.3813605,8222.61782406,56.1381066,0,0,0,146.47123535
1658448000000,2022-07-22 00:00:00,XMR/USDT,151.9430943,153.7580203,148.5577809,149.04602635,17248.72128871,114.36790406,0,0,0,150.81784903
1658361600000,2022-07-21 00:00:00,XMR/USDT,151.1599495,152.60210159,145.58849756,150.73017,32587.26304156,216.97966339,0,0,0,150.18579406
1658275200000,2022-07-20 00:00:00,XMR/USDT,146.3270872,152.90097595,143.22223361,151.03546592,27513.18055391,185.58862836,0,0,0,148.24820247
1658188800000,2022-07-19 00:00:00,XMR/USDT,146.8269206,149.47969102,139.51520272,146.6685901,32782.73052824,226.64526845,0,0,0,144.6433484
1658102400000,2022-07-18 00:00:00,XMR/USDT,138.0057416,148.68551721,138.0057416,147.5009509,42014.60035788,292.26757438,0,0,0,143.75388869
1658016000000,2022-07-17 00:00:00,XMR/USDT,138.3023162,141.45817749,134.48539798,135.9526002,25196.11506143,185.29549485,0,0,0,135.978023
1657929600000,2022-07-16 00:00:00,XMR/USDT,138.59792601,145,136.00000023,139.3932724,29402.73965457,207.45092572,0,0,0,141.73347047
1657843200000,2022-07-15 00:00:00,XMR/USDT,133.5587871,141.2,132.38872757,138.1766273,27321.54859086,200.12451532,0,0,0,136.52274708
1657756800000,2022-07-14 00:00:00,XMR/USDT,123.39751192,134.6145453,123.3821384,133.8705129,17379.65149894,134.59143872,0,0,0,129.12895251
1657670400000,2022-07-13 00:00:00,XMR/USDT,123.18489811,135,117.7299301,124.80500236,118485.14491136,987.48827791,0,0,0,119.98638116
1657584000000,2022-07-12 00:00:00,XMR/USDT,128.14317699,128.910664,123.21227876,123.21227876,71028.94048036,568.89148841,0,0,0,124.85498891
1657497600000,2022-07-11 00:00:00,XMR/USDT,129.26011957,132.6610968,125.7,127.8448393,14578.72556864,112.27917221,0,0,0,129.84354339
1657411200000,2022-07-10 00:00:00,XMR/USDT,127.1090402,129.43542966,120.8148302,129.43542966,40048.87153091,322.34859732,0,0,0,124.2408742
1657324800000,2022-07-09 00:00:00,XMR/USDT,125.101725,128.96263495,125,127.51542023,7449.03817295,58.72427298,0,0,0,126.84768656
1657238400000,2022-07-08 00:00:00,XMR/USDT,129.96776084,133.78466033,125.12027034,125.12027034,42583.38186671,326.77039768,0,0,0,130.3159104
1657152000000,2022-07-07 00:00:00,XMR/USDT,125.83048563,131.32283892,125.39366014,129.57476357,33212.86286767,258.11581365,0,0,0,128.67426601
1657065600000,2022-07-06 00:00:00,XMR/USDT,123.3337785,126.7222684,121.9154615,126.21135148,13507.3087803,108.34637741,0,0,0,124.66783941
1656979200000,2022-07-05 00:00:00,XMR/USDT,123.3715631,125.1594294,118.99483633,122.1999974,59582.27981994,487.67281128,0,0,0,122.17675138
1656892800000,2022-07-04 00:00:00,XMR/USDT,116.1036257,124.2,111,123.65952267,26870.19127499,220.34612389,0,0,0,121.94537757
1656806400000,2022-07-03 00:00:00,XMR/USDT,115.81940084,117.51903888,114.2256088,116.1525116,7035.45244289,60.61718842,0,0,0,116.06365498
1656720000000,2022-07-02 00:00:00,XMR/USDT,115.7438055,118.8616653,113.53512838,115.73606353,11335.64069318,97.03725782,0,0,0,116.81740547
1656633600000,2022-07-01 00:00:00,XMR/USDT,112.92969231,117.29843418,110,115.4742945,76843.34915041,680.53260462,0,0,0,112.91648427
1656547200000,2022-06-30 00:00:00,XMR/USDT,119.10229422,119.909565,108,112.7309902,49686.72000731,444.65673075,0,0,0,111.74174722
1656460800000,2022-06-29 00:00:00,XMR/USDT,117.59325307,124.29772139,117.0567644,118.66793035,84812.02292467,705.62145679,0,0,0,120.19479015
1656374400000,2022-06-28 00:00:00,XMR/USDT,120.69303038,122.9863695,116.18523505,117.327,120425.70691947,1012.89322685,0,0,0,118.89279514
1656288000000,2022-06-27 00:00:00,XMR/USDT,125.73425366,130.283,120.1237431,120.2308931,19662.15478615,158.0074418,0,0,0,124.43815659
1656201600000,2022-06-26 00:00:00,XMR/USDT,127.65139795,133.8,125.4802416,125.4802416,30069.38751952,230.59179437,0,0,0,130.40094337
1656115200000,2022-06-25 00:00:00,XMR/USDT,126.903,128.022095,121.5054185,126.83762501,22954.31219271,184.99574249,0,0,0,124.08021873
1656028800000,2022-06-24 00:00:00,XMR/USDT,122.777,128.5039169,122.7,126.9943079,10965.56154678,87.37992064,0,0,0,125.49292178
1655942400000,2022-06-23 00:00:00,XMR/USDT,111.248,122.7,111.013,122.2838411,18055.61075962,153.68734185,0,0,0,117.48274478
1655856000000,2022-06-22 00:00:00,XMR/USDT,117.4282276,117.63899944,106,111.09925688,55916.52768942,488.7151734,0,0,0,114.41537061
1655769600000,2022-06-21 00:00:00,XMR/USDT,114.60484709,121.7429743,113.9757919,117.04844422,11556.1531674,97.50626703,0,0,0,118.51702992
1655683200000,2022-06-20 00:00:00,XMR/USDT,112.0881973,115,107.5452002,114.7320471,5382.46902558,48.36557015,0,0,0,111.28720304
1655596800000,2022-06-19 00:00:00,XMR/USDT,102.6722688,113.4347289,99,112.34980549,40288.73940926,371.65213596,0,0,0,108.4044339
1655510400000,2022-06-18 00:00:00,XMR/USDT,112.30548167,113.7573801,95.95124109,102.6722688,77285.27370453,761.48769058,0,0,0,101.49247934
1655424000000,2022-06-17 00:00:00,XMR/USDT,106.94080799,115.1103304,106.94080799,112.94965739,55755.42309313,499.49656553,0,0,0,111.62323615
1655337600000,2022-06-16 00:00:00,XMR/USDT,118.5810118,120.6971391,104.36590958,106.69181412,47111.55139986,427.12608192,0,0,0,110.29893372
1655251200000,2022-06-15 00:00:00,XMR/USDT,117.97284701,119.32759446,104,118.3048688,32948.97531606,297.73048442,0,0,0,110.66712023
1655164800000,2022-06-14 00:00:00,XMR/USDT,130.90109904,132.715724,116.23519438,118.8248746,55970.8745745,455.32618207,0,0,0,122.92478837
1655078400000,2022-06-13 00:00:00,XMR/USDT,156.9337323,157.69035653,129.3953042,130.3752743,114720.47614312,827.74631615,0,0,0,138.59376224
1654992000000,2022-06-12 00:00:00,XMR/USDT,164.60358469,164.60358469,152.3283807,157.2999775,49811.27233398,310.23055027,0,0,0,160.56211192
1654905600000,2022-06-11 00:00:00,XMR/USDT,174.4482969,175.346,160.1683829,164.08554462,33883.53134942,203.82317933,0,0,0,166.23983327
1654819200000,2022-06-10 00:00:00,XMR/USDT,181.3839225,184.13677207,171.11139786,172.22949649,18936.75428445,108.03941799,0,0,0,175.27634484
1654732800000,2022-06-09 00:00:00,XMR/USDT,184.833,186.38423405,181.3839225,181.3839225,2078.05431425,11.33428451,0,0,0,183.34234617
1654646400000,2022-06-08 00:00:00,XMR/USDT,186.42626553,187.363,181.8893101,183.26456903,39877.95165319,216.98573112,0,0,0,183.78144704
1654560000000,2022-06-07 00:00:00,XMR/USDT,186.3889867,193.12661998,179.06078979,186.40402577,40465.10938475,218.81940187,0,0,0,184.92468692
1654473600000,2022-06-06 00:00:00,XMR/USDT,186.33760275,193.46433419,186.32530527,188.89986135,47017.70387889,246.41454257,0,0,0,190.80734192
1654387200000,2022-06-05 00:00:00,XMR/USDT,187.6103868,187.9376063,184.6019574,186.389,7247.15496629,39.07433153,0,0,0,185.47099035
1654300800000,2022-06-04 00:00:00,XMR/USDT,191.5856582,191.5856582,187,187.50157445,7934.53701707,42.07972012,0,0,0,188.55964332
1654214400000,2022-06-03 00:00:00,XMR/USDT,200.376,200.376,185.91450168,191.7858908,38443.00008315,199.41680508,0,0,0,192.77713364
1654128000000,2022-06-02 00:00:00,XMR/USDT,193.2702265,200.30639604,189.33208627,196.70081446,52011.8810996,265.60076127,0,0,0,195.8273043
1654041600000,2022-06-01 00:00:00,XMR/USDT,193.8046675,198.14472241,188.8912466,194.1734261,62121.25397741,322.7099278,0,0,0,192.49873842
1653955200000,2022-05-31 00:00:00,XMR/USDT,199.98999999,201.6,188.9062117,193.8046675,28730.47455139,147.19799908,0,0,0,195.18250744
1653868800000,2022-05-30 00:00:00,XMR/USDT,181.05111306,199.98999999,181.05111306,199.3232993,64155.6572756,330.00882557,0,0,0,194.40588343
1653782400000,2022-05-29 00:00:00,XMR/USDT,175.7767615,184.8,167.7834102,180.00000277,18290.1851938,104.76019636,0,0,0,174.59097853
1653696000000,2022-05-28 00:00:00,XMR/USDT,181.45969816,181.7253412,174.6,175.6682374,20109.98588161,113.30876834,0,0,0,177.47952057
1653609600000,2022-05-27 00:00:00,XMR/USDT,187.556,187.556,175.64440336,179.08073646,33519.28145082,187.1154181,0,0,0,179.13692944
1653523200000,2022-05-26 00:00:00,XMR/USDT,197.7164235,197.7164235,180,185,64047.08301838,342.57222034,0,0,0,186.95935985
1653436800000,2022-05-25 00:00:00,XMR/USDT,188.17900628,197.7164235,188.17900628,195.04339059,10850.80743747,56.21385458,0,0,0,193.02727981
1653350400000,2022-05-24 00:00:00,XMR/USDT,182.7874142,190.40565771,182.7873924,188.17900628,17625.9052505,94.96686466,0,0,0,185.60058093
1653264000000,2022-05-23 00:00:00,XMR/USDT,184.8,195.01204886,180.52507783,182.44381563,61899.7620321,327.07829107,0,0,0,189.25059755
1653177600000,2022-05-22 00:00:00,XMR/USDT,174.74858036,184.8260863,171.7603285,184.8,33846.18491846,190.02845712,0,0,0,178.11113888
1653091200000,2022-05-21 00:00:00,XMR/USDT,172.76587765,176.666,169.7647418,174.74858036,44081.5504533,252.16333228,0,0,0,174.8134832
1653004800000,2022-05-20 00:00:00,XMR/USDT,163.3683977,175.8430445,162.3621629,172.7896262,104544.91958455,615.52365716,0,0,0,169.84711857
1652918400000,2022-05-19 00:00:00,XMR/USDT,155.04153934,165.00255692,151.07067801,163.3683977,55213.73364093,347.13730836,0,0,0,159.05444995
1652832000000,2022-05-18 00:00:00,XMR/USDT,173.0419334,174.7515317,154.5519421,154.81577859,61332.20264103,375.91908108,0,0,0,163.15267228
1652745600000,2022-05-17 00:00:00,XMR/USDT,162.19571458,175.8225311,161.47823046,172.6455993,59358.30566855,357.24169239,0,0,0,166.15727372
1652659200000,2022-05-16 00:00:00,XMR/USDT,170.5761922,173.04277201,160.1966572,162.19504787,112159.21243144,671.7534771,0,0,0,166.9648409
1652572800000,2022-05-15 00:00:00,XMR/USDT,152.262,171.66941667,150,170.9743309,121094.07130778,764.36412953,0,0,0,158.42458669
1652486400000,2022-05-14 00:00:00,XMR/USDT,142.92505747,153.87281468,136.11896821,151.94593005,73568.40198035,511.13470691,0,0,0,143.93153308
1652400000000,2022-05-13 00:00:00,XMR/USDT,137.60165764,153.9325266,135.49485322,144.38247442,72009.87834167,487.74070246,0,0,0,147.63967406
1652313600000,2022-05-12 00:00:00,XMR/USDT,140.82905068,153.4,119.51415033,137.2804486,348734.41915695,2619.16032971,0,0,0,133.14741186
1652227200000,2022-05-11 00:00:00,XMR/USDT,162.48233806,170.9662891,138.43924437,140.25666301,338163.37251557,2186.00065392,0,0,0,154.69500062
1652140800000,2022-05-10 00:00:00,XMR/USDT,173.97979543,188.73271156,151.1,163.2,315506.52014771,1856.50202208,0,0,0,169.94676892
1652054400000,2022-05-09 00:00:00,XMR/USDT,215.88116282,218.09844995,172.7967097,173.74310983,187943.42224634,958.60694723,0,0,0,196.05889858
1651968000000,2022-05-08 00:00:00,XMR/USDT,204.5512906,220.10758363,200.11204384,215.48168484,84302.85286957,402.47777159,0,0,0,209.45964925
1651881600000,2022-05-07 00:00:00,XMR/USDT,216.55897613,220.5,199.9809643,203.39503833,111148.97312102,519.15024536,0,0,0,214.09789191
1651795200000,2022-05-06 00:00:00,XMR/USDT,206.46258024,217.48099982,200.37848382,216.41725519,146651.18430914,717.88616751,0,0,0,204.28194739
1651708800000,2022-05-05 00:00:00,XMR/USDT,222.50815656,229.00415347,198.0227347,207.01858315,119272.93559181,566.2277774,0,0,0,210.64479764
1651622400000,2022-05-04 00:00:00,XMR/USDT,206.68404693,224.95717324,206.68404693,224.95717324,61950.27566579,289.39621683,0,0,0,214.06733074
1651536000000,2022-05-03 00:00:00,XMR/USDT,199.09889417,214.90840936,199.09889417,208.2335037,56790.07293305,273.75834723,0,0,0,207.44599573
1651449600000,2022-05-02 00:00:00,XMR/USDT,211.88530299,215.75546894,195.05630002,198.09318027,100203.79759494,488.61980832,0,0,0,205.07518501
1651363200000,2022-05-01 00:00:00,XMR/USDT,214.68378852,226.47739997,208.64894113,212.3394209,135693.20573303,625.57966667,0,0,0,216.90795427
1651276800000,2022-04-30 00:00:00,XMR/USDT,221.56498034,231.52894888,213,214.66255187,170184.64103402,756.70774202,0,0,0,224.90141382
1651190400000,2022-04-29 00:00:00,XMR/USDT,226.65734375,234.5638739,217.34878506,220.09153572,313995.92385731,1385.94967343,0,0,0,226.55651202
1651104000000,2022-04-28 00:00:00,XMR/USDT,229.04100184,236.44414923,223.73183219,226.55277672,110116.20829194,476.2538964,0,0,0,231.21324386
1651017600000,2022-04-27 00:00:00,XMR/USDT,229.2876885,235.54877702,221.90607439,229.48626545,82073.06740023,360.41649634,0,0,0,227.71728884
1650931200000,2022-04-26 00:00:00,XMR/USDT,254.3438867,262.5,228.04200001,229.2876885,87948.6123665,356.21303783,0,0,0,246.89891448
1650844800000,2022-04-25 00:00:00,XMR/USDT,252.22903792,259.10721034,237.019839,254.61787426,162628.01640293,667.23215151,0,0,0,243.73528169
1650758400000,2022-04-24 00:00:00,XMR/USDT,265.08691587,269.1536543,248.61129804,253.22166125,114028.59451576,442.03043143,0,0,0,257.96548474
1650672000000,2022-04-23 00:00:00,XMR/USDT,267.40227133,278.64304617,262.43296951,267.20335367,61228.53140291,227.58463241,0,0,0,269.03631741
1650585600000,2022-04-22 00:00:00,XMR/USDT,277.54633451,285.3012141,261.674,267.80822939,133476.54818301,486.74120334,0,0,0,274.22488021
1650499200000,2022-04-21 00:00:00,XMR/USDT,266.82653668,287.1,254.827386,278.47863464,690303.38538541,2516.02589599,0,0,0,274.36259161
1650412800000,2022-04-20 00:00:00,XMR/USDT,254.33357604,269.82965837,248.5952948,267.4735434,78855.51134623,303.58813357,0,0,0,259.74503818
1650326400000,2022-04-19 00:00:00,XMR/USDT,264.93424845,267.75077894,250.625,254.3867866,145377.36172649,566.5673081,0,0,0,256.59327611
1650240000000,2022-04-18 00:00:00,XMR/USDT,240.5320707,266.10131809,232.6,264.74486032,201239.76667895,796.47725892,0,0,0,252.66228812
1650153600000,2022-04-17 00:00:00,XMR/USDT,235.60233784,242.8460587,235.2333887,240.688134,34152.32041878,143.13831906,0,0,0,238.59662907
1650067200000,2022-04-16 00:00:00,XMR/USDT,239.28169661,239.28169661,228.922757,235.56333594,117507.21815324,505.80982987,0,0,0,232.31501488
1649980800000,2022-04-15 00:00:00,XMR/USDT,229.46589092,239.99,228.37348518,239.82488847,101814.88144652,431.45618745,0,0,0,235.9796531
1649894400000,2022-04-14 00:00:00,XMR/USDT,236.67801583,240.0000318,225,229.70400005,261935.94411985,1117.25442307,0,0,0,234.44610172
1649808000000,2022-04-13 00:00:00,XMR/USDT,232.51051838,238.5204451,227.9399109,236.91056877,156410.02321407,670.65191071,0,0,0,233.22087168
1649721600000,2022-04-12 00:00:00,XMR/USDT,227.11324955,250.02361927,224.8817484,232.965,1405332.91226556,5902.91931257,0,0,0,238.0742202
1649635200000,2022-04-11 00:00:00,XMR/USDT,235.08643615,243.82687241,216.0685176,225.40655855,405146.75346886,1789.12463595,0,0,0,226.44970916
1649548800000,2022-04-10 00:00:00,XMR/USDT,239.96001662,244.28294995,228.91156164,235,308394.19497025,1295.45287687,0,0,0,238.05898344
1649462400000,2022-04-09 00:00:00,XMR/USDT,216.99136298,244.58932445,216.57278474,239.96001662,365022.30257016,1579.71643467,0,0,0,231.06824399
1649376000000,2022-04-08 00:00:00,XMR/USDT,225.66025053,227.11324955,215.288538,217.0265388,258262.45001867,1166.81046857,0,0,0,221.34053213
1649289600000,2022-04-07 00:00:00,XMR/USDT,213.34109988,228,212.985,226.4912919,152310.86827977,691.1390844,0,0,0,220.3765808
1649203200000,2022-04-06 00:00:00,XMR/USDT,220.56913588,224.13929708,211.089,213.3743056,214974.54809883,990.71559406,0,0,0,216.98916357
1649116800000,2022-04-05 00:00:00,XMR/USDT,221.890603,228.541,218.5827496,223.20800001,153342.82642973,684.8800883,0,0,0,223.8973348
1649030400000,2022-04-04 00:00:00,XMR/USDT,217.06347491,224.37777517,209.436,221.70492692,229144.65890539,1065.15344564,0,0,0,215.12830836
1648944000000,2022-04-03 00:00:00,XMR/USDT,212.59807435,220,209.436,217.17994014,221498.2790402,1027.50764408,0,0,0,215.56849753
1648857600000,2022-04-02 00:00:00,XMR/USDT,217.27314557,223.19596421,211.953,211.953,314856.05041228,1434.94194605,0,0,0,219.42075864
1648771200000,2022-04-01 00:00:00,XMR/USDT,213.3268242,222.59699918,209,218.62245615,226830.30645265,1046.90692852,0,0,0,216.66711746
1648684800000,2022-03-31 00:00:00,XMR/USDT,221.9961103,223.44479235,210.78999999,212.89063476,211126.33929569,971.14808536,0,0,0,217.39870826
1648598400000,2022-03-30 00:00:00,XMR/USDT,221.60189307,223.46099999,216.11359144,221.4791896,90144.5169707,408.93113494,0,0,0,220.43935828
1648512000000,2022-03-29 00:00:00,XMR/USDT,215.44906248,225.38,215.44906248,221.8,269177.35739844,1215.42993606,0,0,0,221.46678258
1648425600000,2022-03-28 00:00:00,XMR/USDT,215.6756934,221.69507781,212.66700001,213.41924421,333633.68908859,1524.01448984,0,0,0,218.91766207
1648339200000,2022-03-27 00:00:00,XMR/USDT,205.7507981,215.681,205.7507981,215.41532055,111580.42601521,529.18471546,0,0,0,210.8534558
1648252800000,2022-03-26 00:00:00,XMR/USDT,199.86070826,209.533039,199.86070826,207.39288384,188996.79407262,924.18369974,0,0,0,204.50132817
1648166400000,2022-03-25 00:00:00,XMR/USDT,203.75314592,204.56945873,198.4545269,199.70037262,136792.98259551,678.19483019,0,0,0,201.70160034
1648080000000,2022-03-24 00:00:00,XMR/USDT,196.95083718,204.56945873,193.98471602,203.75314592,217523.52579574,1077.22264069,0,0,0,201.92996097
1647993600000,2022-03-23 00:00:00,XMR/USDT,193.61593162,197,191.37099999,197,96524.82316799,496.86603838,0,0,0,194.26729885
1647907200000,2022-03-22 00:00:00,XMR/USDT,190.9025475,198.00598099,188.88000001,193.3121287,158086.09617986,807.37435239,0,0,0,195.80272238
1647820800000,2022-03-21 00:00:00,XMR/USDT,194.65593223,195.66055972,188.48484,191.12366563,206013.12271716,1070.61775538,0,0,0,192.42453404
1647734400000,2022-03-20 00:00:00,XMR/USDT,198.169,204.3839301,194.359,194.38959495,145720.61834503,732.3443224,0,0,0,198.97828642
1647648000000,2022-03-19 00:00:00,XMR/USDT,195.37086035,201.7698141,191.27130758,197.16625722,211568.75045723,1069.31225368,0,0,0,197.85497615
1647561600000,2022-03-18 00:00:00,XMR/USDT,187.48166958,196.45964227,186.09434492,195.26634847,163917.16168268,857.59432592,0,0,0,191.13601469
1647475200000,2022-03-17 00:00:00,XMR/USDT,189.9368614,191.65629682,185.405,187.56194824,110080.22147032,584.45986217,0,0,0,188.34522025
1647388800000,2022-03-16 00:00:00,XMR/USDT,183.18229139,193.0072106,182.43843054,189.49462481,317510.51970743,1671.84014532,0,0,0,189.91679353
1647302400000,2022-03-15 00:00:00,XMR/USDT,186.123,191.32388685,177.25394467,184,177891.34589905,970.81506487,0,0,0,183.23916916
1647216000000,2022-03-14 00:00:00,XMR/USDT,175.21299999,186.1227805,173.964,185.22729616,147020.03787224,811.43012695,0,0,0,181.18631905
1647129600000,2022-03-13 00:00:00,XMR/USDT,185.80737775,194.2593262,174.29133371,175.8,185124.82998147,1001.48292727,0,0,0,184.85070982
1647043200000,2022-03-12 00:00:00,XMR/USDT,169.87552741,186.469989,169.69832214,185.1928767,162560.29791938,904.04053261,0,0,0,179.81527603
1646956800000,2022-03-11 00:00:00,XMR/USDT,178.0574317,178.0574317,167.05312545,170.27403979,116840.91540097,679.17193863,0,0,0,172.03436825
1646870400000,2022-03-10 00:00:00,XMR/USDT,189.4050231,191.87200002,165.6852072,179.28786988,318530.35924873,1835.24854724,0,0,0,173.56251812
1646784000000,2022-03-09 00:00:00,XMR/USDT,202.7482059,207.75271965,185.8,188.96399999,482233.43096583,2460.65300205,0,0,0,195.97782806
1646697600000,2022-03-08 00:00:00,XMR/USDT,158.2619074,207.19273171,158,203.20800003,507290.18808824,2803.70606844,0,0,0,180.93558158
1646611200000,2022-03-07 00:00:00,XMR/USDT,158.3845462,162.78704399,153.33217088,157.8933925,114255.30225812,720.61297552,0,0,0,158.55293498
1646524800000,2022-03-06 00:00:00,XMR/USDT,166.01940225,173.33686004,158.75416163,159.50236468,207699.42195972,1240.87269077,0,0,0,167.38173344
1646438400000,2022-03-05 00:00:00,XMR/USDT,158.676,166.12649999,155.79712692,166.02540398,124777.04768301,782.80970115,0,0,0,159.39639927
1646352000000,2022-03-04 00:00:00,XMR/USDT,171.70379505,179.18322123,156.22883724,159.45155542,182500.74652388,1092.23695962,0,0,0,167.08896811
1646265600000,2022-03-03 00:00:00,XMR/USDT,178.3335435,181.081,170.57589605,172.18322123,403422.16938663,2267.57110862,0,0,0,177.90937971
1646179200000,2022-03-02 00:00:00,XMR/USDT,177.38,180.8514063,172.83915204,177.14700001,322911.3643105,1818.36079537,0,0,0,177.58376947
1646092800000,2022-03-01 00:00:00,XMR/USDT,170.48812736,179.6,170.25994936,177.38,295387.85660563,1697.73585797,0,0,0,173.98929004
1646006400000,2022-02-28 00:00:00,XMR/USDT,150.1495659,170.49483715,149.18672539,169.94567182,119040.72975877,750.47165535,0,0,0,158.62122028
1645920000000,2022-02-27 00:00:00,XMR/USDT,156.9708457,159.3243813,148.4320743,150.55,104838.51433554,677.67772918,0,0,0,154.70261131
1645833600000,2022-02-26 00:00:00,XMR/USDT,153.71157768,159.82112691,152.1852149,157.33716954,87165.32860429,556.11019693,0,0,0,156.7411083
1645747200000,2022-02-25 00:00:00,XMR/USDT,147.2898594,155.8901849,145.581627,153.29633963,93972.46359139,626.98972159,0,0,0,149.87879442
1645660800000,2022-02-24 00:00:00,XMR/USDT,148.32188129,151.46795673,131.91016502,147.0307402,743382.15228907,5440.10953763,0,0,0,136.64837943
1645574400000,2022-02-23 00:00:00,XMR/USDT,150.93650163,155.926269,148.2884131,148.2884131,173822.54864274,1132.41333035,0,0,0,153.49744124
1645488000000,2022-02-22 00:00:00,XMR/USDT,147.64154752,151.36701731,140.88482551,150.79350209,233263.70187288,1593.0536872,0,0,0,146.42551205
1645401600000,2022-02-21 00:00:00,XMR/USDT,153.82497395,161.64668722,146.86015032,147.74128448,247995.47766025,1586.49664863,0,0,0,156.31642075
1645315200000,2022-02-20 00:00:00,XMR/USDT,161.07396503,161.51067059,151.143,154.42005427,291201.90204686,1880.49568222,0,0,0,154.85379987
1645228800000,2022-02-19 00:00:00,XMR/USDT,161.2376363,165.4614021,158.20000001,161.41842391,259764.52782356,1609.14525069,0,0,0,161.4301305
1645142400000,2022-02-18 00:00:00,XMR/USDT,162.7334962,166.76721169,158.9,160.03643744,454158.7880556,2800.20963007,0,0,0,162.18742453
1645056000000,2022-02-17 00:00:00,XMR/USDT,179.28419122,180.6,163,163.11326759,153938.83595933,906.59418031,0,0,0,169.79905596
1644969600000,2022-02-16 00:00:00,XMR/USDT,181.952,183.5373604,178.00000001,178.5,108577.67740529,599.16361335,0,0,0,181.21540591
1644883200000,2022-02-15 00:00:00,XMR/USDT,176.2640152,183.11,174.51859101,182.1954739,293370.51752556,1632.31786446,0,0,0,179.72634124
1644796800000,2022-02-14 00:00:00,XMR/USDT,173.5164299,177.30245368,168.1432704,177.04785346,99943.79667342,575.78876231,0,0,0,173.57719221
1644710400000,2022-02-13 00:00:00,XMR/USDT,172.6648175,175.09828364,170.70149971,174.30000007,103576.14753559,598.41125814,0,0,0,173.08522546
1644624000000,2022-02-12 00:00:00,XMR/USDT,168.13068511,174.95999999,164.319,174.08555625,94148.03191139,555.40159838,0,0,0,169.51343349
1644537600000,2022-02-11 00:00:00,XMR/USDT,178.93816147,181.311,166.35079915,169.66522203,177425.25115311,999.18410515,0,0,0,177.5701297
1644451200000,2022-02-10 00:00:00,XMR/USDT,185.02188894,187.06062403,177.10829738,179.158,291842.77146136,1588.72835924,0,0,0,183.69582802
1644364800000,2022-02-09 00:00:00,XMR/USDT,178.91162415,185.8474833,176.027,185.8474833,167125.1142958,922.57465314,0,0,0,181.15077595
1644278400000,2022-02-08 00:00:00,XMR/USDT,184.92319239,187.5366727,174.81194988,178.768,191035.48849916,1049.48113623,0,0,0,182.02851095
1644192000000,2022-02-07 00:00:00,XMR/USDT,174.12333113,185,170.95590595,184.82088748,372261.12072896,2080.24168096,0,0,0,178.95089985
1644105600000,2022-02-06 00:00:00,XMR/USDT,168.79827792,174.06443807,166.9534473,173.5426882,112503.06236826,663.49538557,0,0,0,169.56118281
1644019200000,2022-02-05 00:00:00,XMR/USDT,164.855939,169.99648718,162,168.78331852,200524.79555999,1204.4262577,0,0,0,166.48989033
1643932800000,2022-02-04 00:00:00,XMR/USDT,146.88761769,166.01205338,146.77531442,165.29999999,221106.20999554,1419.4161068,0,0,0,155.77265111
1643846400000,2022-02-03 00:00:00,XMR/USDT,144.55645663,147.0073014,140.9481411,146.99999999,125920.2260998,871.73856719,0,0,0,144.44723548
1643760000000,2022-02-02 00:00:00,XMR/USDT,146.09873667,150.26156753,144.1584485,145.19632993,175663.86181499,1197.4719869,0,0,0,146.69559182
1643673600000,2022-02-01 00:00:00,XMR/USDT,146.75643906,148.14485018,143.3367664,146.75021226,237262.28864675,1638.26481247,0,0,0,144.82535841
1643587200000,2022-01-31 00:00:00,XMR/USDT,148.20264815,148.20264815,140.7837248,147.2692157,209906.70742749,1460.36177945,0,0,0,143.73610045
1643500800000,2022-01-30 00:00:00,XMR/USDT,153.75300347,155,145.77514026,147.87032292,113304.46528598,750.0574414,0,0,0,151.06105083
1643414400000,2022-01-29 00:00:00,XMR/USDT,149.00522685,155.51256237,149.00522685,153.49350665,72809.30379304,479.47717945,0,0,0,151.8514476
1643328000000,2022-01-28 00:00:00,XMR/USDT,144.74716294,149.24479635,140.78372481,148.98941787,126751.12366136,876.47995168,0,0,0,144.61383106
1643241600000,2022-01-27 00:00:00,XMR/USDT,147.223,149.4850708,139.40358516,144.7932461,172637.16809368,1204.64957452,0,0,0,143.30903504
1643155200000,2022-01-26 00:00:00,XMR/USDT,144.4441817,158.16334797,143.3105275,148.18812076,605253.65650929,4043.61975093,0,0,0,149.6811505
