https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETC,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1702339200000,2023-12-12 00:00:00,ETC/USDT,18.939,19.206,18.573,18.835,13133447.75,694386.494766,6546024.72,346094.718853,98446,18.914
1702252800000,2023-12-11 00:00:00,ETC/USDT,21.052,21.122,18.642,19.011,9462453.1,479005.112408,4750619.51,240494.585294,72478,19.774
1702166400000,2023-12-10 00:00:00,ETC/USDT,20.642,21.819,20.634,21.055,8112900.43,383343.545295,3987497.87,188423.316327,61251,21.167
1702080000000,2023-12-09 00:00:00,ETC/USDT,20.307,22,20.01,20.64,8091752.46,386017.834152,3932244.51,187597.044869,62158,20.979
1701993600000,2023-12-08 00:00:00,ETC/USDT,20.16,20.666,19.449,20.31,9097682.43,448818.351594,4477354.2,220878.832877,72010,20.273
1701907200000,2023-12-07 00:00:00,ETC/USDT,19.285,20.16,19.185,20.159,10598399.93,541309.845096,5228464.37,267032.060808,80087,19.58
1701820800000,2023-12-06 00:00:00,ETC/USDT,18.987,19.787,18.692,19.285,12984966.11,671504.577979,6499999.41,336166.838162,99114,19.34
1701734400000,2023-12-05 00:00:00,ETC/USDT,19.022,19.358,18,18.982,11894088.52,635491.575663,5952131.39,318007.246244,91620,18.72
1701648000000,2023-12-04 00:00:00,ETC/USDT,18.4,19.212,18.139,18.847,12230442.67,653577.053717,6107278.12,326334.219603,93744,18.715
1701561600000,2023-12-03 00:00:00,ETC/USDT,18.562,18.661,18,18.277,13453166.27,738262.370737,6726303.3,369123.246964,102642,18.224
1701475200000,2023-12-02 00:00:00,ETC/USDT,18.635,18.776,18.008,18.558,11729635.42,632999.371994,5846413.75,315507.742265,88704,18.53
1701388800000,2023-12-01 00:00:00,ETC/USDT,18.628,18.924,18.511,18.655,9981532.14,534063.065598,5013831.33,268268.492503,74920,18.69
1701302400000,2023-11-30 00:00:00,ETC/USDT,18.614,18.641,18.284,18.631,12732866.69,688774.267365,6339404.5,342917.567083,94955,18.486
1701216000000,2023-11-29 00:00:00,ETC/USDT,18.744,18.891,18.405,18.616,14821338.58,794012.197263,7435263.55,398326.518487,110617,18.666
1701129600000,2023-11-28 00:00:00,ETC/USDT,18.561,18.859,18.168,18.746,14047756.63,757114.659441,7011192.8,377839.467933,104323,18.555
1701043200000,2023-11-27 00:00:00,ETC/USDT,18.989,19.078,18.153,18.565,13977717.54,751351.443164,7010590.07,376849.940729,104167,18.605
1700956800000,2023-11-26 00:00:00,ETC/USDT,19.251,19.47,18.565,18.979,9976038.06,522103.860846,4998872.76,261619.487294,75116,19.108
1700870400000,2023-11-25 00:00:00,ETC/USDT,19.042,19.278,18.907,19.252,13253431.09,693721.785764,6608509.82,345901.617699,98690,19.105
1700784000000,2023-11-24 00:00:00,ETC/USDT,18.921,19.321,18.865,19.043,12153134,637487.892866,6094961.93,319720.873733,91087,19.064
1700697600000,2023-11-23 00:00:00,ETC/USDT,18.94,19.164,18.708,18.928,13692473.5,722886.377789,6882451.67,363364.819619,102000,18.941
1700611200000,2023-11-22 00:00:00,ETC/USDT,18.165,19.229,18.09,18.941,14505553.78,776845.852974,7297969.83,390858.218592,108534,18.675
1700524800000,2023-11-21 00:00:00,ETC/USDT,19.431,19.601,18,18.168,14877799.72,778393.920412,7463548.11,390480.603915,110165,19.12
1700438400000,2023-11-20 00:00:00,ETC/USDT,19.566,19.944,19.263,19.436,12090447.15,618018.294826,6042154.55,308851.984657,90143,19.563
1700352000000,2023-11-19 00:00:00,ETC/USDT,19.196,19.596,18.872,19.569,9540447.59,497743.116921,4793691.18,250097.310552,70733,19.168
1700265600000,2023-11-18 00:00:00,ETC/USDT,19.373,19.383,18.437,19.191,14953809.98,787006.673388,7433624.9,391218.582935,110217,19.002
1700179200000,2023-11-17 00:00:00,ETC/USDT,19.263,19.783,18.463,19.379,15713842.71,815258.996377,7907124.55,410231.613242,116714,19.277
1700092800000,2023-11-16 00:00:00,ETC/USDT,19.749,20.475,18.91,19.259,14658517.02,744114.9862,7318992.71,371554.868406,114273,19.703
1700006400000,2023-11-15 00:00:00,ETC/USDT,19.061,19.77,18.774,19.75,7600348.15,394563.728416,3795506.57,197049.224645,109828,19.266
1699920000000,2023-11-14 00:00:00,ETC/USDT,19.921,20.164,18.459,19.053,6713036.72,342155.769284,3381476.32,172350.039532,96826,19.628
1699833600000,2023-11-13 00:00:00,ETC/USDT,20.01,21.037,19.45,19.923,4629702.39,231885.288825,2312474.18,115827.123406,69897,19.968
1699747200000,2023-11-12 00:00:00,ETC/USDT,21.044,21.2,19.761,20.04,4801938.85,239487.759275,2401621.74,119775.213946,69684,20.051
1699660800000,2023-11-11 00:00:00,ETC/USDT,20.879,20.879,20.879,20.879,0,0,0,0,0,21.21
1699574400000,2023-11-10 00:00:00,ETC/USDT,20.607,21.777,20.607,20.879,3619958.46,170682.865656,1839635.56,86741.004178,52249,21.21
1699488000000,2023-11-09 00:00:00,ETC/USDT,18.324,20.66,18,20.629,6198613.14,325822.814776,3138484.17,164982.452959,89077,19.04
1699401600000,2023-11-08 00:00:00,ETC/USDT,18.107,18.446,18.002,18.328,4971239.86,273370.870799,2514418.42,138273.693307,72242,18.185
1699315200000,2023-11-07 00:00:00,ETC/USDT,18.513,18.528,17.571,18.112,4873181.72,269153.404879,2520639.07,139230.291869,70944,18.107
1699228800000,2023-11-06 00:00:00,ETC/USDT,17.981,18.82,17.666,18.512,4244291.84,232223.02271,2133053.55,116710.207093,61732,18.279
1699142400000,2023-11-05 00:00:00,ETC/USDT,17.491,18.268,17.391,17.971,3716031.74,208710.025802,1890474.47,106174.748672,51793,17.807
1699056000000,2023-11-04 00:00:00,ETC/USDT,17.24,17.598,17.137,17.485,4138363.44,239147.033361,2064749.81,119311.037299,58285,17.305
1698969600000,2023-11-03 00:00:00,ETC/USDT,17.276,17.289,16.726,17.24,5865038.11,345004.92432,2945969.14,173296.554221,83249,17
1698883200000,2023-11-02 00:00:00,ETC/USDT,17.748,17.908,16.845,17.27,6020582.48,345073.026576,3017597.45,172934.701387,85605,17.45
1698796800000,2023-11-01 00:00:00,ETC/USDT,17.472,17.947,17,17.752,4749255.45,270156.840859,2397109.39,136348.791485,68078,17.581
1698710400000,2023-10-31 00:00:00,ETC/USDT,16.768,17.721,16.48,17.47,8317051.76,484466.972442,4150795.49,241776.747016,118703,17.17
1698624000000,2023-10-30 00:00:00,ETC/USDT,16.638,16.889,16.491,16.771,1081779.42,64665.642079,545059.49,32582.61952,14743,16.729
1698537600000,2023-10-29 00:00:00,ETC/USDT,16.225,16.673,16.021,16.631,991660.97,60553.243704,487940.34,29796.877598,12922,16.378
1698451200000,2023-10-28 00:00:00,ETC/USDT,16.059,16.381,16.028,16.222,1221285.66,75232.02825,611232.6,37650.881762,16810,16.233
1698364800000,2023-10-27 00:00:00,ETC/USDT,16.572,16.596,15.88,16.063,1688660.41,103892.911795,858883.94,52838.004008,23319,16.255
1698278400000,2023-10-26 00:00:00,ETC/USDT,16.416,17.142,15.967,16.574,1793042.23,108345.280284,902256.87,54524.337469,24936,16.551
1698192000000,2023-10-25 00:00:00,ETC/USDT,16.471,16.779,16.215,16.421,1745947.97,106059.627239,870656.95,52888.832204,24100,16.462
1698105600000,2023-10-24 00:00:00,ETC/USDT,16.625,17.301,16.135,16.465,1778496.89,106788.134313,906652.38,54436.607792,24471,16.657
1698019200000,2023-10-23 00:00:00,ETC/USDT,15.85,16.74,15.669,16.624,1582934.97,99190.415153,804893.1,50438.666059,22025,15.961
1697932800000,2023-10-22 00:00:00,ETC/USDT,15.723,15.864,15.348,15.855,1082481.55,69498.297705,540084.09,34675.977149,14951,15.576
1697846400000,2023-10-21 00:00:00,ETC/USDT,15.282,15.801,15.246,15.725,1048101.74,67696.023763,524506.5,33875.991815,14492,15.483
1697760000000,2023-10-20 00:00:00,ETC/USDT,14.802,15.502,14.743,15.285,1422660.13,93501.728758,710278.4,46671.732563,20078,15.216
1697673600000,2023-10-19 00:00:00,ETC/USDT,14.806,14.881,14.654,14.804,1033249.34,70087.263017,509556.87,34561.25357,15402,14.742
1697587200000,2023-10-18 00:00:00,ETC/USDT,14.944,15.077,14.781,14.814,1142420.15,76565.956566,572029.36,38335.14263,17324,14.92
1697500800000,2023-10-17 00:00:00,ETC/USDT,15.24,15.253,14.838,14.944,1565746.21,103813.353025,776390.86,51481.947896,23388,15.083
1697414400000,2023-10-16 00:00:00,ETC/USDT,14.935,15.734,14.918,15.24,1394651.61,91731.33767,702891.7,46233.859526,21059,15.204
1697328000000,2023-10-15 00:00:00,ETC/USDT,14.991,15.058,14.86,14.931,589480.74,39423.728286,316193.14,21147.346478,9382,14.952
1697241600000,2023-10-14 00:00:00,ETC/USDT,14.854,15.011,14.823,14.988,739841.58,49612.469047,366581.11,24582.404613,11495,14.912
1697155200000,2023-10-13 00:00:00,ETC/USDT,14.793,14.999,14.694,14.857,901565.73,60955.614527,438796.73,29664.375051,13599,14.79
1697068800000,2023-10-12 00:00:00,ETC/USDT,14.923,15.039,14.699,14.784,1019139.09,68705.367842,514339.56,34673.913118,15515,14.833
1696982400000,2023-10-11 00:00:00,ETC/USDT,14.933,14.977,14.652,14.933,1177673.13,79308.315057,594501.04,40030.601165,17559,14.849
1696896000000,2023-10-10 00:00:00,ETC/USDT,15.042,15.138,14.825,14.948,1456507.44,96992.933657,746478.07,49706.93356,21619,15.016
1696809600000,2023-10-09 00:00:00,ETC/USDT,15.491,15.506,14.711,15.03,1839142.19,121204.917668,920881.55,60679.363601,26687,15.176
1696723200000,2023-10-08 00:00:00,ETC/USDT,15.658,15.698,15.388,15.493,1777032.06,114409.431374,887158.33,57123.669139,25837,15.532
1696636800000,2023-10-07 00:00:00,ETC/USDT,15.712,15.781,15.552,15.653,2573733.75,164244.913471,1277471.57,81521.065101,36921,15.67
1696550400000,2023-10-06 00:00:00,ETC/USDT,15.437,15.838,15.399,15.715,2973612.51,190652.516167,1493325.71,95739.271605,42305,15.597
1696464000000,2023-10-05 00:00:00,ETC/USDT,15.634,15.784,15.403,15.442,2562779.46,164508.279314,1273681.31,81765.25296,36705,15.578
1696377600000,2023-10-04 00:00:00,ETC/USDT,15.688,15.704,15.207,15.634,2873433.27,184540.553453,1428708.53,91755.289578,40505,15.571
1696291200000,2023-10-03 00:00:00,ETC/USDT,16.144,16.636,15.634,15.698,3649834.14,225216.934572,1821511,112405.953823,51371,16.209
1696204800000,2023-10-02 00:00:00,ETC/USDT,16.682,16.855,15.87,16.144,1597409.98,96844.254344,810866.65,49158.727019,24183,16.497
1696118400000,2023-10-01 00:00:00,ETC/USDT,16.336,16.798,16.198,16.684,832058.2,50780.959739,415538.57,25357.52407,13161,16.386
1696032000000,2023-09-30 00:00:00,ETC/USDT,15.857,16.819,15.804,16.333,974531.82,60540.275172,490508.42,30469.371698,13527,16.1
1695945600000,2023-09-29 00:00:00,ETC/USDT,15.801,16.019,15.696,15.859,1532576.55,96713.559797,768364.09,48485.893584,21248,15.846
1695859200000,2023-09-28 00:00:00,ETC/USDT,15.351,15.947,15.318,15.802,1504927.25,96375.062871,746257.36,47778.025764,20491,15.617
1695772800000,2023-09-27 00:00:00,ETC/USDT,15.104,15.712,15.06,15.348,1113357.81,72804.004476,559446.96,36583.730071,15235,15.294
1695686400000,2023-09-26 00:00:00,ETC/USDT,15.225,15.262,14.896,15.105,893182.57,58959.031881,448591.52,29611.969236,12194,15.149
1695600000000,2023-09-25 00:00:00,ETC/USDT,15.084,15.346,14.944,15.218,1010603.55,66526.763415,517701.14,34084.095171,14042,15.191
1695513600000,2023-09-24 00:00:00,ETC/USDT,15.254,15.379,15,15.079,466337.29,30613.79844,201532.77,13232.249297,6315,15.233
1695427200000,2023-09-23 00:00:00,ETC/USDT,15.192,15.287,15.128,15.26,570186.09,37473.382454,304450.21,20011.516427,7569,15.215
1695340800000,2023-09-22 00:00:00,ETC/USDT,15.218,15.326,15.066,15.187,786370.61,51641.873631,378586.47,24858.921477,10775,15.227
1695254400000,2023-09-21 00:00:00,ETC/USDT,15.579,15.642,15.062,15.222,959341.84,62526.356786,474093.58,30901.794882,13182,15.344
1695168000000,2023-09-20 00:00:00,ETC/USDT,15.743,15.778,15.38,15.578,927085.52,59519.054543,465122.55,29865.655793,12847,15.576
1695081600000,2023-09-19 00:00:00,ETC/USDT,15.66,15.973,15.596,15.742,1025613.58,65244.223581,527567.99,33566.600688,14115,15.719
1694995200000,2023-09-18 00:00:00,ETC/USDT,15.408,15.998,15.269,15.677,890280.06,56614.040712,454540.8,28894.893452,12254,15.727
1694908800000,2023-09-17 00:00:00,ETC/USDT,15.65,15.655,15.219,15.404,732078.03,47378.749076,355682.61,23012.121852,9404,15.451
1694822400000,2023-09-16 00:00:00,ETC/USDT,15.69,15.955,15.494,15.648,804361.74,51352.97741,438856.87,28014.455874,11016,15.663
1694736000000,2023-09-15 00:00:00,ETC/USDT,15.249,15.823,15.21,15.688,851669.94,55245.326071,442972.93,28738.068995,11196,15.416
1694649600000,2023-09-14 00:00:00,ETC/USDT,15.161,15.356,15.02,15.25,1042575.55,68661.719201,524473.31,34534.388344,14410,15.184
1694563200000,2023-09-13 00:00:00,ETC/USDT,14.982,15.226,14.845,15.155,1242915.22,82583.914326,614382.58,40817.16763,17286,15.05
1694476800000,2023-09-12 00:00:00,ETC/USDT,14.71,15.318,14.672,14.975,1597202.59,106527.405874,824552.69,54996.33788,21347,14.994
1694390400000,2023-09-11 00:00:00,ETC/USDT,15.082,15.179,14.443,14.714,1367665.04,92360.1896,740394.12,49986.537636,18836,14.81
1694304000000,2023-09-10 00:00:00,ETC/USDT,15.402,15.411,14.606,15.084,1001310.79,66331.911828,507874.43,33646.223996,13637,15.096
1694217600000,2023-09-09 00:00:00,ETC/USDT,15.41,15.495,15.344,15.407,1419109.83,92015.50397,645010.27,41825.120723,19161,15.422
1694131200000,2023-09-08 00:00:00,ETC/USDT,15.588,15.656,15.221,15.41,2167460.25,140532.066844,1069925.11,69375.744229,29803,15.424
1694044800000,2023-09-07 00:00:00,ETC/USDT,15.484,15.672,15.34,15.584,2252465.43,145768.643059,1087166.59,70347.790378,30998,15.452
1693958400000,2023-09-06 00:00:00,ETC/USDT,15.391,15.677,15.167,15.484,1939606.92,125778.436062,981527.8,63653.909428,26670,15.421
1693872000000,2023-09-05 00:00:00,ETC/USDT,15.37,15.445,15.145,15.395,2142324.21,140045.127699,1100257.61,71929.196482,29136,15.297
1693785600000,2023-09-04 00:00:00,ETC/USDT,15.373,15.546,15.152,15.374,4091901.48,266156.690389,2082742.71,135467.827102,57697,15.374
1693699200000,2023-09-03 00:00:00,ETC/USDT,15.464,15.53,15.236,15.374,6900609.09,447876.60526,3565492.36,231438.851262,99676,15.407
1693612800000,2023-09-02 00:00:00,ETC/USDT,15.399,15.537,15.276,15.46,6824475.34,442188.042832,3433228.82,222443.028569,97299,15.433
