https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETC,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1749427200000,2025-06-09 00:00:00,ETC/USDT,16.943,17.946,16.636,17.879,4670300.5,272349.866311,2376840.61,138618.981626,79305,17.155
1749340800000,2025-06-08 00:00:00,ETC/USDT,17.217,17.236,16.829,16.949,5152985.44,302532.819961,2619033.31,153764.243449,87697,17.033
1749254400000,2025-06-07 00:00:00,ETC/USDT,16.71,17.385,16.66,17.221,4587653.1,267578.781228,2318763.18,135230.110428,78515,17.145
1749168000000,2025-06-06 00:00:00,ETC/USDT,16.295,17.022,16.243,16.711,7517083.33,453028.798708,3828649.51,230758.879107,127535,16.594
1749081600000,2025-06-05 00:00:00,ETC/USDT,17.262,17.493,16.161,16.292,3735026.8,220700.326581,1907087.34,112686.904088,62324,16.933
1748995200000,2025-06-04 00:00:00,ETC/USDT,17.565,17.923,17.141,17.265,3193729.68,181949.767864,1605175.59,91437.135388,53164,17.554
1748908800000,2025-06-03 00:00:00,ETC/USDT,17.524,17.811,17.379,17.571,3006565.5,170996.097324,1541092.11,87644.713817,70029,17.583
1748822400000,2025-06-02 00:00:00,ETC/USDT,17.088,17.584,16.748,17.522,5684953.36,334078.991177,2868709.51,168546.690699,164342,17.018
1748736000000,2025-06-01 00:00:00,ETC/USDT,16.938,17.171,16.589,17.088,5904813.86,349493.209437,2982503.5,176522.991205,172538,16.896
1748649600000,2025-05-31 00:00:00,ETC/USDT,16.943,17.109,16.443,16.938,6046601.38,358849.182672,3017264.09,179082.088028,176591,16.851
1748563200000,2025-05-30 00:00:00,ETC/USDT,18.127,18.244,16.864,16.945,6152554.7,351006.384238,3135709.11,178863.521983,180478,17.531
1748476800000,2025-05-29 00:00:00,ETC/USDT,18.451,19.163,18.065,18.127,6120963.28,329784.065321,3120758.26,168147.110789,178836,18.564
1748390400000,2025-05-28 00:00:00,ETC/USDT,18.619,18.841,18.001,18.451,6074405.8,329171.895365,3111675.93,168627.704305,177529,18.456
1748304000000,2025-05-27 00:00:00,ETC/USDT,18.242,18.993,17.927,18.619,6043663.99,325069.172429,3094034.5,166414.931614,177648,18.595
