date,symbol,strategy,current_price,predicted_price,next_price,investment_made,capital_before,capital_invested,capital_after,capital_gained,return_pct
2025-05-21,EOS/USDT,PolynomialRegression_degree_7,0.76,0.78,0.76,Yes,1070.63,1070.63,1078.82,8.19,0.0077
2025-05-13,EOS/USDT,PolynomialRegression_degree_8,0.89,0.83,0.8,No,1000.0,0.0,1000.0,0.0,0.0
2025-05-14,EOS/USDT,PolynomialRegression_degree_8,0.8,0.86,0.78,Yes,1000.0,1000.0,985.17,-14.83,-0.0148
2025-05-15,EOS/USDT,PolynomialRegression_degree_8,0.78,0.81,0.84,Yes,985.17,985.17,1057.69,72.51,0.0736
2025-05-16,EOS/USDT,PolynomialRegression_degree_8,0.84,0.84,0.81,No,1057.69,0.0,1057.69,0.0,0.0
2025-05-17,EOS/USDT,PolynomialRegression_degree_8,0.81,0.8,0.82,No,1057.69,0.0,1057.69,0.0,0.0
2025-05-18,EOS/USDT,PolynomialRegression_degree_8,0.82,0.8,0.78,No,1057.69,0.0,1057.69,0.0,0.0
2025-05-19,EOS/USDT,PolynomialRegression_degree_8,0.78,0.78,0.79,Yes,1057.69,1057.69,1070.63,12.94,0.0122
2025-05-20,EOS/USDT,PolynomialRegression_degree_8,0.79,0.78,0.76,No,1070.63,0.0,1070.63,0.0,0.0
2025-05-21,EOS/USDT,PolynomialRegression_degree_8,0.76,0.78,0.76,Yes,1070.63,1070.63,1078.82,8.19,0.0077
2025-05-13,EOS/USDT,PolynomialRegression_degree_9,0.89,0.86,0.8,No,1000.0,0.0,1000.0,0.0,0.0
2025-05-14,EOS/USDT,PolynomialRegression_degree_9,0.8,0.85,0.78,Yes,1000.0,1000.0,985.17,-14.83,-0.0148
2025-05-15,EOS/USDT,PolynomialRegression_degree_9,0.78,0.82,0.84,Yes,985.17,985.17,1057.69,72.51,0.0736
2025-05-16,EOS/USDT,PolynomialRegression_degree_9,0.84,0.84,0.81,Yes,1057.69,1057.69,1016.84,-40.84,-0.0386
2025-05-17,EOS/USDT,PolynomialRegression_degree_9,0.81,0.8,0.82,No,1016.84,0.0,1016.84,0.0,0.0
2025-05-18,EOS/USDT,PolynomialRegression_degree_9,0.82,0.8,0.78,No,1016.84,0.0,1016.84,0.0,0.0
2025-05-19,EOS/USDT,PolynomialRegression_degree_9,0.78,0.78,0.79,Yes,1016.84,1016.84,1029.28,12.44,0.0122
2025-05-20,EOS/USDT,PolynomialRegression_degree_9,0.79,0.78,0.76,No,1029.28,0.0,1029.28,0.0,0.0
2025-05-21,EOS/USDT,PolynomialRegression_degree_9,0.76,0.78,0.76,Yes,1029.28,1029.28,1037.16,7.88,0.0077
2025-05-13,EOS/USDT,PolynomialRegression_degree_10,0.89,0.91,0.8,Yes,1000.0,1000.0,898.39,-101.61,-0.1016
2025-05-14,EOS/USDT,PolynomialRegression_degree_10,0.8,0.86,0.78,Yes,898.39,898.39,885.06,-13.32,-0.0148
2025-05-15,EOS/USDT,PolynomialRegression_degree_10,0.78,0.82,0.84,Yes,885.06,885.06,950.21,65.15,0.0736
2025-05-16,EOS/USDT,PolynomialRegression_degree_10,0.84,0.85,0.81,Yes,950.21,950.21,913.51,-36.69,-0.0386
2025-05-17,EOS/USDT,PolynomialRegression_degree_10,0.81,0.8,0.82,No,913.51,0.0,913.51,0.0,0.0
2025-05-18,EOS/USDT,PolynomialRegression_degree_10,0.82,0.79,0.78,No,913.51,0.0,913.51,0.0,0.0
2025-05-19,EOS/USDT,PolynomialRegression_degree_10,0.78,0.78,0.79,No,913.51,0.0,913.51,0.0,0.0
2025-05-20,EOS/USDT,PolynomialRegression_degree_10,0.79,0.77,0.76,No,913.51,0.0,913.51,0.0,0.0
2025-05-21,EOS/USDT,PolynomialRegression_degree_10,0.76,0.78,0.76,Yes,913.51,913.51,920.5,6.99,0.0077
2025-05-13,EOS/USDT,Buy and Hold,0.89,0.89,0.8,Yes,1000.0,1000.0,898.39,-101.61,-0.1016
2025-05-14,EOS/USDT,Buy and Hold,0.8,0.8,0.78,Yes,898.39,898.39,885.06,-13.32,-0.0148
2025-05-15,EOS/USDT,Buy and Hold,0.78,0.78,0.84,Yes,885.06,885.06,950.21,65.15,0.0736
2025-05-16,EOS/USDT,Buy and Hold,0.84,0.84,0.81,Yes,950.21,950.21,913.51,-36.69,-0.0386
2025-05-17,EOS/USDT,Buy and Hold,0.81,0.81,0.82,Yes,913.51,913.51,921.76,8.24,0.009
2025-05-18,EOS/USDT,Buy and Hold,0.82,0.82,0.78,Yes,921.76,921.76,876.71,-45.05,-0.0489
2025-05-19,EOS/USDT,Buy and Hold,0.78,0.78,0.79,Yes,876.71,876.71,887.43,10.73,0.0122
2025-05-20,EOS/USDT,Buy and Hold,0.79,0.79,0.76,Yes,887.43,887.43,855.82,-31.61,-0.0356
2025-05-21,EOS/USDT,Buy and Hold,0.76,0.76,0.76,Yes,855.82,855.82,862.37,6.55,0.0077
2025-06-12,ETC/USDT,LinearRegression,17.11,17.87,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,LinearRegression,16.91,17.62,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,LinearRegression,16.64,17.2,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,LinearRegression,16.68,17.31,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,LinearRegression,16.93,16.9,16.48,No,989.65,0.0,989.65,0.0,0.0
2025-06-17,ETC/USDT,LinearRegression,16.48,16.12,16.53,No,989.65,0.0,989.65,0.0,0.0
2025-06-18,ETC/USDT,LinearRegression,16.53,16.1,16.72,No,989.65,0.0,989.65,0.0,0.0
2025-06-19,ETC/USDT,LinearRegression,16.72,16.59,16.12,No,989.65,0.0,989.65,0.0,0.0
2025-06-20,ETC/USDT,LinearRegression,16.12,16.28,15.6,Yes,989.65,989.65,957.66,-31.99,-0.0323
2025-06-12,ETC/USDT,MLPRegressor,17.11,17.81,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,MLPRegressor,16.91,17.51,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,MLPRegressor,16.64,17.18,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,MLPRegressor,16.68,17.37,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,MLPRegressor,16.93,16.93,16.48,Yes,989.65,989.65,963.47,-26.19,-0.0265
2025-06-17,ETC/USDT,MLPRegressor,16.48,16.15,16.53,No,963.47,0.0,963.47,0.0,0.0
2025-06-18,ETC/USDT,MLPRegressor,16.53,15.97,16.72,No,963.47,0.0,963.47,0.0,0.0
2025-06-19,ETC/USDT,MLPRegressor,16.72,16.66,16.12,No,963.47,0.0,963.47,0.0,0.0
2025-06-20,ETC/USDT,MLPRegressor,16.12,16.36,15.6,Yes,963.47,963.47,932.32,-31.15,-0.0323
2025-06-12,ETC/USDT,PolynomialRegression_degree_2,17.11,17.93,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,PolynomialRegression_degree_2,16.91,17.68,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,PolynomialRegression_degree_2,16.64,17.28,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,PolynomialRegression_degree_2,16.68,17.41,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,PolynomialRegression_degree_2,16.93,16.95,16.48,Yes,989.65,989.65,963.47,-26.19,-0.0265
2025-06-17,ETC/USDT,PolynomialRegression_degree_2,16.48,15.94,16.53,No,963.47,0.0,963.47,0.0,0.0
2025-06-18,ETC/USDT,PolynomialRegression_degree_2,16.53,15.91,16.72,No,963.47,0.0,963.47,0.0,0.0
2025-06-19,ETC/USDT,PolynomialRegression_degree_2,16.72,16.49,16.12,No,963.47,0.0,963.47,0.0,0.0
2025-06-20,ETC/USDT,PolynomialRegression_degree_2,16.12,16.18,15.6,Yes,963.47,963.47,932.32,-31.15,-0.0323
2025-06-12,ETC/USDT,PolynomialRegression_degree_3,17.11,17.86,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,PolynomialRegression_degree_3,16.91,17.67,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,PolynomialRegression_degree_3,16.64,17.29,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,PolynomialRegression_degree_3,16.68,17.37,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,PolynomialRegression_degree_3,16.93,16.98,16.48,Yes,989.65,989.65,963.47,-26.19,-0.0265
2025-06-17,ETC/USDT,PolynomialRegression_degree_3,16.48,16.28,16.53,No,963.47,0.0,963.47,0.0,0.0
2025-06-18,ETC/USDT,PolynomialRegression_degree_3,16.53,16.28,16.72,No,963.47,0.0,963.47,0.0,0.0
2025-06-19,ETC/USDT,PolynomialRegression_degree_3,16.72,16.56,16.12,No,963.47,0.0,963.47,0.0,0.0
2025-06-20,ETC/USDT,PolynomialRegression_degree_3,16.12,16.33,15.6,Yes,963.47,963.47,932.32,-31.15,-0.0323
2025-06-12,ETC/USDT,PolynomialRegression_degree_4,17.11,17.78,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,PolynomialRegression_degree_4,16.91,17.58,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,PolynomialRegression_degree_4,16.64,17.19,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,PolynomialRegression_degree_4,16.68,17.29,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,PolynomialRegression_degree_4,16.93,16.86,16.48,No,989.65,0.0,989.65,0.0,0.0
2025-06-17,ETC/USDT,PolynomialRegression_degree_4,16.48,16.16,16.53,No,989.65,0.0,989.65,0.0,0.0
2025-06-18,ETC/USDT,PolynomialRegression_degree_4,16.53,16.23,16.72,No,989.65,0.0,989.65,0.0,0.0
2025-06-19,ETC/USDT,PolynomialRegression_degree_4,16.72,16.59,16.12,No,989.65,0.0,989.65,0.0,0.0
2025-06-20,ETC/USDT,PolynomialRegression_degree_4,16.12,16.28,15.6,Yes,989.65,989.65,957.66,-31.99,-0.0323
2025-06-12,ETC/USDT,PolynomialRegression_degree_5,17.11,17.81,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,PolynomialRegression_degree_5,16.91,17.65,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,PolynomialRegression_degree_5,16.64,17.23,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,PolynomialRegression_degree_5,16.68,17.33,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,PolynomialRegression_degree_5,16.93,16.88,16.48,No,989.65,0.0,989.65,0.0,0.0
2025-06-17,ETC/USDT,PolynomialRegression_degree_5,16.48,16.28,16.53,No,989.65,0.0,989.65,0.0,0.0
2025-06-18,ETC/USDT,PolynomialRegression_degree_5,16.53,16.34,16.72,No,989.65,0.0,989.65,0.0,0.0
2025-06-19,ETC/USDT,PolynomialRegression_degree_5,16.72,16.56,16.12,No,989.65,0.0,989.65,0.0,0.0
2025-06-20,ETC/USDT,PolynomialRegression_degree_5,16.12,16.29,15.6,Yes,989.65,989.65,957.66,-31.99,-0.0323
2025-06-12,ETC/USDT,PolynomialRegression_degree_6,17.11,17.77,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,PolynomialRegression_degree_6,16.91,17.62,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,PolynomialRegression_degree_6,16.64,17.2,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,PolynomialRegression_degree_6,16.68,17.29,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,PolynomialRegression_degree_6,16.93,16.87,16.48,No,989.65,0.0,989.65,0.0,0.0
2025-06-17,ETC/USDT,PolynomialRegression_degree_6,16.48,16.41,16.53,No,989.65,0.0,989.65,0.0,0.0
2025-06-18,ETC/USDT,PolynomialRegression_degree_6,16.53,16.39,16.72,No,989.65,0.0,989.65,0.0,0.0
2025-06-19,ETC/USDT,PolynomialRegression_degree_6,16.72,16.56,16.12,No,989.65,0.0,989.65,0.0,0.0
2025-06-20,ETC/USDT,PolynomialRegression_degree_6,16.12,16.31,15.6,Yes,989.65,989.65,957.66,-31.99,-0.0323
2025-06-12,ETC/USDT,PolynomialRegression_degree_7,17.11,17.91,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,PolynomialRegression_degree_7,16.91,17.71,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,PolynomialRegression_degree_7,16.64,17.24,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,PolynomialRegression_degree_7,16.68,17.35,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,PolynomialRegression_degree_7,16.93,16.89,16.48,No,989.65,0.0,989.65,0.0,0.0
2025-06-17,ETC/USDT,PolynomialRegression_degree_7,16.48,16.42,16.53,No,989.65,0.0,989.65,0.0,0.0
2025-06-18,ETC/USDT,PolynomialRegression_degree_7,16.53,16.52,16.72,No,989.65,0.0,989.65,0.0,0.0
2025-06-19,ETC/USDT,PolynomialRegression_degree_7,16.72,16.75,16.12,Yes,989.65,989.65,954.13,-35.52,-0.0359
2025-06-20,ETC/USDT,PolynomialRegression_degree_7,16.12,16.45,15.6,Yes,954.13,954.13,923.29,-30.84,-0.0323
2025-06-12,ETC/USDT,PolynomialRegression_degree_8,17.11,17.87,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,PolynomialRegression_degree_8,16.91,17.6,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,PolynomialRegression_degree_8,16.64,17.16,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,PolynomialRegression_degree_8,16.68,17.19,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,PolynomialRegression_degree_8,16.93,16.89,16.48,No,989.65,0.0,989.65,0.0,0.0
2025-06-17,ETC/USDT,PolynomialRegression_degree_8,16.48,16.8,16.53,Yes,989.65,989.65,992.24,2.58,0.0026
2025-06-18,ETC/USDT,PolynomialRegression_degree_8,16.53,16.83,16.72,Yes,992.24,992.24,1003.64,11.41,0.0115
2025-06-19,ETC/USDT,PolynomialRegression_degree_8,16.72,16.84,16.12,Yes,1003.64,1003.64,967.62,-36.02,-0.0359
2025-06-20,ETC/USDT,PolynomialRegression_degree_8,16.12,16.56,15.6,Yes,967.62,967.62,936.34,-31.28,-0.0323
2025-06-12,ETC/USDT,PolynomialRegression_degree_9,17.11,15.67,16.91,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-13,ETC/USDT,PolynomialRegression_degree_9,16.91,15.46,16.64,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-14,ETC/USDT,PolynomialRegression_degree_9,16.64,15.04,16.68,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-15,ETC/USDT,PolynomialRegression_degree_9,16.68,15.14,16.93,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-16,ETC/USDT,PolynomialRegression_degree_9,16.93,14.67,16.48,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-17,ETC/USDT,PolynomialRegression_degree_9,16.48,13.72,16.53,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-18,ETC/USDT,PolynomialRegression_degree_9,16.53,13.43,16.72,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-19,ETC/USDT,PolynomialRegression_degree_9,16.72,13.79,16.12,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-20,ETC/USDT,PolynomialRegression_degree_9,16.12,13.53,15.6,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-12,ETC/USDT,PolynomialRegression_degree_10,17.11,13.74,16.91,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-13,ETC/USDT,PolynomialRegression_degree_10,16.91,13.65,16.64,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-14,ETC/USDT,PolynomialRegression_degree_10,16.64,13.38,16.68,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-15,ETC/USDT,PolynomialRegression_degree_10,16.68,13.42,16.93,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-16,ETC/USDT,PolynomialRegression_degree_10,16.93,13.11,16.48,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-17,ETC/USDT,PolynomialRegression_degree_10,16.48,12.48,16.53,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-18,ETC/USDT,PolynomialRegression_degree_10,16.53,12.33,16.72,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-19,ETC/USDT,PolynomialRegression_degree_10,16.72,12.48,16.12,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-20,ETC/USDT,PolynomialRegression_degree_10,16.12,12.28,15.6,No,1000.0,0.0,1000.0,0.0,0.0
2025-06-12,ETC/USDT,Buy and Hold,17.11,17.11,16.91,Yes,1000.0,1000.0,988.6,-11.4,-0.0114
2025-06-13,ETC/USDT,Buy and Hold,16.91,16.91,16.64,Yes,988.6,988.6,972.76,-15.84,-0.016
2025-06-14,ETC/USDT,Buy and Hold,16.64,16.64,16.68,Yes,972.76,972.76,974.98,2.22,0.0023
2025-06-15,ETC/USDT,Buy and Hold,16.68,16.68,16.93,Yes,974.98,974.98,989.65,14.67,0.015
2025-06-16,ETC/USDT,Buy and Hold,16.93,16.93,16.48,Yes,989.65,989.65,963.47,-26.19,-0.0265
2025-06-17,ETC/USDT,Buy and Hold,16.48,16.48,16.53,Yes,963.47,963.47,965.98,2.51,0.0026
2025-06-18,ETC/USDT,Buy and Hold,16.53,16.53,16.72,Yes,965.98,965.98,977.09,11.11,0.0115
2025-06-19,ETC/USDT,Buy and Hold,16.72,16.72,16.12,Yes,977.09,977.09,942.02,-35.07,-0.0359
2025-06-20,ETC/USDT,Buy and Hold,16.12,16.12,15.6,Yes,942.02,942.02,911.57,-30.45,-0.0323
2025-06-12,ETH/USDT,LinearRegression,2644.36,2727.43,2580.51,Yes,1000.0,1000.0,975.85,-24.15,-0.0241
2025-06-13,ETH/USDT,LinearRegression,2580.51,2689.74,2531.32,Yes,975.85,975.85,957.25,-18.6,-0.0191
2025-06-14,ETH/USDT,LinearRegression,2531.32,2648.23,2548.63,Yes,957.25,957.25,963.8,6.55,0.0068
2025-06-15,ETH/USDT,LinearRegression,2548.63,2666.42,2548.38,Yes,963.8,963.8,963.7,-0.09,-0.0001
2025-06-16,ETH/USDT,LinearRegression,2548.38,2575.1,2512.05,Yes,963.7,963.7,949.97,-13.74,-0.0143
2025-06-17,ETH/USDT,LinearRegression,2512.05,2457.52,2525.5,No,949.97,0.0,949.97,0.0,0.0
2025-06-18,ETH/USDT,LinearRegression,2525.5,2446.65,2520.76,No,949.97,0.0,949.97,0.0,0.0
2025-06-19,ETH/USDT,LinearRegression,2520.76,2481.0,2406.36,No,949.97,0.0,949.97,0.0,0.0
2025-06-20,ETH/USDT,LinearRegression,2406.36,2434.99,2296.55,Yes,949.97,949.97,906.62,-43.35,-0.0456
2025-06-12,ETH/USDT,MLPRegressor,2644.36,2731.11,2580.51,Yes,1000.0,1000.0,975.85,-24.15,-0.0241
2025-06-13,ETH/USDT,MLPRegressor,2580.51,2691.6,2531.32,Yes,975.85,975.85,957.25,-18.6,-0.0191
2025-06-14,ETH/USDT,MLPRegressor,2531.32,2650.06,2548.63,Yes,957.25,957.25,963.8,6.55,0.0068
2025-06-15,ETH/USDT,MLPRegressor,2548.63,2676.48,2548.38,Yes,963.8,963.8,963.7,-0.09,-0.0001
2025-06-16,ETH/USDT,MLPRegressor,2548.38,2578.46,2512.05,Yes,963.7,963.7,949.97,-13.74,-0.0143
2025-06-17,ETH/USDT,MLPRegressor,2512.05,2479.98,2525.5,No,949.97,0.0,949.97,0.0,0.0
2025-06-18,ETH/USDT,MLPRegressor,2525.5,2453.08,2520.76,No,949.97,0.0,949.97,0.0,0.0
2025-06-19,ETH/USDT,MLPRegressor,2520.76,2508.19,2406.36,No,949.97,0.0,949.97,0.0,0.0
2025-06-20,ETH/USDT,MLPRegressor,2406.36,2467.9,2296.55,Yes,949.97,949.97,906.62,-43.35,-0.0456
2025-06-12,ETH/USDT,PolynomialRegression_degree_2,2644.36,2731.72,2580.51,Yes,1000.0,1000.0,975.85,-24.15,-0.0241
2025-06-13,ETH/USDT,PolynomialRegression_degree_2,2580.51,2690.75,2531.32,Yes,975.85,975.85,957.25,-18.6,-0.0191
2025-06-14,ETH/USDT,PolynomialRegression_degree_2,2531.32,2651.31,2548.63,Yes,957.25,957.25,963.8,6.55,0.0068
2025-06-15,ETH/USDT,PolynomialRegression_degree_2,2548.63,2668.16,2548.38,Yes,963.8,963.8,963.7,-0.09,-0.0001
2025-06-16,ETH/USDT,PolynomialRegression_degree_2,2548.38,2579.07,2512.05,Yes,963.7,963.7,949.97,-13.74,-0.0143
2025-06-17,ETH/USDT,PolynomialRegression_degree_2,2512.05,2464.75,2525.5,No,949.97,0.0,949.97,0.0,0.0
2025-06-18,ETH/USDT,PolynomialRegression_degree_2,2525.5,2469.5,2520.76,No,949.97,0.0,949.97,0.0,0.0
2025-06-19,ETH/USDT,PolynomialRegression_degree_2,2520.76,2492.36,2406.36,No,949.97,0.0,949.97,0.0,0.0
2025-06-20,ETH/USDT,PolynomialRegression_degree_2,2406.36,2446.53,2296.55,Yes,949.97,949.97,906.62,-43.35,-0.0456
2025-06-12,ETH/USDT,PolynomialRegression_degree_3,2644.36,2738.59,2580.51,Yes,1000.0,1000.0,975.85,-24.15,-0.0241
2025-06-13,ETH/USDT,PolynomialRegression_degree_3,2580.51,2697.21,2531.32,Yes,975.85,975.85,957.25,-18.6,-0.0191
2025-06-14,ETH/USDT,PolynomialRegression_degree_3,2531.32,2650.72,2548.63,Yes,957.25,957.25,963.8,6.55,0.0068
2025-06-15,ETH/USDT,PolynomialRegression_degree_3,2548.63,2669.84,2548.38,Yes,963.8,963.8,963.7,-0.09,-0.0001
2025-06-16,ETH/USDT,PolynomialRegression_degree_3,2548.38,2569.73,2512.05,Yes,963.7,963.7,949.97,-13.74,-0.0143
2025-06-17,ETH/USDT,PolynomialRegression_degree_3,2512.05,2473.69,2525.5,No,949.97,0.0,949.97,0.0,0.0
2025-06-18,ETH/USDT,PolynomialRegression_degree_3,2525.5,2498.05,2520.76,No,949.97,0.0,949.97,0.0,0.0
2025-06-19,ETH/USDT,PolynomialRegression_degree_3,2520.76,2508.26,2406.36,No,949.97,0.0,949.97,0.0,0.0
2025-06-20,ETH/USDT,PolynomialRegression_degree_3,2406.36,2443.06,2296.55,Yes,949.97,949.97,906.62,-43.35,-0.0456
2025-06-12,ETH/USDT,PolynomialRegression_degree_4,2644.36,2697.93,2580.51,Yes,1000.0,1000.0,975.85,-24.15,-0.0241
2025-06-13,ETH/USDT,PolynomialRegression_degree_4,2580.51,2676.47,2531.32,Yes,975.85,975.85,957.25,-18.6,-0.0191
2025-06-14,ETH/USDT,PolynomialRegression_degree_4,2531.32,2643.21,2548.63,Yes,957.25,957.25,963.8,6.55,0.0068
2025-06-15,ETH/USDT,PolynomialRegression_degree_4,2548.63,2661.07,2548.38,Yes,963.8,963.8,963.7,-0.09,-0.0001
2025-06-16,ETH/USDT,PolynomialRegression_degree_4,2548.38,2559.01,2512.05,Yes,963.7,963.7,949.97,-13.74,-0.0143
2025-06-17,ETH/USDT,PolynomialRegression_degree_4,2512.05,2459.37,2525.5,No,949.97,0.0,949.97,0.0,0.0
2025-06-18,ETH/USDT,PolynomialRegression_degree_4,2525.5,2497.94,2520.76,No,949.97,0.0,949.97,0.0,0.0
2025-06-19,ETH/USDT,PolynomialRegression_degree_4,2520.76,2511.04,2406.36,No,949.97,0.0,949.97,0.0,0.0
2025-06-20,ETH/USDT,PolynomialRegression_degree_4,2406.36,2430.82,2296.55,Yes,949.97,949.97,906.62,-43.35,-0.0456
2025-06-12,ETH/USDT,PolynomialRegression_degree_5,2644.36,2880.21,2580.51,Yes,1000.0,1000.0,975.85,-24.15,-0.0241
2025-06-13,ETH/USDT,PolynomialRegression_degree_5,2580.51,2853.29,2531.32,Yes,975.85,975.85,957.25,-18.6,-0.0191
2025-06-14,ETH/USDT,PolynomialRegression_degree_5,2531.32,2815.25,2548.63,Yes,957.25,957.25,963.8,6.55,0.0068
2025-06-15,ETH/USDT,PolynomialRegression_degree_5,2548.63,2830.23,2548.38,Yes,963.8,963.8,963.7,-0.09,-0.0001
2025-06-16,ETH/USDT,PolynomialRegression_degree_5,2548.38,2730.21,2512.05,Yes,963.7,963.7,949.97,-13.74,-0.0143
2025-06-17,ETH/USDT,PolynomialRegression_degree_5,2512.05,2724.63,2525.5,Yes,949.97,949.97,955.05,5.09,0.0054
2025-06-18,ETH/USDT,PolynomialRegression_degree_5,2525.5,2781.19,2520.76,Yes,955.05,955.05,953.26,-1.79,-0.0019
2025-06-19,ETH/USDT,PolynomialRegression_degree_5,2520.76,2874.15,2406.36,Yes,953.26,953.26,910.0,-43.26,-0.0454
2025-06-20,ETH/USDT,PolynomialRegression_degree_5,2406.36,2652.93,2296.55,Yes,910.0,910.0,868.47,-41.53,-0.0456
2025-06-12,ETH/USDT,PolynomialRegression_degree_6,2644.36,3032.17,2580.51,Yes,1000.0,1000.0,975.85,-24.15,-0.0241
2025-06-13,ETH/USDT,PolynomialRegression_degree_6,2580.51,2982.23,2531.32,Yes,975.85,975.85,957.25,-18.6,-0.0191
2025-06-14,ETH/USDT,PolynomialRegression_degree_6,2531.32,2928.58,2548.63,Yes,957.25,957.25,963.8,6.55,0.0068
2025-06-15,ETH/USDT,PolynomialRegression_degree_6,2548.63,2936.53,2548.38,Yes,963.8,963.8,963.7,-0.09,-0.0001
2025-06-16,ETH/USDT,PolynomialRegression_degree_6,2548.38,2836.14,2512.05,Yes,963.7,963.7,949.97,-13.74,-0.0143
2025-06-17,ETH/USDT,PolynomialRegression_degree_6,2512.05,2865.1,2525.5,Yes,949.97,949.97,955.05,5.09,0.0054
2025-06-18,ETH/USDT,PolynomialRegression_degree_6,2525.5,2913.03,2520.76,Yes,955.05,955.05,953.26,-1.79,-0.0019
2025-06-19,ETH/USDT,PolynomialRegression_degree_6,2520.76,3076.09,2406.36,Yes,953.26,953.26,910.0,-43.26,-0.0454
2025-06-20,ETH/USDT,PolynomialRegression_degree_6,2406.36,2751.54,2296.55,Yes,910.0,910.0,868.47,-41.53,-0.0456
2025-06-12,ETH/USDT,PolynomialRegression_degree_7,2644.36,3007.31,2580.51,Yes,1000.0,1000.0,975.85,-24.15,-0.0241
2025-06-13,ETH/USDT,PolynomialRegression_degree_7,2580.51,2901.45,2531.32,Yes,975.85,975.85,957.25,-18.6,-0.0191
2025-06-14,ETH/USDT,PolynomialRegression_degree_7,2531.32,2828.49,2548.63,Yes,957.25,957.25,963.8,6.55,0.0068
2025-06-15,ETH/USDT,PolynomialRegression_degree_7,2548.63,2836.28,2548.38,Yes,963.8,963.8,963.7,-0.09,-0.0001
